,RA,DEC,z,xVal,yVal,zVal
0,45.420981,-6.4612099999999995,0.02005,41.95065746371304,42.57169702271052,-6.768711174866116
1,46.24995,-7.202716000000001,0.020712,42.62882439391294,44.530573115942374,-7.790628007974937
2,44.269154,-6.903166000000001,0.021124,45.049737605359844,43.914872927615534,-7.616788131463779
3,44.374765999999994,-6.875249,0.021112,44.94581414536959,43.975432139977016,-7.581823983196294
4,44.22545,-6.832447999999999,0.021161000000000003,45.16890213632807,43.96389171688674,-7.552336982992484
5,49.841428,-8.140310000000001,0.020659,39.56657354104727,46.88944537817954,-8.77580192048662
6,7.814528999999999,-0.42999,0.021384,63.5544558810644,8.72229657449538,-0.481439641477023
7,8.234821,-0.13252,0.02141,63.567577991199954,9.199666234397615,-0.14855809770488768
8,7.831575,-0.427225,0.021368,63.50433007381768,8.734666983171737,-0.47798595032209945
9,8.404112,-0.741736,0.021242,63.03641784911428,9.313031025503522,-0.8249568897071073
10,8.146234,-0.590154,0.021337000000000002,63.361744529047634,9.069882114711774,-0.6593099884995572
11,7.6918619999999995,-0.542838,0.021352,63.47678920599136,8.573218064563092,-0.6068773480599955
12,7.647842,-0.59323,0.021438,63.738494987049435,8.558706209974625,-0.6658834711977791
13,7.940421000000001,-0.484854,0.021327000000000002,63.36529744554948,8.83822975265551,-0.5414198706334121
14,7.4391050000000005,-0.188866,0.021313,63.400482713303056,8.27829036113834,-0.21076388885095126
15,7.584053,-0.739747,0.021366999999999997,63.534968650194294,8.459377072311797,-0.8275863503408643
16,7.179938000000001,-1.187461,0.021827000000000003,64.95358016858286,8.18244010452808,-1.3570033969343733
17,9.541592999999999,0.8203010000000001,0.021346,63.1455958819594,10.61407775670236,0.916797735024562
18,27.931872,-8.701417,0.020154,52.80365219149951,27.995713435509558,-9.147009810641887
19,25.359103,0.179653,0.020375,55.234798731172376,26.17911191812973,0.19165934601835347
20,27.608187,0.037394,0.020936,55.65650406674696,29.10664423738852,0.04099153908412607
21,27.384769,-0.147392,0.02096,55.833337152910175,28.922425503617575,-0.16175709304806724
22,27.896034000000004,0.132916,0.020947999999999998,55.541253190680564,29.4026576389208,0.14578675223489934
23,27.500133,-0.000755,0.020929,55.692681879437416,28.991939455497974,-0.0008273591074505645
24,28.051198,-0.357036,0.021058,55.75172453783912,29.707650803357115,-0.3936633113497379
25,15.651266,13.8003,0.020444999999999998,57.35588791850895,16.06938592556155,14.630761499484656
26,17.024676,14.712774,0.020291999999999998,56.299753320922925,17.239078876466642,15.460896206047959
27,15.720642000000002,14.459757999999999,0.020677,57.819240617742565,16.27473426065281,15.489138133954468
28,12.774554,13.725454999999998,0.023073,65.57796206948481,14.868322956121826,16.42357525892795
29,11.079778,-0.7180439999999999,0.022425999999999998,66.01879050458363,12.928175840451562,-0.843121432690756
30,11.150461,-0.419865,0.024163,71.11869580104104,14.017990539387975,-0.5311965706015718
31,12.015444,-10.333432,0.027408,79.11818624645234,16.839380636023424,-14.749035252069818
32,16.615821,-9.558612,0.025914,73.46149690535732,21.921912749420283,-12.909561488717662
33,12.466398,-10.573167999999999,0.02745,79.0431920398357,17.47482566818011,-15.110485102086201
34,12.177782,0.8291040000000001,0.029411,86.23853066101098,18.61042865944041,1.2767394181075784
35,9.229265,15.626107999999999,0.024059,68.60949798368854,11.148279864143431,19.44150126654251
36,5.212182,15.766223000000002,0.024548,70.5803365942544,6.438444906896068,20.01002872118424
37,10.691011999999999,15.829722,0.024428000000000002,69.28099392677171,13.079523890777766,19.99036246067577
38,33.817339000000004,-8.969463000000001,0.020161000000000002,49.63576779852872,33.25000733643487,-9.429785584920134
39,28.905276,-0.28566199999999997,0.020714,54.39967480960974,30.03677004087897,-0.30982272361313384
40,28.591557,0.993423,0.020779,54.726994198607876,29.827664978919653,1.080776059537361
41,26.148521,-8.605210000000001,0.021713999999999997,57.81675564942016,28.384874513712855,-9.746888170899242
42,30.678751000000002,-7.994957,0.025033,63.96048315491792,37.944879482733704,-10.445215011203768
43,30.537090000000003,-0.773745,0.021555,55.69091369564272,32.85303360088246,-0.8732353427122764
44,44.41652,-7.777117999999999,0.021544,45.74013270362709,44.81788987669521,-8.74599515521273
45,44.392064000000005,-7.8582350000000005,0.021582,45.83106065340852,44.86865656192075,-8.852234390931725
46,44.355387,-7.832856,0.021563,45.82219664319418,44.802568890801204,-8.816055613337188
47,44.352455,-7.802134,0.021568,45.83848936102639,44.81391113501514,-8.783728017307762
48,43.170572,-6.880235000000001,0.022869,49.67613952195441,46.60100915843044,-8.218732056175131
49,43.759215999999995,-6.775864,0.023176,49.8660380401412,47.75172017140793,-8.203307555537807
50,43.950216,-6.605946,0.023124000000000002,49.612307802620975,47.826810234785846,-7.980571487292065
51,36.150211,-9.00918,0.023482,56.18150561237916,41.04372178411159,-11.031330166151884
52,35.728645,-8.702226,0.023923,57.5907718075907,41.42684274207637,-10.858594017150304
53,35.421907,-7.419119,0.024962,60.514175337109215,43.040018406215495,-9.669767053152592
54,36.450617,-9.305369,0.025762,61.348405342043776,45.31365634049956,-12.49685988732362
55,36.894585,0.924775,0.024884,59.69451862270189,44.81109088656838,1.2048584811524137
56,34.011697999999996,-0.655767,0.024636,61.26005699397907,41.338630452247365,-0.8458802675108457
57,34.606968,-0.443299,0.024598,60.73561074976362,41.909593768229,-0.5709404830783523
58,39.545189,0.577864,0.025141999999999998,58.15974042282048,48.020281097191145,0.7607057886506506
59,39.599239000000004,0.570575,0.025236,58.33176504138245,48.25492780290227,0.7539190232660101
60,39.344931,0.587129,0.025046000000000002,58.10441641096815,47.63405308630224,0.7699507206019598
61,39.596199,0.6748069999999999,0.025144,58.12051333238305,48.074976040595196,0.8883876836615322
62,39.41706,0.616927,0.025065999999999998,58.090437206918885,47.744997021623305,0.8096718558736196
63,39.420949,0.691858,0.025169999999999998,58.32733155809507,47.94633622579087,0.9117761981208805
64,39.645396000000005,0.5519430000000001,0.025065,57.898062293009104,47.974761195797555,0.7243589724969072
65,39.575010999999996,0.571154,0.025153000000000002,58.16024148358658,48.07162555841413,0.7522019293508465
66,39.403003999999996,0.667585,0.025088,58.152567322220676,47.77216361102851,0.8769228904036833
67,29.422207,13.757503,0.020411000000000002,51.80523851876616,29.21721149408106,14.56200891099458
