,index,RA,DEC,z,xVal,yVal,zVal
411,1531,162.697139,25.299571,0.057201999999999996,-148.12552976451113,46.14407907348782,73.33601185258593
412,12075,211.96572999999998,35.973982,0.052271000000000005,-107.66278655475227,-67.18566930127128,92.11475018044652
413,25187,131.156824,7.469465,0.056261,-110.1372607005116,126.00023438377443,21.94141813150292
414,7510,131.346016,52.82486899999999,0.042727,-51.16635067288739,58.14718424301837,102.1336295469205
415,14662,226.93480099999996,49.432919,0.056661,-75.4844035424839,-80.76266213291143,129.1267498082432
416,26403,194.414048,38.508187,0.057638,-131.0493040922114,-33.68199388766328,107.66083122797501
417,26473,185.082278,38.901808,0.058784,-136.70167902001492,-12.157681392129035,110.74687192095446
418,14555,352.826438,-0.874273,0.039064,116.26113504589966,-14.632697559315474,-1.7881565861758448
419,6891,337.638563,12.510502,0.038452,104.14848316626473,-42.844924109313354,24.98825060370281
420,856,154.05473,11.18229,0.048035,-127.12092314605437,61.85077284202335,27.946445611908636
421,13110,248.32870699999998,25.360451,0.059620000000000006,-59.68450606489071,-150.19955139799458,76.60779396139279
422,2166,220.97056,21.028548999999998,0.050595999999999995,-106.97438341725251,-92.8949541053749,54.46655614465573
423,13292,243.90477400000003,32.809544,0.049402999999999996,-54.79221229807327,-111.86841285496034,80.3067827633196
424,16721,154.878616,17.434319,0.035514,-92.03276961942287,43.1531925759977,31.921294627209146
425,7686,130.545467,59.764099,0.048753,-47.87652643000346,55.966218129380216,126.36184442422406
426,1052,169.177909,18.905491,0.048487999999999996,-135.1693192782087,25.83894310208801,47.13151218911547
427,5594,162.78726899999998,41.084297,0.043442,-93.83280967873719,29.0689555068969,85.64616704518615
428,28126,228.400276,2.453178,0.026836000000000002,-53.402095403068905,-60.148811223879996,3.445980109573355
429,3947,210.372748,17.481642,0.055951999999999995,-138.12978422021422,-80.95197337621765,50.42397697299579
430,24293,210.416719,62.952380000000005,0.033010000000000005,-38.834063700594925,-22.79904486351644,88.19897930140407
431,2282,174.56919,4.920934,0.057219000000000006,-170.25658476505654,16.186361564963786,14.724900421645993
432,19704,144.178334,48.06345,0.039205000000000004,-63.734621322438336,46.00350575455418,87.49207808811087
433,23628,254.64271200000002,26.675351000000003,0.039557999999999996,-28.08411631347322,-102.25642317210232,53.276867465526195
434,13013,141.442502,43.425843,0.058736000000000003,-100.07322403118941,79.76593579695238,121.12805035349923
435,10199,153.57596999999998,18.206495,0.058741999999999996,-149.91408351098823,74.49638134156163,55.06051042328866
436,20308,188.03734,7.295501,0.044094,-129.92223424551148,-18.34573066090354,16.79805760116435
437,27125,129.725075,36.658846999999994,0.059159,-90.99114560820514,109.50182018267557,105.96248546814762
438,24188,234.389452,51.097426,0.032001,-35.105039808493,-49.01513404562847,74.71096856240851
439,18414,231.73720899999998,27.444972999999997,0.058937,-97.17053503144663,-123.20365380062279,81.49157338571078
440,14553,352.832623,-0.8199770000000001,0.03909,116.34172561380832,-14.63008303806207,-1.6782286795145882
441,6591,248.40012000000002,25.194175,0.058473000000000004,-58.43263465654656,-147.58489147846296,74.67364043211546
442,7242,178.282128,66.890412,0.044042000000000005,-51.83496333390902,1.5546088232004602,121.52365878123953
443,17798,232.967994,27.765878999999998,0.059686,-95.422846548002,-126.48332802773668,83.4159184550793
444,2323,172.18360900000002,3.817884,0.058509000000000005,-173.51025223809927,23.818518724381626,11.687525959220336
445,534,161.136399,5.576280000000001,0.053470000000000004,-151.07619555008202,51.61773973437704,15.587180079395218
446,2635,158.005612,8.999485,0.028232999999999998,-77.56787121948841,31.330616783973408,13.249090814567813
447,20979,192.09681899999998,19.518985,0.056594000000000005,-156.47139942325506,-33.535475192239865,56.727423616438365
448,8437,230.540083,25.443808999999998,0.03069,-52.83856125731966,-64.18974038230174,39.55563896474406
449,1513,164.78218600000002,24.303842000000003,0.059351999999999995,-156.58569201818784,42.59567364246175,73.28348230078936
450,16892,171.600227,23.857444,0.044161,-119.863214017055,17.69937427569353,53.58439478757399
451,6694,251.42361,24.994011999999998,0.05631900000000001,-48.78386571818995,-145.15616247252905,71.38830990322133
452,8682,201.86489699999998,31.184285,0.025495,-60.726422134542624,-24.368658612639774,39.6033503274401
453,6166,157.066127,43.188558,0.045249,-91.1504902171468,38.56699365913794,92.9054527047247
454,4546,203.80111599999998,29.305321000000003,0.042862,-102.59359644636679,-45.25155456768687,62.938145614624595
455,3090,138.659326,38.513708,0.025786,-45.445254865409765,39.981828303111335,48.1709703011936
456,7112,157.700861,57.474338,0.041868,-62.48388618386262,25.625412437499893,105.90310203563506
457,25682,227.794886,40.564217,0.054608000000000004,-83.60615411388315,-92.18820443798111,106.53473111050043
458,22458,173.58483999999999,54.814466,0.055987,-96.17747233949278,10.813800753820258,137.27291447566336
459,12012,197.872545,39.012364,0.054970000000000005,-121.95306478851664,-39.32524276162634,103.80887905389898
460,20078,196.135505,9.335928,0.050758,-144.33795133199703,-41.75792104458047,24.702285548439253
461,4375,224.550753,26.876955,0.043951,-83.81244874851113,-82.50832754321209,59.607574433122316
462,21766,213.99726600000002,-0.596122,0.058114,-144.53289716398493,-97.47863596043432,-1.813872288247695
463,27998,192.747245,1.406197,0.059128999999999994,-172.96282549986523,-39.12874922312048,4.3531308660904
464,9192,236.192854,42.137223999999996,0.038758,-47.97376510558631,-71.64302383768619,78.00921787190765
465,23968,234.19533700000002,10.112845,0.021205,-36.638083385643654,-50.791242253815696,11.16999467953457
466,25406,130.600395,26.705292,0.052633000000000006,-91.79627825304026,107.09906124433559,70.96004918595021
467,21342,185.186497,37.882207,0.034933,-82.37655253848685,-7.477279362457525,64.3507908747801
468,10125,155.49523200000002,14.855013,0.058704,-154.89312630183596,70.60443186908746,45.150527891563726
469,26848,199.27146100000002,52.823829,0.049444,-84.60974827997353,-29.5826082238896,118.18816358109375
470,19300,165.278215,47.259232,0.036299,-71.48021798628612,18.781535786422687,79.97742781020366
471,12466,201.68209199999998,55.608799,0.059942999999999996,-94.38806197464157,-37.52740285553507,148.394936007229
472,61,39.596199,0.6748069999999999,0.025144,58.12051333238305,48.074976040595196,0.8883876836615322
473,8182,134.33511000000001,59.891913,0.052667,-55.390091250012574,56.69079447924051,136.6836040409668
474,2696,169.850254,21.812397,0.023269,-63.794971121895344,11.420770228273506,25.938097770451876
475,6179,154.252721,44.828753000000006,0.046582,-89.27046711165582,43.053736072670674,98.51956165072798
476,25605,224.036897,34.412368,0.050995,-90.73235324331958,-87.73220312213928,86.45872330346525
477,3744,202.635798,5.086113,0.038916,-107.33061753346647,-44.756123412005024,10.350046425698602
478,9341,209.180753,39.650058,0.034229,-69.03008054572946,-38.54918190837721,65.52425904231919
479,12882,131.880994,33.781315,0.048677,-81.02885789922735,90.3684262267308,81.19682684594724
480,20989,194.29788100000002,21.820836,0.052264,-141.04928778112478,-35.94745725097089,58.28044266842064
481,12525,39.982147,-0.9169940000000001,0.054132000000000007,124.4191369621508,104.33400475273412,-2.5989663041343656
482,18209,227.883441,16.514948999999998,0.047179,-91.00463020902984,-100.6583228920965,40.2340860722369
483,26057,121.346806,44.051618,0.044464,-49.87354154129679,81.87681348695594,92.7482772419562
484,17456,150.25334099999998,29.183975,0.047411,-107.81454958926525,61.612751556838575,69.35501446513544
485,22001,226.259352,-0.776542,0.043961,-91.17489066938116,-95.27365983973105,-1.7873838898255872
486,13558,240.527262,37.959333,0.056451,-65.69602239267442,-116.24634792497454,104.16937095368768
487,4494,219.35310499999997,36.863513,0.044456,-82.50864064660587,-67.66034236271558,80.00891021635883
488,23421,237.613375,30.568914000000003,0.041882,-57.946281937157124,-91.35586086541204,63.900331855155294
489,24202,237.74303799999998,54.285166000000004,0.034387,-32.14065852260782,-50.926147887591426,83.75976033910486
490,26667,197.572357,44.215555,0.047133,-96.61461973869443,-30.596667166439413,98.60596539790888
491,2881,138.199846,10.432738,0.031249000000000002,-68.73062720041118,61.452605526442525,16.975811251588176
492,5003,173.793756,29.767732000000002,0.0567,-146.7891138903024,15.96258661281007,84.45212769331732
493,7105,157.901024,56.786079,0.043372,-66.03712823863182,26.81352229925738,108.85911157042264
494,5701,159.34556,38.203796999999994,0.052101,-114.93075899129387,43.324307438269265,96.6672272886703
495,8366,224.690749,21.047508999999998,0.038849,-77.32695497522283,-76.49669175289479,41.856915726346365
496,14064,124.27945700000001,54.782842,0.052757000000000005,-51.406686840093634,75.41745597836389,129.30301358775864
497,10867,139.27741899999998,20.949561,0.050663,-107.57450282544804,92.60245754825272,54.34305216751931
