359.643607   15.452025  0.021350
  5.219177   14.697242  0.023806
  3.493361   14.471333  0.027547
  1.448301   14.882952  0.030180
  0.182641   15.351891  0.034899
 11.932759   15.066642  0.035136
 12.029961   15.148952  0.034761
 11.900463   15.168595  0.035123
 12.930191   14.357961  0.034451
  7.490272   14.643493  0.035742
  7.311695   14.743570  0.035768
  3.777256   15.950899  0.035042
  3.291844   15.551876  0.034688
359.768223    0.772800  0.038628
  0.889949    0.800471  0.044705
359.194643   14.425389  0.040422
 14.801217   14.974743  0.038743
 12.235773   14.736455  0.041218
  2.473312   15.704069  0.046814
 19.634042   13.763834  0.040637
 19.172446   13.893667  0.041233
 18.900344   15.165096  0.042092
 28.009860   13.822765  0.042276
 25.195561   12.916638  0.043202
 14.417760   15.590800  0.047040
 39.031832    0.605761  0.038977
 51.008548    0.591741  0.043863
 48.944878    0.537700  0.045624
 48.971926    0.590631  0.045411
 32.066000    0.463051  0.046677
 33.647104   14.425785  0.051692
 30.474949   13.434472  0.056603
 40.589500   -0.809023  0.021955
 56.305999   -5.374370  0.021068
  2.519169  -10.961758  0.025052
  3.956012   -9.010032  0.024791
  2.199902   -9.134925  0.026252
 18.914193  -10.500041  0.023537
 20.376766   -0.841756  0.026014
 20.224221   -8.538518  0.027624
358.950715  -10.575771  0.032572
  4.868517  -10.148441  0.034082
  0.019050    0.129906  0.039203
  0.923105    0.773330  0.038784
  2.019848   -0.410605  0.039420
  2.138080   -0.391749  0.039526
  3.249919    0.383110  0.039253
 13.608484    0.145210  0.039435
 32.170648   -9.299234  0.031639
 20.491854   -0.635010  0.039537
 20.595522   -0.343498  0.039654
 20.129028   -0.775832  0.039534
 21.291164   -0.675945  0.039785
 19.112240   -1.222333  0.039853
 57.344379   -7.001049  0.025735
 58.192741    0.251846  0.026288
 62.499618   -4.958679  0.027095
 60.583924   -5.141439  0.028022
 59.136713   -5.141462  0.027974
 56.289668    0.285241  0.030284
 50.722527    0.503467  0.030890
 54.948911   -7.374424  0.036026
 54.375194   -7.125634  0.036244
 55.205394   -7.438914  0.035785
 54.242762   -6.972388  0.035890
 60.713553   -5.648161  0.032400
 48.870691   -7.725296  0.034824
 50.633995   -6.489783  0.034205
 45.013761   -0.654983  0.033966
 40.356464    0.376803  0.038201
 43.532321   -0.499601  0.038462
 41.486598    0.158005  0.039081
 51.015482   -7.801701  0.035664
 54.139681   -6.819498  0.037919
 54.233847   -7.571752  0.038117
 54.412370   -6.446624  0.039115
 53.510785   -6.145228  0.039644
 53.389052   -5.772503  0.040958
 53.272385   -5.532343  0.041439
 53.254090   -5.838021  0.040459
 53.543187   -6.193922  0.041345
 53.467561   -6.096001  0.040926
 53.476206   -6.074785  0.040783
 53.237585   -5.556250  0.041322
 44.323990   -0.793353  0.038537
 32.990817   -0.115818  0.039136
 30.567628   -9.670284  0.045489
 32.394295   -7.692386  0.045208
 28.081083    0.032585  0.045079
 29.365460    0.149738  0.045525
 33.105281   -0.089746  0.046625
 59.015146   -6.806218  0.043795
 55.017375   -6.714341  0.043726
 56.499766   -6.818352  0.044280
 55.736855   -5.746899  0.039237
 57.513343    0.526447  0.038899
 58.850484   -5.392373  0.040854
 59.242150   -4.873463  0.041826
 52.864859   -6.413032  0.043445
 49.859704   -7.451777  0.045247
 54.246273   -6.682213  0.043496
 55.485585   -7.150169  0.045800
 51.300288   -7.774426  0.046843
 50.027496   -0.120792  0.043088
 48.723171   -0.459939  0.043575
 49.828015   -0.688322  0.046372
 56.860112   -6.951311  0.045645
 57.044723   -7.013147  0.046206
 58.034828   -6.648927  0.048810
 56.875507   -6.743900  0.050533
 56.860724   -6.641032  0.050826
 54.032289   -0.862589  0.047169
 55.548853    0.484100  0.051882
 47.742541   -0.383197  0.045652
 45.998059   -6.385495  0.051862
 51.397895   -7.713135  0.049097
 51.321243   -7.728210  0.049521
 50.931811   -7.352942  0.051044
 50.320524   -7.888090  0.052240
 50.500119   -7.565222  0.051921
 49.566650   -7.081637  0.053601
 49.848969   -6.476026  0.051440
 49.366844   -6.771252  0.053946
 10.227073  -11.163785  0.049927
  9.849715  -10.531894  0.050122
  0.528445   -0.110167  0.043770
  3.888573   -1.175146  0.040235
  4.281872   -9.263150  0.048610
  1.186723    0.673302  0.045780
  0.193731    0.441884  0.048190
  1.035567    0.112683  0.047888
  1.185989   -0.075097  0.049091
 11.817583  -10.364065  0.042360
 11.931238  -10.254259  0.042781
 11.981206  -10.731567  0.043664
 10.405276  -10.298410  0.044914
 10.446852   -9.727138  0.045386
  8.382297    0.376253  0.041005
  9.437021    0.019013  0.041336
 10.175493   -0.020498  0.041526
 11.749686   -0.231964  0.041256
 10.926952   -1.015797  0.042446
 11.488902   -0.576913  0.042346
 11.478532   -1.132601  0.043775
  7.905617   -9.231689  0.049484
  7.418660    0.746535  0.047175
  7.774257    0.321233  0.047937
  9.100199   -0.700161  0.047626
 11.420245   -0.139222  0.046258
  8.800665   -0.542743  0.048169
  8.869453   -1.137420  0.050014
  4.343085   -9.081239  0.057529
 10.343804  -10.609119  0.053335
 10.408712   -9.674653  0.056191
  3.809872   -0.987640  0.050102
  3.918191   -1.132503  0.052395
  3.215215   -0.228968  0.053197
  2.903510   -0.122862  0.053353
  3.164767   -0.158108  0.053133
  2.721949    0.093002  0.054696
  2.709804    0.094974  0.054740
  9.269448   -9.251278  0.052594
  9.435970   -8.931668  0.052914
  4.983530    0.312216  0.050694
  5.088103    0.236218  0.052218
  5.050505   -0.952731  0.057223
  5.706664   -1.046328  0.057533
  9.365425   -0.401837  0.057255
 16.688027  -11.012607  0.046871
 14.074255  -10.735243  0.048790
 16.764744  -10.786510  0.050297
 16.435080  -10.376822  0.050653
 12.163860   -9.015204  0.051671
 16.360654   -9.840492  0.050482
 17.501803   -9.036589  0.050892
 17.474955   -8.652314  0.051852
 19.556383   -8.793535  0.047214
 24.513100   -1.142107  0.044588
 21.298996   -9.308176  0.052413
 13.473391  -11.015692  0.052982
 13.271173  -11.053493  0.053204
 12.834804  -10.016721  0.052871
 13.444480  -10.836252  0.054030
 13.633674  -10.560379  0.053831
 11.178410  -10.260980  0.055716
 12.429131  -10.678463  0.057473
 12.439281  -10.525604  0.057296
 13.923576  -10.125448  0.054251
 13.875078  -10.287438  0.056215
 12.294680  -10.098661  0.059821
 12.341649  -10.076195  0.059782
 10.907309   -9.869582  0.059516
