,xVal,yVal,zVal
41110,66.13,94.06,13.95
41111,100.2,127.64,50.25
41112,118.57,30.65,97.6
41113,88.41,107.83,106.03
41114,79.13,107.99,101.94
41115,93.61,105.86,111.06
41116,57.25,55.69,106.88
41117,98.85,113.83,41.1
41118,38.15,134.05,26.5
41119,69.88,54.66,10.65
41120,56.01,53.21,69.41
41121,27.12,88.22,139.67
41122,55.03,68.53,4.83
41123,47.33,55.64,79.32
41124,80.93,88.89,91.18
41125,31.9,27.42,14.62
41126,99.45,13.87,19.56
41127,0.91,85.12,127.09
41128,15.94,51.64,114.66
41129,4.64,95.7,52.53
41130,112.34,65.1,92.95
41131,57.72,16.8,120.33
41132,49.72,0.79,53.38
41133,45.67,102.68,128.21
41134,86.27,115.21,81.32
41135,125.49,125.07,79.28
41136,125.58,124.59,20.2
41137,95.59,87.52,46.38
41138,128.43,44.31,9.8
41139,65.08,131.82,74.79
41140,10.1,103.34,139.47
41141,76.92,81.9,31.55
41142,20.43,53.43,30.73
41143,115.04,132.34,114.15
41144,25.33,26.4,16.92
41145,131.21,101.7,75.65
41146,84.24,39.99,103.86
41147,131.32,110.38,106.49
41148,67.31,54.22,23.96
41149,131.02,79.64,61.72
41150,99.43,45.53,30.14
41151,72.78,58.74,11.83
41152,62.22,11.0,107.3
41153,132.57,99.74,7.67
41154,14.05,80.92,50.19
41155,53.1,137.26,120.67
41156,129.56,5.76,78.85
41157,91.93,52.65,16.69
41158,65.03,93.56,136.93
41159,70.61,140.8,21.1
41160,126.43,31.12,33.89
41161,124.87,102.34,0.74
41162,98.94,66.94,67.13
41163,124.15,53.71,106.83
41164,97.65,70.21,70.21
41165,129.54,130.55,100.35
41166,119.18,93.36,94.99
41167,56.43,129.04,130.88
41168,125.51,102.19,25.78
41169,28.82,16.92,82.4
41170,2.91,1.37,91.44
41171,69.3,112.11,91.92
41172,134.58,3.96,82.92
41173,56.41,36.77,34.27
41174,25.51,67.46,116.25
41175,50.82,15.78,5.44
41176,109.87,107.32,76.65
41177,125.32,130.2,5.37
41178,135.45,56.93,116.68
41179,112.85,113.5,134.92
41180,87.7,49.42,18.26
41181,63.76,64.25,57.62
41182,78.96,43.84,117.69
41183,12.41,22.3,81.47
41184,7.1,77.4,3.5
41185,73.66,63.54,109.32
41186,77.27,60.34,13.88
41187,118.95,104.61,76.66
41188,96.8,36.31,63.43
41189,79.56,37.87,82.53
41190,10.66,10.94,51.45
41191,76.93,94.72,79.2
41192,95.9,131.52,32.0
41193,124.62,131.66,24.38
41194,115.54,139.23,56.97
41195,125.95,122.03,37.78
41196,19.81,17.67,25.02
41197,135.74,69.39,78.35
41198,22.12,84.67,13.16
41199,106.97,61.21,106.94
41200,11.56,75.63,42.93
41201,97.22,115.67,64.0
41202,23.86,46.73,9.12
41203,71.13,89.23,91.17
41204,63.35,121.14,95.95
41205,93.98,13.08,53.34
41206,68.33,141.12,51.33
41207,30.56,126.78,69.69
41208,89.55,123.0,36.42
41209,42.69,77.31,42.07
41210,10.1,48.37,106.25
41211,100.51,45.11,29.77
41212,85.23,39.16,48.91
41213,26.3,81.69,11.08
41214,57.67,102.23,88.77
41215,29.01,132.21,77.28
41216,7.13,42.6,6.67
41217,49.51,56.92,108.21
41218,139.57,102.13,8.67
41219,25.22,68.04,115.43
41220,112.35,138.19,12.19
41221,25.54,118.7,60.83
41222,21.76,88.8,2.67
41223,56.83,138.03,125.64
41224,84.59,96.66,124.06
41225,73.33,22.76,124.21
41226,45.91,80.62,67.21
41227,85.87,140.16,16.54
41228,76.38,98.77,94.82
41229,101.93,52.97,98.91
41230,55.58,140.52,139.17
41231,105.68,54.3,127.29
41232,24.78,109.69,76.55
41233,48.45,52.78,79.83
41234,120.6,120.56,76.86
41235,57.12,5.14,98.49
41236,29.26,16.56,102.1
41237,68.8,100.57,80.64
41238,19.26,22.32,33.15
41239,84.56,88.05,34.65
41240,121.61,82.9,0.53
41241,17.4,118.51,112.33
41242,71.99,59.79,10.53
41243,70.8,108.14,104.8
41244,20.56,31.69,33.86
41245,74.52,126.51,93.22
41246,119.71,21.53,89.62
41247,23.87,81.74,52.37
41248,84.37,120.09,83.46
41249,27.39,68.05,75.96
41250,79.95,75.87,47.79
41251,93.14,86.08,75.71
41252,53.24,123.51,136.49
41253,91.83,84.78,104.05
41254,64.04,0.68,50.51
41255,105.41,20.05,65.17
41256,136.85,30.29,53.45
41257,15.47,31.66,10.42
41258,7.8,67.13,137.35
41259,29.45,15.51,26.46
41260,20.82,117.5,54.64
41261,30.51,68.15,79.76
41262,110.94,126.94,56.79
41263,112.03,134.06,12.39
41264,71.15,101.91,131.54
41265,78.86,79.09,115.25
41266,35.94,73.8,89.57
41267,115.78,90.42,114.85
41268,140.74,12.96,39.99
41269,21.59,83.79,24.02
41270,138.13,128.14,111.66
41271,127.88,100.96,124.33
41272,47.88,86.35,34.13
41273,19.05,88.51,81.02
41274,70.22,46.44,19.56
41275,127.86,56.29,116.95
41276,97.18,48.69,4.85
41277,105.87,77.28,71.23
41278,71.03,129.86,84.82
41279,51.39,71.43,22.11
41280,96.14,130.01,114.59
41281,132.26,131.95,94.62
41282,39.27,42.83,33.24
41283,64.74,119.57,116.67
41284,71.92,60.0,10.2
41285,14.33,79.59,47.81
41286,62.97,41.58,2.05
41287,54.56,59.13,67.86
41288,126.62,130.42,32.77
41289,94.5,69.63,102.13
41290,57.7,110.94,127.11
41291,29.77,16.01,101.87
41292,131.83,60.53,60.13
41293,65.59,128.42,104.03
41294,22.65,52.06,82.46
41295,28.09,125.42,35.19
41296,77.39,107.45,94.57
41297,128.12,98.77,31.69
41298,54.24,23.52,118.31
41299,115.72,122.72,11.77
41300,105.11,43.52,71.27
41301,77.14,87.08,129.65
41302,113.58,42.42,77.99
41303,79.09,83.44,51.48
41304,14.47,79.92,47.6
41305,51.62,76.7,103.85
41306,64.94,27.6,55.99
41307,47.54,101.5,32.33
41308,38.7,71.0,3.07
41309,136.66,7.69,25.79
41310,4.03,135.01,10.21
41311,71.49,115.57,107.87
41312,4.38,46.25,8.43
41313,52.61,122.4,139.06
41314,130.81,140.33,93.34
41315,24.06,81.65,12.65
41316,32.11,92.62,29.5
41317,91.69,125.95,89.57
41318,61.93,35.58,132.91
41319,36.71,55.55,6.58
41320,134.5,103.02,7.77
41321,127.5,133.0,8.02
41322,111.51,140.92,62.33
41323,77.11,101.43,13.55
41324,77.03,46.77,119.24
41325,136.0,87.3,30.56
41326,2.14,63.93,118.0
41327,11.29,74.86,68.14
41328,72.72,59.64,11.58
41329,35.35,95.87,2.18
41330,67.63,56.45,139.5
41331,64.73,3.67,45.8
41332,39.93,0.16,20.48
41333,58.65,67.74,60.57
41334,16.32,3.62,36.74
41335,67.85,26.6,17.69
41336,63.78,82.66,89.01
41337,29.37,64.5,35.75
41338,80.59,108.02,100.92
41339,104.45,105.27,2.47
41340,94.11,122.28,75.49
41341,106.32,102.7,63.66
41342,112.22,56.88,84.86
41343,85.12,130.08,89.52
41344,66.43,111.55,86.05
41345,48.02,52.69,80.84
41346,14.88,93.2,23.46
41347,95.23,133.04,74.69
41348,53.01,69.72,24.99
41349,1.1,78.85,87.01
41350,123.69,131.82,44.25
41351,82.85,83.09,33.3
41352,24.45,119.52,108.15
41353,52.5,17.2,34.94
41354,125.63,24.92,131.55
41355,17.02,32.25,37.83
41356,50.05,75.59,21.34
41357,68.56,137.08,40.98
41358,3.89,81.85,121.99
41359,60.02,67.95,107.28
41360,70.5,108.07,21.57
41361,100.67,47.28,39.0
41362,72.48,68.3,5.97
41363,70.59,110.89,111.53
41364,101.3,61.5,99.43
41365,29.57,93.33,39.34
41366,71.03,2.76,92.91
41367,26.68,104.07,124.27
41368,89.92,139.07,38.53
41369,77.01,8.64,98.09
41370,76.23,54.65,132.93
41371,5.48,80.23,4.12
41372,4.75,96.36,15.28
41373,58.23,43.96,74.76
41374,4.47,93.78,21.48
41375,52.7,63.26,68.1
41376,70.05,92.27,38.41
41377,6.69,31.26,16.89
41378,91.24,57.11,72.04
41379,10.61,34.92,28.45
41380,64.75,4.83,30.21
41381,50.48,52.43,132.14
41382,138.71,93.55,130.99
41383,23.43,46.53,139.16
41384,112.67,103.75,80.24
41385,70.86,105.73,126.67
41386,43.45,56.56,40.77
41387,26.51,89.27,139.87
41388,48.79,15.32,86.9
41389,27.55,61.74,137.55
41390,93.34,99.66,21.88
41391,35.5,106.17,59.84
41392,118.83,103.13,138.94
41393,89.98,54.73,63.45
41394,18.61,30.8,140.88
41395,40.54,127.41,69.07
41396,56.93,68.63,26.89
41397,13.66,79.7,47.66
41398,53.36,132.14,49.84
41399,137.98,78.1,35.25
41400,25.62,2.17,68.54
41401,131.28,91.0,134.57
41402,66.85,115.25,31.32
41403,115.57,16.2,87.37
41404,39.56,0.26,21.75
41405,25.84,24.62,104.98
41406,58.65,44.21,75.44
41407,2.21,35.59,53.29
41408,52.0,100.86,20.99
41409,55.69,28.04,72.9
41410,3.55,81.53,4.06
41411,88.82,59.55,110.02
41412,59.24,131.59,120.8
41413,62.58,96.87,18.54
41414,37.22,6.97,127.79
41415,127.74,5.96,78.14
41416,44.71,57.44,83.01
41417,97.92,34.96,50.38
41418,53.43,103.0,9.68
41419,83.92,42.43,88.35
41420,48.14,26.67,38.61
41421,3.8,97.12,89.47
41422,37.9,77.03,83.62
41423,94.66,109.44,58.18
41424,104.44,51.21,128.2
41425,118.09,110.86,22.26
41426,51.21,44.16,33.32
41427,4.12,18.23,86.94
41428,62.25,119.76,117.82
41429,115.67,56.25,106.15
41430,134.59,89.74,4.07
41431,51.9,109.52,139.57
41432,9.85,8.02,85.74
41433,138.69,44.64,138.96
41434,37.62,85.88,0.38
41435,139.88,73.0,16.05
41436,56.9,46.66,139.11
41437,4.29,66.35,136.72
41438,26.23,91.66,82.05
41439,34.55,9.09,108.05
41440,132.79,85.58,33.49
41441,18.13,16.19,5.13
41442,48.04,113.03,79.75
41443,74.99,106.97,93.14
41444,94.13,34.55,104.62
41445,71.17,39.28,22.64
41446,99.99,112.79,30.15
41447,74.6,68.67,9.63
41448,34.54,64.91,0.06
41449,50.93,0.78,107.91
41450,120.71,138.25,45.76
41451,55.89,2.49,121.58
41452,126.5,125.46,24.8
41453,111.76,104.96,1.48
41454,24.64,140.86,81.7
41455,118.71,56.1,129.32
41456,27.87,123.56,87.49
41457,122.76,134.92,32.3
41458,45.33,81.46,66.32
41459,99.85,101.21,133.67
41460,56.26,139.34,120.62
41461,29.47,124.28,100.23
41462,66.07,86.7,74.88
41463,18.78,41.03,13.75
41464,121.53,140.78,45.56
41465,74.27,70.17,110.79
41466,50.15,65.09,18.7
41467,127.94,140.49,55.72
41468,44.84,110.44,81.61
41469,22.02,83.95,24.51
41470,93.72,22.79,74.07
41471,19.88,43.77,118.1
41472,122.41,68.98,80.02
41473,39.48,17.16,75.39
41474,68.01,38.6,13.28
41475,34.88,125.68,23.45
41476,45.71,64.53,111.46
41477,60.27,19.02,81.16
41478,26.72,138.82,57.81
41479,9.98,48.45,106.36
41480,77.0,43.78,35.55
41481,109.35,138.72,114.92
41482,68.83,70.49,24.04
41483,68.83,111.39,93.73
41484,14.1,44.61,15.13
41485,64.58,95.68,23.03
41486,72.88,19.35,18.31
41487,25.6,57.69,103.05
41488,65.15,75.87,106.38
41489,19.42,3.33,56.87
41490,70.57,108.22,105.07
41491,134.57,112.5,136.25
41492,71.08,4.48,96.71
41493,80.58,117.41,89.89
41494,82.3,96.21,82.58
41495,22.78,121.13,109.41
41496,47.19,70.0,81.32
41497,125.02,65.03,35.34
41498,41.05,54.53,37.49
41499,101.58,33.59,2.4
41500,16.78,7.25,57.49
41501,62.17,75.61,93.24
41502,51.52,32.41,46.79
41503,19.58,84.48,86.57
41504,35.33,129.13,44.93
41505,18.62,81.49,99.89
41506,24.61,17.67,54.43
41507,37.84,66.57,140.94
41508,140.11,48.6,52.6
41509,24.54,5.7,25.27
41510,139.23,42.29,27.21
41511,32.59,99.68,108.0
41512,80.04,48.7,64.83
41513,134.02,132.7,74.36
41514,69.02,56.71,52.61
41515,45.65,53.09,39.4
41516,26.63,87.49,21.27
41517,134.81,54.58,81.71
41518,15.26,87.77,29.91
41519,44.31,136.66,77.64
41520,123.98,99.39,123.43
41521,29.4,134.11,23.73
41522,44.77,89.38,28.65
41523,32.18,69.71,98.72
41524,31.31,1.14,70.9
41525,84.65,91.77,99.1
41526,10.99,56.81,84.6
41527,91.89,31.8,43.23
41528,14.7,2.29,76.93
41529,18.98,72.13,35.71
41530,102.03,41.54,31.98
41531,109.42,136.26,36.86
41532,122.06,69.27,34.06
41533,63.99,109.07,120.02
41534,26.63,89.11,140.0
41535,104.6,105.67,2.15
41536,120.32,0.46,89.36
41537,16.31,23.33,67.98
41538,3.01,91.82,80.51
41539,99.51,31.38,103.32
41540,98.13,49.25,7.36
41541,22.15,87.77,21.9
41542,103.45,138.76,140.03
41543,47.23,4.7,24.85
41544,101.07,46.03,26.66
41545,74.15,67.79,9.49
41546,88.01,53.05,65.12
41547,32.35,29.37,123.73
41548,131.76,74.45,88.16
41549,78.83,66.96,39.13
41550,53.85,119.19,71.28
41551,43.56,135.56,89.29
41552,61.91,3.54,13.16
41553,57.66,118.99,79.62
41554,42.35,67.61,21.97
41555,42.59,7.26,101.39
41556,118.6,58.23,134.48
41557,76.18,88.49,105.29
41558,58.16,60.07,63.73
41559,24.71,30.38,11.34
41560,84.03,93.38,133.29
41561,111.1,61.19,16.14
41562,129.02,52.29,93.18
41563,98.49,49.54,5.69
41564,58.55,48.82,70.92
41565,70.49,129.41,81.49
41566,90.52,133.32,92.96
41567,18.05,122.27,139.04
41568,12.95,97.5,21.02
41569,17.26,55.94,99.65
41570,27.13,54.3,126.58
41571,138.77,58.99,79.17
41572,55.23,9.01,102.64
41573,66.91,2.29,50.79
41574,100.49,112.03,76.73
41575,85.85,40.09,112.25
41576,9.11,138.92,25.01
41577,22.72,75.19,122.86
41578,79.93,91.49,98.82
41579,103.55,67.12,88.26
41580,68.66,136.82,72.64
41581,123.6,69.71,6.25
41582,40.39,133.69,53.8
41583,27.23,88.9,140.3
41584,134.18,56.75,116.99
41585,121.34,11.09,112.61
41586,118.09,65.75,98.83
41587,22.0,121.97,17.68
41588,28.5,107.42,34.75
41589,84.07,108.59,99.44
41590,86.23,58.33,34.07
41591,4.42,56.3,55.68
41592,67.78,109.17,101.52
41593,3.65,95.14,18.31
41594,34.01,1.3,23.4
41595,139.28,111.05,71.09
41596,79.47,68.06,9.44
41597,85.6,38.44,45.52
41598,88.78,133.15,106.56
41599,19.55,48.26,75.65
41600,123.88,135.52,23.91
41601,77.04,46.61,69.13
41602,76.95,72.09,36.8
41603,38.08,39.17,118.54
41604,83.31,6.75,106.35
41605,89.03,89.56,79.38
41606,87.55,134.77,71.1
41607,62.59,29.79,136.13
41608,73.01,122.49,38.1
41609,58.88,123.31,124.88
41610,137.5,106.07,65.68
41611,128.69,80.4,61.58
41612,125.85,66.57,54.45
41613,11.92,80.97,53.36
41614,61.6,6.0,43.44
41615,83.58,96.36,107.66
41616,75.91,113.26,36.84
41617,49.39,77.09,10.21
41618,79.35,40.0,61.16
41619,79.82,127.97,92.34
41620,47.69,89.36,131.52
41621,71.05,39.44,22.03
41622,70.6,50.65,63.31
41623,69.92,116.01,105.17
41624,25.8,67.78,116.25
41625,50.48,82.42,96.01
41626,13.09,97.69,21.07
41627,23.94,131.27,125.26
41628,106.39,104.6,124.54
41629,45.46,111.36,61.69
41630,61.36,77.31,97.05
41631,86.2,38.84,101.81
41632,126.24,92.73,132.46
41633,54.85,9.94,121.57
41634,66.01,116.65,85.7
41635,7.8,27.33,17.42
41636,106.71,54.81,135.21
41637,88.79,42.54,39.52
41638,104.21,137.2,123.76
41639,119.6,110.86,7.93
41640,44.75,37.59,48.0
41641,57.59,36.91,5.41
41642,47.9,105.22,58.96
41643,24.23,101.02,7.9
41644,85.52,134.84,106.56
41645,51.84,123.36,138.9
41646,55.75,9.84,42.06
41647,72.52,108.32,40.3
41648,42.67,62.15,122.29
41649,57.45,130.0,124.47
41650,115.85,134.05,56.33
41651,81.82,115.76,60.72
41652,14.7,102.0,5.06
41653,63.68,57.69,40.0
41654,120.87,88.82,21.17
41655,139.09,78.25,81.69
41656,21.5,22.83,10.29
41657,98.03,127.31,18.04
41658,64.33,108.01,44.11
41659,73.87,76.44,123.77
41660,137.83,77.18,50.71
41661,125.17,102.39,25.76
41662,100.55,137.15,69.03
41663,15.97,51.29,115.8
41664,72.34,111.77,100.29
41665,10.56,48.46,25.46
41666,102.01,24.59,101.49
41667,3.66,28.11,102.01
41668,88.3,29.57,27.71
41669,104.67,82.99,100.95
41670,106.31,78.82,82.47
41671,9.12,100.95,19.14
41672,68.02,80.33,13.31
41673,10.12,130.55,86.48
41674,1.25,66.88,68.11
41675,3.08,140.46,26.13
41676,102.1,93.9,49.03
41677,4.22,72.09,40.76
41678,80.58,57.52,19.89
41679,43.94,96.04,79.86
41680,14.8,100.03,3.32
41681,51.74,138.37,92.31
41682,72.04,59.29,10.51
41683,24.31,67.36,113.51
41684,1.21,53.09,126.22
41685,41.05,86.86,137.75
41686,111.18,40.13,73.16
41687,4.78,2.73,19.5
41688,74.17,64.07,47.75
41689,28.89,86.29,21.24
41690,126.47,69.81,103.55
41691,75.71,65.65,48.99
41692,27.06,72.29,39.4
41693,108.7,103.3,82.2
41694,125.61,103.33,126.97
41695,77.2,64.17,90.03
41696,1.49,56.19,32.57
41697,27.04,124.9,57.61
41698,41.0,98.21,134.21
41699,22.78,105.97,13.0
41700,29.9,87.37,1.3
41701,58.82,2.82,93.56
41702,60.65,7.6,43.21
41703,63.19,111.8,120.75
41704,84.6,87.86,35.08
41705,109.0,133.7,12.24
41706,57.19,128.46,131.08
41707,49.04,78.48,5.91
41708,67.86,2.52,19.85
41709,82.12,130.79,105.66
41710,124.4,133.14,23.66
41711,88.17,123.91,86.25
41712,113.97,4.58,10.17
41713,43.42,22.16,84.39
41714,66.69,118.46,105.26
41715,0.68,64.25,28.3
41716,58.71,122.81,124.98
41717,80.0,127.63,92.65
41718,1.97,110.56,97.61
41719,35.91,107.81,75.53
41720,26.84,89.02,139.62
41721,122.28,120.35,116.64
41722,13.55,140.45,26.97
41723,80.43,88.56,99.22
41724,116.46,17.8,73.22
41725,74.46,67.96,10.04
41726,115.55,63.62,24.39
41727,33.0,70.84,93.31
41728,75.13,74.6,31.04
41729,136.77,44.35,13.02
41730,128.81,131.15,139.04
41731,64.37,114.7,15.69
41732,129.48,122.12,114.39
41733,139.22,15.28,23.18
41734,28.63,19.66,102.09
41735,129.78,23.46,58.8
41736,108.9,44.0,105.54
41737,28.59,88.5,140.32
41738,41.22,34.85,63.8
41739,30.46,72.75,87.37
41740,136.86,7.82,73.7
41741,21.76,11.25,75.81
41742,44.28,108.28,136.97
41743,108.01,22.64,76.02
41744,51.04,1.08,18.46
41745,22.53,93.39,17.25
41746,126.76,124.79,22.58
41747,132.48,72.52,120.06
41748,108.93,21.16,70.3
41749,90.55,133.35,93.48
41750,71.0,78.87,27.15
41751,122.22,130.18,100.13
41752,97.51,32.09,107.1
41753,119.05,84.51,85.6
41754,91.95,115.38,15.64
41755,1.99,104.41,34.92
41756,17.66,90.36,139.82
41757,54.97,131.75,99.14
41758,9.85,13.04,62.33
41759,40.86,12.28,94.18
41760,44.1,120.52,10.52
41761,16.43,110.7,66.11
41762,105.65,19.85,104.86
41763,54.5,8.05,124.68
41764,66.29,118.02,32.2
41765,60.71,56.97,55.11
41766,138.33,39.79,105.3
41767,84.16,55.86,21.4
41768,47.63,104.28,95.22
41769,73.43,13.23,47.58
41770,74.04,99.76,34.93
41771,63.51,134.57,16.16
41772,83.95,57.1,43.0
41773,84.47,15.56,25.88
41774,24.25,21.21,101.01
41775,140.15,60.99,53.92
41776,75.82,57.49,110.78
41777,77.91,32.05,140.9
41778,21.77,16.37,70.51
41779,126.5,124.94,23.54
41780,93.96,43.33,101.39
41781,104.48,118.74,56.56
41782,79.44,126.86,91.49
41783,83.6,96.89,107.62
41784,74.18,119.51,106.1
41785,70.83,132.87,42.4
41786,26.17,67.83,116.51
41787,54.83,16.14,97.94
41788,72.33,10.18,122.56
41789,120.2,132.53,51.3
41790,55.06,11.53,121.98
41791,69.87,135.9,23.28
41792,129.9,102.98,15.56
41793,24.11,26.3,133.73
41794,41.17,104.59,57.7
41795,66.33,133.8,90.27
41796,101.64,58.26,22.52
41797,114.84,50.4,121.26
41798,74.76,47.76,70.94
41799,63.66,67.31,124.32
41800,96.62,15.51,93.2
41801,27.85,87.96,141.18
41802,64.39,102.39,26.37
41803,6.24,48.43,13.18
41804,80.22,4.02,92.79
41805,55.64,123.99,131.66
41806,48.77,121.26,72.39
41807,67.98,65.99,138.02
41808,76.46,113.7,74.27
41809,124.68,55.15,125.67
41810,10.97,59.54,15.0
41811,131.21,36.99,24.81
41812,90.87,138.56,39.08
41813,133.64,53.53,37.68
41814,70.04,109.37,104.05
41815,132.8,77.38,37.36
41816,50.79,35.62,34.82
41817,38.75,105.76,53.43
41818,4.47,63.09,127.19
41819,126.97,86.59,112.1
41820,59.49,100.45,10.85
41821,22.59,4.34,6.19
41822,17.27,84.49,89.29
41823,48.37,79.94,72.99
41824,104.58,57.33,86.44
41825,51.8,72.36,102.47
41826,47.99,3.68,0.96
41827,140.61,53.47,65.84
41828,3.07,79.55,85.49
41829,72.28,96.35,72.64
41830,2.96,138.61,72.4
41831,110.77,122.53,132.03
41832,44.04,11.35,96.4
41833,12.36,60.04,62.78
41834,132.54,53.32,83.64
41835,102.52,57.57,80.98
41836,138.88,99.74,100.69
41837,111.61,141.1,62.23
41838,58.84,119.09,16.34
41839,112.54,76.85,73.62
41840,76.96,37.77,29.12
41841,9.05,69.52,43.71
41842,135.62,33.45,104.2
41843,62.23,70.9,11.75
41844,107.06,6.55,25.73
41845,45.29,74.91,74.58
41846,73.74,48.34,49.81
41847,6.69,101.02,4.94
41848,75.64,52.84,59.38
41849,7.46,128.11,98.79
41850,100.55,92.62,40.67
41851,52.77,124.02,134.57
41852,119.97,43.88,16.25
41853,111.4,80.32,78.07
41854,75.74,26.44,75.49
41855,106.11,53.85,134.77
41856,33.84,45.16,18.01
41857,42.07,83.52,90.02
41858,95.38,109.08,57.78
41859,123.82,38.79,60.68
41860,108.95,70.8,88.59
41861,77.24,77.62,58.87
41862,125.4,127.95,64.88
41863,65.16,41.18,30.26
41864,56.51,137.18,127.57
41865,133.19,130.45,100.46
41866,58.04,24.78,48.06
41867,38.03,130.58,50.8
41868,31.92,109.12,129.57
41869,21.9,10.93,32.34
41870,129.31,139.6,79.85
41871,129.35,81.08,62.36
41872,2.03,56.44,89.6
41873,86.82,49.57,44.49
41874,79.95,123.08,59.52
41875,42.56,108.23,79.0
41876,124.02,124.32,135.03
41877,81.01,123.2,87.9
41878,93.63,113.08,31.47
41879,72.88,68.92,10.11
41880,100.4,50.67,77.05
41881,88.83,90.71,107.17
41882,75.86,105.21,18.04
41883,54.53,79.63,81.54
41884,51.33,14.34,125.81
41885,119.19,135.69,27.36
41886,126.57,68.98,75.58
41887,104.38,51.83,129.59
41888,99.66,138.09,85.35
41889,22.26,113.7,51.66
41890,124.61,132.63,81.43
41891,99.3,137.67,64.61
41892,56.59,96.28,124.3
41893,56.71,25.94,113.53
41894,125.8,118.67,111.75
41895,39.13,36.34,31.17
41896,12.07,78.73,104.63
41897,90.86,69.41,95.54
41898,118.84,31.03,31.37
41899,72.55,118.29,115.65
41900,68.01,104.66,107.11
41901,105.52,96.49,80.51
41902,63.57,94.75,21.22
41903,109.21,70.58,72.04
41904,111.55,141.1,61.87
41905,60.21,115.57,125.68
41906,15.57,37.18,5.95
41907,106.41,86.44,139.33
41908,43.24,135.45,101.36
41909,47.23,96.46,65.19
41910,89.85,110.94,119.23
41911,110.85,1.17,64.1
41912,123.21,91.84,64.58
41913,13.92,95.6,21.41
41914,61.81,81.16,62.3
41915,80.43,37.05,48.04
41916,134.17,82.47,16.29
41917,87.24,31.6,48.4
41918,76.53,54.64,132.43
41919,118.15,60.52,29.66
41920,79.59,121.98,71.38
41921,101.62,42.93,115.06
41922,125.51,127.31,38.26
41923,61.54,28.65,65.79
41924,117.83,55.21,130.36
41925,49.71,21.97,109.05
41926,84.45,136.1,106.93
41927,1.39,56.21,112.22
41928,39.32,26.94,133.99
41929,55.34,78.42,64.2
41930,71.04,62.67,11.86
41931,140.92,131.18,42.25
41932,52.7,21.64,47.88
41933,69.59,108.34,115.5
41934,81.54,37.16,136.12
41935,34.19,108.78,128.76
41936,100.95,133.55,16.52
41937,97.58,19.31,95.08
41938,112.29,120.61,12.6
41939,115.55,98.62,139.49
41940,121.22,133.29,20.75
41941,30.18,133.58,24.77
41942,124.03,133.59,23.94
41943,132.74,80.45,95.26
41944,117.12,126.24,102.98
41945,132.5,19.96,64.77
41946,16.14,103.01,13.25
41947,78.53,67.21,39.63
41948,72.02,17.52,110.38
41949,22.81,124.18,73.22
41950,65.6,65.17,37.4
41951,79.91,140.82,66.95
41952,30.62,90.03,52.23
41953,44.61,80.74,51.07
41954,139.52,25.57,93.17
41955,127.01,127.51,101.23
41956,6.09,43.11,6.55
41957,62.56,70.51,11.69
41958,66.83,104.15,118.0
41959,19.8,93.39,107.2
41960,50.43,39.51,28.09
41961,98.01,1.72,18.13
41962,40.83,126.16,69.04
41963,29.27,135.34,59.79
41964,57.86,140.69,125.96
41965,30.7,49.51,95.44
41966,61.21,25.46,31.24
41967,7.55,68.14,78.39
41968,120.5,62.16,78.65
41969,95.19,120.8,35.91
41970,113.76,7.73,10.64
41971,42.1,112.45,31.57
41972,57.57,128.3,98.02
41973,70.6,50.7,63.19
41974,105.4,89.09,48.15
41975,127.57,128.44,76.54
41976,53.58,29.47,35.11
41977,74.2,86.92,87.06
41978,82.94,51.48,64.73
41979,105.93,28.39,86.85
41980,66.23,137.42,65.94
41981,112.31,131.22,14.68
41982,62.31,70.22,11.85
41983,101.73,53.14,99.57
41984,6.92,72.31,35.57
41985,54.31,44.94,76.04
41986,28.44,0.86,13.84
41987,2.69,105.27,135.68
41988,39.89,66.04,13.75
41989,48.28,81.05,72.6
41990,137.02,41.65,96.73
41991,8.21,48.94,104.87
41992,119.16,49.78,13.44
41993,83.6,34.44,108.91
41994,118.63,8.23,19.87
41995,71.99,59.43,10.81
41996,111.99,95.01,139.89
41997,60.11,63.1,121.21
41998,79.36,11.93,26.97
41999,48.57,5.8,43.67
42000,107.23,78.66,83.22
42001,63.36,111.03,120.37
42002,97.98,49.14,7.9
42003,71.84,11.14,124.91
42004,100.66,30.69,101.79
42005,101.87,52.87,98.92
42006,98.15,114.39,23.51
42007,47.91,81.16,72.43
42008,78.58,127.31,58.08
42009,122.54,132.98,95.97
42010,80.49,40.54,112.57
42011,97.04,58.3,77.85
42012,25.71,67.71,119.22
42013,100.49,6.04,20.97
42014,7.39,93.15,32.11
42015,32.22,16.93,34.1
42016,66.64,35.89,17.87
42017,23.56,96.22,100.88
42018,110.77,128.19,38.11
42019,54.84,15.42,97.19
42020,118.26,24.23,90.45
42021,137.83,15.67,23.0
42022,112.89,53.12,45.69
42023,127.84,15.38,81.82
42024,138.98,102.1,8.49
42025,12.64,86.89,126.29
42026,67.65,124.33,32.17
42027,105.55,89.96,48.47
42028,52.28,128.1,70.22
42029,107.57,59.88,65.07
42030,115.99,128.67,15.87
42031,99.07,47.86,70.03
42032,98.02,24.72,100.02
42033,25.8,40.72,80.27
42034,19.66,53.52,48.1
42035,127.24,12.49,115.83
42036,121.92,67.73,111.68
42037,16.71,18.39,37.33
42038,47.55,4.02,77.24
42039,58.09,70.5,9.2
42040,62.05,35.77,129.91
42041,107.74,104.07,64.82
