,xVal,yVal,zVal
12526,45.84,52.34,37.57
12527,121.43,35.27,89.6
12528,99.33,31.5,103.33
12529,38.06,76.84,83.89
12530,81.56,38.79,58.54
12531,36.65,55.95,130.94
12532,137.54,94.12,0.55
12533,50.87,22.0,15.55
12534,128.16,122.29,113.6
12535,126.03,54.38,16.61
12536,97.31,129.71,105.99
12537,41.82,132.1,49.04
12538,79.83,58.09,22.25
12539,56.85,135.86,126.51
12540,1.91,140.77,83.52
12541,71.23,127.3,46.43
12542,85.21,131.67,19.55
12543,137.3,75.13,49.64
12544,59.55,59.2,107.57
12545,110.37,2.39,86.25
12546,80.23,16.74,135.68
12547,65.54,0.59,45.98
12548,36.82,76.03,83.87
12549,67.6,74.38,106.97
12550,87.62,86.61,107.13
12551,126.78,126.4,35.71
12552,106.18,108.72,79.7
12553,48.86,81.66,71.65
12554,123.71,69.8,130.15
12555,93.28,0.7,23.5
12556,13.85,76.1,38.09
12557,86.88,55.04,65.75
12558,34.25,97.77,90.19
12559,105.66,89.06,48.47
12560,58.63,109.39,125.55
12561,130.41,70.24,76.39
12562,55.49,132.92,97.52
12563,73.25,101.63,2.49
12564,7.54,84.9,119.11
12565,21.84,81.63,125.38
12566,6.71,16.72,63.47
12567,113.86,5.09,18.85
12568,111.1,44.25,94.88
12569,51.66,75.1,139.61
12570,90.03,48.57,68.68
12571,7.08,24.38,18.15
12572,36.36,104.15,65.69
12573,53.5,123.84,136.49
12574,72.24,27.15,89.0
12575,44.47,81.26,66.09
12576,125.62,135.61,81.81
12577,122.68,133.08,96.23
12578,110.69,85.35,84.95
12579,4.66,120.92,96.93
12580,59.98,126.16,76.1
12581,55.48,12.56,118.84
12582,124.74,118.14,123.46
12583,24.15,109.51,99.45
12584,7.41,77.28,104.84
12585,32.49,92.43,47.07
12586,89.01,137.07,26.57
12587,99.66,77.77,102.24
12588,34.33,50.16,87.48
12589,53.23,123.97,136.65
12590,124.32,102.42,26.34
12591,13.93,35.43,115.08
12592,32.08,23.38,95.09
12593,27.28,68.87,104.67
12594,41.27,58.49,66.81
12595,102.6,5.03,87.55
12596,13.99,26.34,49.47
12597,117.4,54.43,119.19
12598,73.81,106.4,104.16
12599,65.51,71.02,50.42
12600,70.44,135.44,24.96
12601,5.98,17.56,90.05
12602,126.33,133.63,32.24
12603,125.23,114.43,92.21
12604,68.69,57.97,52.15
12605,137.56,18.48,90.4
12606,122.26,123.23,61.66
12607,138.88,59.77,111.47
12608,51.9,32.31,46.82
12609,69.87,138.23,42.83
12610,140.85,52.47,100.85
12611,99.2,24.58,112.35
12612,83.43,92.11,85.81
12613,34.74,126.58,61.56
12614,22.43,79.57,47.28
12615,76.12,47.16,120.19
12616,63.07,93.58,54.69
12617,94.52,35.17,106.53
12618,129.03,108.65,84.57
12619,86.34,96.64,110.2
12620,129.54,115.09,48.38
12621,48.65,60.34,1.92
12622,101.03,82.58,72.85
12623,0.42,125.63,20.66
12624,93.0,136.44,95.33
12625,35.74,59.93,138.65
12626,109.02,107.91,71.3
12627,121.87,127.9,136.84
12628,53.68,26.11,49.82
12629,75.07,11.39,95.43
12630,115.16,140.91,12.38
12631,54.23,128.47,3.3
12632,85.88,74.89,97.84
12633,35.61,58.2,41.78
12634,13.03,78.83,113.23
12635,51.76,111.72,139.42
12636,1.73,45.19,13.23
12637,133.91,3.78,81.3
12638,96.69,113.53,52.41
12639,7.4,57.63,29.77
12640,107.9,43.96,123.01
12641,46.12,138.76,71.73
12642,77.46,101.8,15.31
12643,21.6,31.97,95.54
12644,138.03,99.09,114.25
12645,6.79,82.34,66.96
12646,67.08,98.23,133.86
12647,95.17,37.16,103.89
12648,9.57,44.81,131.91
12649,93.9,116.88,44.56
12650,30.02,24.22,77.73
12651,61.05,129.03,120.71
12652,121.45,67.83,75.36
12653,45.19,88.47,51.47
12654,134.89,10.77,30.15
12655,25.92,46.34,138.56
12656,81.37,79.8,11.11
12657,104.66,26.58,97.41
12658,45.73,52.18,37.83
12659,126.84,105.39,15.0
12660,35.17,75.49,102.52
12661,9.27,136.73,135.92
12662,85.38,87.19,1.57
12663,57.23,114.23,137.13
12664,51.71,44.52,32.45
12665,125.97,116.65,127.73
12666,5.57,94.45,30.44
12667,120.34,20.43,126.25
12668,116.5,134.24,55.12
12669,130.58,55.48,81.03
12670,132.96,112.3,115.27
12671,126.68,69.5,76.24
12672,130.87,27.97,126.99
12673,65.72,105.56,73.5
12674,84.19,59.36,26.27
12675,71.75,116.82,115.45
12676,112.27,25.0,1.68
12677,81.66,97.4,11.24
12678,68.02,110.25,93.29
12679,93.69,135.15,96.18
12680,104.98,140.98,49.85
12681,32.41,140.35,70.86
12682,57.09,70.57,17.62
12683,15.78,112.11,76.1
12684,87.62,34.18,104.06
12685,22.23,55.33,34.28
12686,67.94,71.46,3.97
12687,54.59,102.53,83.01
12688,21.64,85.01,130.96
12689,27.12,89.3,140.78
12690,75.63,82.14,99.5
12691,26.81,66.59,76.22
12692,135.41,128.93,92.07
12693,3.89,25.02,60.62
12694,30.9,90.41,52.23
12695,75.87,59.63,13.73
12696,29.33,108.79,64.53
12697,35.01,101.59,64.31
12698,90.2,58.37,10.12
12699,79.84,128.68,58.09
12700,54.52,140.55,13.79
12701,92.74,79.65,64.01
12702,139.21,73.82,41.47
12703,24.61,67.91,124.34
12704,21.61,24.55,16.11
12705,123.91,84.53,63.47
12706,58.04,81.71,64.03
12707,55.58,11.58,108.49
12708,1.82,95.09,14.52
12709,63.31,109.48,120.56
12710,85.65,66.38,31.85
12711,20.75,96.73,76.52
12712,42.63,70.77,27.35
12713,107.48,79.0,82.01
12714,69.66,56.97,10.63
12715,100.09,86.66,88.5
12716,13.66,79.91,48.38
12717,108.76,59.32,81.55
12718,68.39,135.95,71.08
12719,95.58,34.59,105.73
12720,65.12,137.27,92.69
12721,127.42,133.09,76.99
12722,59.55,87.39,21.72
12723,9.05,123.83,19.33
12724,62.52,83.96,106.45
12725,67.49,84.89,104.89
12726,114.66,4.77,86.55
12727,32.1,33.92,111.33
12728,56.65,112.6,128.72
12729,61.77,4.62,14.53
12730,134.17,58.54,44.16
12731,126.29,78.06,35.59
12732,106.94,53.96,136.22
12733,12.74,50.68,109.61
12734,135.7,11.13,72.96
12735,87.28,48.82,44.01
12736,50.38,106.51,139.55
12737,66.49,73.08,96.98
12738,55.24,36.3,16.25
12739,16.05,21.35,5.07
12740,21.87,84.55,129.5
12741,28.07,56.97,35.33
12742,27.24,80.69,23.65
12743,63.42,87.38,67.74
12744,39.06,84.16,87.44
12745,133.41,77.16,52.96
12746,46.71,28.99,42.79
12747,121.0,5.41,115.7
12748,42.52,79.03,20.02
12749,2.86,109.97,82.35
12750,42.82,58.13,83.21
12751,68.64,133.05,35.25
12752,66.16,139.31,75.69
12753,96.58,22.6,34.9
12754,76.93,75.51,4.98
12755,132.58,50.84,84.96
12756,107.82,107.66,76.35
12757,64.8,73.64,135.14
12758,109.82,117.52,12.38
12759,135.24,127.57,17.65
12760,11.71,109.41,28.69
12761,86.75,72.69,41.36
12762,68.21,58.33,51.01
12763,112.7,97.88,79.61
12764,128.99,43.6,15.79
12765,130.88,42.29,90.03
12766,56.86,0.72,1.86
12767,112.45,22.79,141.12
12768,141.22,77.48,28.09
12769,134.82,76.64,83.38
12770,15.69,12.46,44.45
12771,59.18,43.75,76.09
12772,18.5,92.71,10.3
12773,55.01,88.32,124.05
12774,63.12,70.25,11.82
12775,58.03,38.44,55.9
12776,75.82,74.35,2.26
12777,120.12,91.76,61.01
12778,110.59,54.82,57.98
12779,16.95,89.73,80.72
12780,91.66,125.79,79.27
12781,20.31,15.25,17.18
12782,40.02,75.23,24.16
12783,93.76,135.7,96.74
12784,120.47,139.14,23.0
12785,57.91,42.71,131.27
12786,37.19,93.25,133.51
12787,19.14,75.08,0.73
12788,64.11,137.4,19.96
12789,14.05,119.27,9.52
12790,33.56,71.57,83.26
12791,79.34,132.3,73.92
12792,23.52,119.74,138.13
12793,13.44,77.17,39.54
12794,68.0,141.12,51.71
12795,97.1,91.89,41.96
12796,14.28,139.54,47.69
12797,134.04,78.66,90.27
12798,30.23,56.7,0.79
12799,58.9,11.27,72.71
12800,100.0,45.16,68.92
12801,127.79,93.15,18.73
12802,18.69,138.64,95.3
12803,98.56,46.52,9.26
12804,12.13,116.93,26.41
12805,98.09,56.29,20.86
12806,65.77,9.1,21.0
12807,42.65,130.77,24.03
12808,60.29,3.53,41.49
12809,71.94,129.51,48.49
12810,111.46,73.96,88.7
12811,107.79,54.75,134.57
12812,1.99,121.64,76.99
12813,23.8,3.42,78.2
12814,43.68,125.63,70.94
12815,71.27,126.98,49.47
12816,96.18,91.18,130.15
12817,128.78,103.04,16.81
12818,7.41,41.94,6.75
12819,1.48,42.16,113.42
12820,68.28,57.56,5.79
12821,93.58,121.22,132.35
12822,54.74,15.07,107.6
12823,25.34,33.73,76.41
12824,0.87,85.14,126.92
12825,32.64,140.64,70.49
12826,95.91,84.11,74.78
12827,64.91,31.54,80.7
12828,69.03,57.57,51.92
12829,21.63,85.01,130.94
12830,90.89,42.4,32.86
12831,109.7,50.38,10.06
12832,62.54,19.64,72.18
12833,12.86,5.32,64.24
12834,90.87,112.27,9.58
12835,49.61,101.16,3.18
12836,58.18,83.09,19.67
12837,133.0,140.29,80.95
12838,49.06,52.08,79.95
12839,74.4,92.72,91.12
12840,1.07,117.9,98.57
12841,2.6,88.24,17.57
12842,44.27,45.06,33.52
12843,138.81,73.07,132.59
12844,69.41,89.51,91.31
12845,2.87,66.31,94.98
12846,106.88,54.01,132.37
12847,32.23,140.18,43.12
12848,31.97,101.24,108.77
12849,45.37,52.13,38.11
12850,74.91,115.82,107.37
12851,3.57,6.62,130.7
12852,13.54,77.32,40.14
12853,26.92,84.77,10.6
12854,119.57,21.17,102.4
12855,136.41,57.69,118.85
12856,136.9,24.74,95.84
12857,29.97,21.41,19.22
12858,129.34,8.44,79.78
12859,58.85,4.53,123.63
12860,36.56,134.69,69.32
12861,29.73,15.96,102.17
12862,113.04,78.79,47.45
12863,100.27,97.61,79.69
12864,133.2,24.06,130.18
12865,97.28,116.56,64.56
12866,22.34,81.12,125.88
12867,97.1,123.76,73.55
12868,103.75,47.76,66.33
12869,4.0,11.34,77.07
12870,39.02,59.76,95.0
12871,50.29,58.1,140.92
12872,49.44,22.91,103.61
12873,120.82,140.66,89.23
12874,135.47,85.02,85.9
12875,64.01,0.58,50.43
12876,39.04,121.36,111.04
12877,11.2,85.0,54.62
12878,19.61,29.77,71.35
12879,118.99,91.53,59.22
12880,113.4,105.19,1.87
12881,72.5,119.68,108.45
12882,126.68,135.09,66.85
12883,99.91,23.74,67.93
12884,3.12,29.38,34.99
12885,131.07,85.8,106.18
12886,58.52,44.12,74.76
12887,124.48,102.61,25.81
12888,53.63,8.5,84.08
12889,48.94,52.01,80.27
12890,38.91,28.91,19.64
12891,140.07,103.31,1.58
12892,41.88,19.76,112.85
12893,95.46,108.6,70.89
12894,93.53,49.03,89.96
12895,12.88,97.46,21.13
12896,133.96,117.01,113.81
12897,113.86,120.85,123.94
12898,36.41,98.72,33.6
12899,47.43,55.87,80.68
12900,134.05,102.97,118.07
12901,18.57,53.28,30.93
12902,8.43,75.24,41.12
12903,80.87,17.17,137.82
12904,14.73,112.95,62.93
12905,41.36,87.57,137.06
12906,78.97,127.83,57.93
12907,28.14,42.13,43.05
12908,119.8,84.74,85.96
12909,132.1,139.78,24.63
12910,48.2,49.5,67.58
12911,53.47,29.08,48.53
12912,58.56,129.1,96.5
12913,64.15,89.33,24.27
12914,126.73,130.6,32.59
12915,68.68,75.33,39.78
12916,116.08,29.43,122.14
12917,140.98,126.03,122.66
12918,97.41,126.39,42.33
12919,70.95,72.49,9.82
12920,139.19,28.62,128.66
12921,90.22,81.17,73.08
12922,141.1,61.57,12.84
12923,4.22,102.27,14.92
12924,108.84,72.57,116.95
12925,53.91,130.89,54.55
12926,16.12,67.53,107.96
12927,126.32,130.73,136.36
12928,52.75,132.64,63.55
12929,81.56,104.25,55.82
12930,51.48,80.92,68.56
12931,57.55,138.36,96.26
12932,70.48,108.21,104.66
12933,126.18,124.52,23.04
12934,130.96,92.08,20.1
12935,78.5,126.36,0.41
12936,18.28,77.67,41.41
12937,99.58,109.37,25.83
12938,63.21,94.11,21.52
12939,98.75,47.68,8.75
12940,101.23,43.98,110.76
12941,17.09,104.28,21.05
12942,45.92,22.93,35.15
12943,35.32,68.75,70.89
12944,111.87,86.13,63.96
12945,63.93,5.91,21.1
12946,14.66,100.72,3.89
12947,80.12,64.84,35.94
12948,64.56,90.42,41.34
12949,12.29,93.28,70.11
12950,96.52,18.26,56.49
12951,97.26,83.99,66.24
12952,44.02,103.63,39.75
12953,52.48,76.67,18.74
12954,4.76,135.89,71.9
12955,118.32,2.08,90.92
12956,105.89,103.09,63.1
12957,38.76,76.94,88.2
12958,107.85,15.28,99.73
12959,95.63,0.35,22.53
12960,138.2,138.01,25.8
12961,20.6,0.92,56.1
12962,13.38,82.67,37.08
12963,96.94,109.33,0.76
12964,116.13,112.99,21.82
12965,99.93,78.37,71.98
12966,51.94,140.02,87.4
12967,55.18,104.01,32.56
12968,23.06,99.84,124.37
12969,115.66,53.46,116.8
12970,9.07,119.48,107.42
12971,87.04,93.71,35.77
12972,26.0,123.85,22.4
12973,21.03,98.17,34.91
12974,21.04,117.58,8.25
12975,63.58,87.51,47.2
12976,127.38,127.16,111.73
12977,16.06,68.47,138.51
12978,126.31,38.99,80.27
12979,73.88,70.0,111.41
12980,74.19,37.96,19.86
12981,58.44,70.57,9.05
12982,20.22,20.09,28.87
12983,94.3,13.33,53.18
12984,91.18,90.21,24.73
12985,20.82,128.08,132.59
12986,55.37,49.26,126.98
12987,16.55,27.55,33.3
12988,57.14,48.6,70.27
12989,63.18,100.76,131.15
12990,7.64,68.25,78.34
12991,118.2,62.97,77.5
12992,7.14,47.29,71.25
12993,99.0,57.41,94.03
12994,44.09,55.31,83.97
12995,67.22,62.26,42.37
12996,98.19,48.71,0.01
12997,46.15,52.24,37.51
12998,77.42,101.16,13.42
12999,111.28,107.32,77.82
13000,0.54,54.26,89.33
13001,60.12,108.97,16.45
13002,99.95,31.95,104.56
13003,35.47,37.74,31.34
13004,53.07,50.98,89.53
13005,87.16,103.17,118.56
13006,120.67,112.71,126.01
13007,33.4,72.81,25.88
13008,51.26,75.71,87.11
13009,58.54,140.23,49.83
13010,82.15,58.54,28.64
13011,15.07,71.33,88.91
13012,56.96,55.64,107.58
13013,10.94,93.85,86.95
13014,17.97,75.26,0.81
13015,66.38,53.62,92.31
13016,103.19,8.27,108.54
13017,49.07,84.77,11.16
13018,84.86,120.66,84.58
13019,63.31,108.11,39.8
13020,44.04,65.84,141.18
13021,48.87,52.27,80.07
13022,104.65,37.91,134.81
13023,39.39,76.24,91.39
13024,127.56,53.46,91.24
13025,101.18,138.51,82.64
13026,40.98,58.76,91.82
13027,7.06,75.64,1.09
13028,135.93,70.86,20.67
13029,89.86,55.19,67.38
13030,112.33,140.39,134.57
13031,112.11,93.64,138.85
13032,108.88,116.97,13.3
13033,1.84,99.25,136.2
13034,9.17,53.41,101.22
13035,8.21,32.75,32.88
13036,69.17,57.64,52.05
13037,0.08,61.07,121.64
13038,78.62,70.01,55.71
13039,41.37,116.38,39.93
13040,42.89,74.68,24.0
13041,74.11,107.06,94.33
13042,1.53,105.07,124.33
13043,22.23,3.76,78.83
13044,96.01,56.83,80.17
13045,88.69,59.08,10.93
13046,22.52,117.07,138.85
13047,129.38,80.92,61.99
13048,3.88,122.84,123.8
13049,4.54,28.0,35.93
13050,36.12,55.71,13.96
13051,99.57,84.34,30.67
13052,117.61,66.96,100.02
13053,64.48,109.07,19.01
13054,19.08,18.77,24.01
13055,63.93,75.1,55.46
13056,65.74,50.23,47.84
13057,98.57,69.68,138.79
13058,83.04,127.86,58.87
13059,36.97,25.28,133.56
13060,29.86,56.73,90.84
13061,34.49,80.07,29.31
13062,55.35,18.36,120.49
13063,74.12,66.99,9.93
13064,5.37,23.46,92.29
13065,98.95,31.92,103.93
13066,126.11,83.8,65.74
13067,123.63,132.93,24.11
13068,108.53,59.42,74.49
13069,134.89,4.48,19.45
13070,132.97,98.36,86.96
13071,54.38,14.28,138.69
13072,37.49,24.75,133.72
13073,93.15,30.67,80.34
13074,121.34,48.7,20.85
13075,124.19,139.29,2.86
13076,12.39,71.96,3.27
13077,99.71,36.95,113.69
13078,135.39,109.73,78.99
13079,111.42,117.83,117.83
13080,136.25,7.12,40.63
13081,66.97,54.13,50.23
13082,9.88,104.07,49.55
13083,73.88,70.89,19.31
13084,130.75,60.03,61.19
13085,76.55,66.18,42.54
13086,59.11,132.17,120.81
13087,20.36,90.37,121.63
13088,41.8,48.22,69.88
13089,61.63,81.12,62.24
13090,78.82,67.0,39.12
13091,32.49,110.84,91.32
13092,94.88,131.27,78.06
13093,43.56,99.25,66.78
13094,131.68,100.05,5.08
13095,36.35,65.76,19.72
13096,23.29,78.38,116.1
13097,67.31,140.69,112.48
13098,22.77,81.31,12.85
13099,13.46,79.78,48.68
13100,136.1,137.95,24.55
13101,68.57,5.18,15.57
13102,124.63,132.44,81.58
13103,75.29,95.98,93.51
13104,21.67,57.39,129.74
13105,125.06,101.03,123.49
13106,9.1,133.18,95.51
13107,107.75,138.11,36.79
13108,63.35,94.69,21.57
13109,22.32,123.81,37.33
13110,58.29,43.28,74.87
13111,25.65,88.67,140.41
13112,70.86,18.02,34.07
13113,49.24,49.59,76.37
13114,132.68,129.01,28.83
13115,21.12,92.54,44.16
13116,123.44,84.64,62.5
13117,99.33,64.71,20.5
13118,102.33,109.97,45.95
13119,81.75,125.28,14.22
13120,79.46,107.0,83.51
13121,46.51,86.72,83.89
13122,25.46,64.29,33.96
13123,31.63,27.96,119.01
13124,135.21,66.82,7.45
13125,105.81,82.47,27.0
13126,42.34,79.07,20.68
13127,99.24,30.22,11.98
13128,41.63,10.32,42.34
13129,57.22,74.82,137.47
13130,114.41,56.94,3.55
13131,117.61,76.76,123.28
13132,84.81,95.67,108.14
13133,116.81,59.89,28.16
13134,85.99,119.06,84.24
13135,125.97,19.64,92.9
13136,68.89,65.77,3.61
13137,17.44,67.82,119.35
13138,62.22,70.07,11.63
13139,19.56,7.55,27.28
13140,65.35,96.82,30.68
13141,65.46,64.35,137.07
13142,64.73,81.53,93.7
13143,114.55,11.2,57.91
13144,20.06,19.57,27.87
13145,74.28,130.44,14.69
13146,15.72,70.09,99.63
13147,73.58,100.86,6.41
13148,2.47,129.17,14.28
13149,86.56,7.73,96.19
13150,42.39,5.94,52.73
13151,58.42,30.94,44.26
13152,70.98,79.06,27.17
13153,130.14,137.4,109.55
13154,27.56,89.47,140.51
13155,32.91,49.09,96.06
13156,29.81,55.22,38.98
13157,41.68,133.86,27.06
13158,66.51,6.5,39.44
13159,31.43,130.36,50.46
13160,106.11,54.48,135.73
13161,57.77,109.68,128.55
13162,80.84,123.61,58.39
13163,1.59,78.79,91.09
13164,24.31,82.02,12.7
13165,67.87,71.3,5.59
13166,87.77,125.67,22.96
13167,124.2,84.77,101.01
13168,50.04,3.01,93.11
13169,37.26,43.34,97.67
13170,113.4,116.05,123.4
13171,64.58,6.95,78.56
13172,47.89,106.09,133.02
13173,55.14,114.96,12.96
13174,55.53,140.75,45.75
13175,132.06,13.27,96.77
13176,63.7,70.74,133.37
13177,59.62,30.3,138.1
13178,123.8,72.63,89.22
13179,49.71,82.69,72.09
13180,119.82,83.67,84.53
13181,67.67,101.5,30.9
13182,64.19,96.81,17.72
13183,72.76,60.43,12.21
13184,56.47,79.75,86.84
13185,27.75,37.94,46.78
13186,20.02,34.71,13.04
13187,43.79,81.66,66.11
13188,44.47,124.41,25.63
13189,34.48,29.29,105.8
13190,101.55,116.71,18.01
13191,75.07,70.83,9.53
13192,65.99,45.85,117.12
13193,49.56,21.44,81.13
13194,62.61,46.07,118.81
13195,80.64,15.45,136.16
13196,112.04,88.25,58.35
13197,125.06,65.06,113.06
13198,35.8,139.25,115.0
13199,23.83,111.5,106.23
13200,74.91,79.38,123.18
13201,123.93,133.65,23.72
13202,39.31,6.88,127.9
13203,53.89,94.11,76.74
13204,140.92,90.74,26.95
13205,127.31,78.97,87.15
13206,121.43,107.82,21.96
13207,116.79,1.98,54.95
13208,75.5,89.02,80.9
13209,92.93,140.15,41.49
13210,8.95,84.97,12.16
13211,7.41,91.41,21.21
13212,16.65,51.0,115.72
13213,96.96,58.45,77.56
13214,137.12,76.77,62.81
13215,42.31,21.43,25.35
13216,23.94,24.64,136.34
13217,97.62,89.63,32.19
13218,110.88,81.64,135.57
13219,27.39,119.03,33.53
13220,6.5,135.82,40.35
13221,45.95,104.86,140.37
13222,116.5,53.53,118.27
13223,76.52,98.66,94.84
13224,66.75,122.62,56.42
13225,127.05,123.58,27.63
13226,64.58,108.94,84.99
13227,70.94,30.83,56.79
13228,119.46,103.08,29.91
13229,41.12,63.42,83.82
13230,14.79,111.1,77.59
13231,1.75,89.13,83.0
13232,34.33,86.42,94.73
13233,70.68,3.24,57.89
13234,64.43,3.61,43.67
13235,78.53,137.47,28.35
13236,56.7,55.85,106.83
13237,119.55,85.88,60.32
13238,131.78,47.59,34.86
13239,17.93,81.34,14.54
13240,48.61,81.9,72.68
13241,110.59,12.54,19.22
13242,41.4,127.17,69.71
13243,129.08,72.61,19.96
13244,40.99,51.42,62.97
13245,123.5,119.49,11.83
13246,27.8,126.79,72.17
13247,42.67,87.67,28.79
13248,68.9,113.36,89.01
13249,4.39,80.75,4.25
13250,3.34,46.41,25.29
13251,8.72,69.09,138.81
13252,78.63,92.35,105.55
13253,79.09,62.0,13.24
13254,41.35,98.8,102.75
13255,20.64,123.98,101.21
13256,95.41,104.27,33.43
13257,107.85,48.14,87.05
13258,22.18,68.25,130.44
13259,23.8,130.41,53.86
13260,122.13,23.84,71.08
13261,5.19,80.76,3.05
13262,62.28,91.16,7.89
13263,5.38,89.08,69.63
13264,73.56,88.01,22.64
13265,26.56,5.72,41.45
13266,40.99,22.24,129.18
13267,41.1,83.07,97.62
13268,13.43,77.68,39.84
13269,102.81,85.51,87.34
13270,32.46,24.8,22.2
13271,4.46,89.66,14.25
13272,69.07,57.16,52.23
13273,9.02,127.97,20.0
13274,22.3,31.66,63.21
13275,5.53,75.6,54.37
13276,113.78,109.53,32.71
13277,85.22,128.55,112.92
13278,141.06,127.58,105.73
13279,135.85,78.01,86.03
13280,12.04,84.98,55.22
13281,16.01,0.45,83.94
13282,50.62,122.57,137.61
13283,65.51,46.08,35.33
13284,67.35,56.91,140.55
13285,38.75,53.82,85.15
13286,7.08,94.43,58.8
13287,79.9,89.05,94.49
13288,32.03,2.26,91.72
13289,96.42,91.51,125.48
13290,65.29,35.32,118.69
13291,85.76,103.69,9.55
13292,101.65,41.42,32.2
13293,44.16,22.8,117.85
13294,45.89,43.69,17.18
13295,70.92,90.93,60.12
13296,87.95,110.91,71.07
13297,17.79,12.68,37.08
13298,92.01,36.52,106.4
13299,57.97,64.64,108.99
13300,50.48,81.89,72.83
13301,139.05,82.66,8.53
13302,27.64,19.73,45.1
13303,2.41,27.73,38.71
13304,50.76,109.33,134.03
13305,123.78,98.67,75.33
13306,71.62,5.83,134.88
13307,55.07,54.96,140.0
13308,73.77,100.6,7.23
13309,93.64,36.03,105.74
13310,54.43,16.83,114.76
13311,23.27,84.3,15.6
13312,7.76,139.45,50.73
13313,63.94,120.9,88.98
13314,86.18,34.88,104.68
13315,0.5,42.5,107.23
13316,36.15,13.97,52.6
13317,98.67,31.69,103.68
13318,43.92,37.24,1.04
13319,107.32,80.61,20.39
13320,49.6,89.0,75.26
13321,73.71,71.55,42.55
13322,84.08,111.36,122.75
13323,125.13,54.49,89.75
13324,100.97,59.7,35.03
13325,60.72,125.72,76.3
13326,12.45,52.95,108.87
13327,93.02,35.37,38.89
13328,127.67,128.37,58.54
13329,37.39,24.58,74.64
13330,64.01,97.79,7.15
13331,48.59,69.98,84.11
13332,78.46,139.21,126.04
13333,6.14,83.3,46.4
13334,108.05,101.45,54.1
13335,9.04,53.63,140.13
13336,39.72,30.08,49.05
13337,111.63,73.76,86.07
13338,134.84,111.47,114.07
13339,11.21,68.68,139.37
13340,39.13,88.25,138.11
13341,94.12,62.3,6.46
13342,26.01,66.57,116.79
13343,114.25,65.4,43.76
13344,61.45,16.02,81.66
13345,80.12,130.3,76.79
13346,8.86,12.06,62.85
13347,129.54,18.74,101.89
13348,12.01,60.99,53.12
13349,135.45,9.65,67.9
13350,3.06,76.27,37.5
13351,13.67,77.39,38.89
13352,57.64,55.59,107.31
13353,100.53,13.4,20.35
13354,132.56,128.31,101.6
13355,103.4,6.2,139.3
13356,81.42,121.94,104.44
13357,106.83,117.66,15.2
13358,67.33,90.58,65.65
13359,121.08,86.94,81.07
13360,24.16,69.26,117.22
13361,78.47,38.56,21.95
13362,37.14,89.84,106.32
13363,128.17,122.29,113.46
13364,22.24,100.44,44.73
13365,54.39,4.34,5.41
13366,85.18,121.59,79.59
13367,62.45,96.16,4.9
13368,95.92,49.31,29.29
13369,113.73,0.73,60.2
13370,124.49,124.66,20.48
13371,98.9,135.08,72.42
13372,116.98,70.24,2.65
13373,136.13,103.34,59.64
13374,81.53,127.93,45.82
13375,79.91,127.97,92.51
13376,123.36,82.51,119.51
13377,134.38,40.34,87.81
13378,39.44,75.22,93.38
13379,75.49,99.52,94.31
13380,70.86,127.57,49.09
13381,48.33,86.75,88.71
13382,101.83,111.62,28.74
13383,19.21,71.69,140.34
13384,57.3,60.99,12.47
13385,46.74,89.09,86.97
13386,114.49,59.63,128.47
13387,24.97,34.53,124.4
13388,117.71,111.58,22.93
13389,39.94,117.37,101.64
13390,111.55,90.84,34.46
13391,9.8,34.79,28.22
13392,51.98,57.95,32.59
13393,40.44,1.39,77.14
13394,21.6,98.4,35.36
13395,121.6,48.94,20.6
13396,136.4,46.6,124.0
13397,80.22,66.28,36.59
13398,96.38,80.85,88.44
13399,11.23,88.15,127.61
13400,87.84,60.32,10.64
13401,54.1,116.01,130.32
13402,26.82,67.63,75.87
13403,42.36,92.86,63.62
13404,47.85,19.5,109.91
13405,4.18,98.14,125.84
13406,81.38,19.8,137.09
13407,139.41,102.12,8.59
13408,124.05,98.7,82.14
13409,100.93,44.66,98.05
13410,52.25,76.59,18.76
13411,78.0,24.65,19.29
13412,15.68,35.11,133.88
13413,105.62,45.26,34.12
13414,97.64,87.68,31.22
13415,122.18,68.62,100.29
13416,81.3,42.7,67.5
13417,131.61,92.06,1.6
13418,66.29,120.66,88.47
13419,134.07,82.24,15.55
13420,117.7,35.94,89.91
13421,110.91,65.85,1.4
13422,54.86,12.64,119.28
13423,65.82,116.84,85.31
13424,88.2,86.44,113.78
13425,125.28,90.7,10.77
13426,65.23,76.22,106.35
13427,43.44,47.8,77.96
13428,69.68,57.17,52.05
13429,108.35,62.05,77.0
13430,67.35,132.98,34.04
13431,73.26,37.83,84.58
13432,122.46,116.9,125.34
13433,73.88,63.68,48.05
13434,9.98,90.05,56.96
13435,79.59,127.91,92.49
13436,66.01,82.52,19.91
13437,49.42,42.23,62.78
13438,94.12,26.35,15.54
13439,89.49,93.1,23.33
13440,71.23,15.93,16.7
13441,30.26,83.11,55.58
13442,82.23,85.9,139.82
13443,68.47,55.38,101.34
13444,11.55,52.99,38.32
13445,113.84,50.91,38.99
13446,83.39,100.09,83.07
13447,70.38,92.94,73.84
13448,110.84,129.44,32.46
13449,57.74,43.59,76.43
13450,57.5,44.05,73.33
13451,27.6,124.79,6.68
13452,69.97,70.98,29.95
13453,21.69,96.97,140.59
13454,64.21,109.24,119.43
13455,60.37,120.56,122.31
13456,127.68,108.28,22.09
13457,8.44,139.01,25.42
