,RA,Declination,z
134,173.06288600000002,7.987213000000001,0.050867
135,173.52536899999998,8.073189,0.050405
136,172.902355,7.839314,0.051248
137,171.959013,7.857588000000001,0.05136
138,174.17533500000002,7.032813000000001,0.049078
139,179.41829099999998,2.105422,0.046772
140,176.133602,0.8287629999999999,0.046343
141,176.089031,1.8607310000000001,0.046762
142,176.163979,2.3220110000000003,0.046787999999999996
143,175.01908400000002,1.441638,0.0474
144,175.48560600000002,1.57897,0.047074
145,175.65412800000001,2.514267,0.04697
146,175.393825,2.495577,0.04691
147,175.594344,4.114289,0.046566
148,180.22441899999998,0.480516,0.041011
149,180.590032,2.233595,0.041395
150,180.462603,3.450036,0.041218
151,178.61203500000002,5.688880999999999,0.047332
152,177.705389,6.125342,0.046074000000000004
153,179.06382299999999,5.5869029999999995,0.045609
154,179.178792,5.830346,0.045533
155,178.88360500000002,5.849423000000001,0.045231
156,177.543137,6.394691000000001,0.045212999999999996
157,175.695996,5.377635,0.046508
158,176.95600100000001,6.331592,0.046317000000000004
159,175.656633,6.068279,0.046646
160,174.267583,5.899868,0.047287
161,173.85091599999998,5.737465,0.046829
162,173.952807,5.748067,0.046834
163,178.95725,6.144732,0.044032
164,180.192303,7.359203,0.041308
165,177.698267,6.849958,0.041556
166,178.98814299999998,7.9181490000000005,0.043153
167,179.00411,7.526136,0.042263
168,178.975789,8.472362,0.041915
169,178.908245,8.456083999999999,0.041811
170,179.086826,8.313765,0.041791
171,178.92087,8.467908999999999,0.041954000000000005
172,179.096056,8.491415,0.041957999999999995
173,179.05491899999998,8.759688,0.041760000000000005
174,177.968857,8.14958,0.042480000000000004
175,178.383167,8.325768,0.042226
176,176.99053,7.86995,0.041516000000000004
177,177.536934,9.307342,0.042756
178,178.421257,8.974055,0.042033999999999995
179,173.879664,6.46868,0.044626
180,177.16991000000002,7.6690320000000005,0.043233
181,177.16175,7.8747419999999995,0.043131
182,175.306361,7.8667929999999995,0.041486
183,170.77711599999998,3.718789,0.046784
184,171.152272,4.4110059999999995,0.046707
185,171.024497,4.306287,0.046847
186,174.00214499999998,5.566657,0.047553
187,170.363524,6.000618,0.045376
188,173.686098,7.865050999999999,0.046539
189,173.258728,8.680371000000001,0.046524
190,169.925715,7.598705000000001,0.048161
191,168.823915,8.372264,0.046042
192,179.41636699999998,15.062289000000002,0.05197
193,180.52748799999998,16.214270000000003,0.049499
194,180.50616000000002,16.251356,0.049595
195,180.563063,16.197772,0.049559
196,180.454674,16.187582,0.049505
197,176.70753200000001,15.255542000000002,0.051017
198,169.429751,8.865492,0.054466999999999995
199,169.452359,8.899591000000001,0.054470000000000005
200,169.383042,8.803692,0.054483000000000004
201,168.796972,9.129458999999999,0.053854
202,168.76626399999998,8.321324,0.053116
203,169.20368200000001,9.380718,0.055347
204,169.47620600000002,9.337437,0.05485399999999999
205,168.949082,9.77718,0.053903999999999994
206,168.935684,10.119418,0.054272
207,169.01344699999999,10.815881,0.053998000000000004
208,172.702628,8.687994999999999,0.050129
209,172.65072,8.800549,0.050023000000000005
210,172.64795900000001,8.697,0.050187999999999997
211,172.457006,8.362203,0.0506
212,172.912791,9.612638,0.049513
213,173.149503,10.163705,0.048626
214,172.951777,10.239113,0.049055
215,172.917394,13.897797,0.055781
216,170.665029,13.550510000000001,0.055472
217,170.210522,14.281348999999999,0.054814
218,168.744101,13.392745999999999,0.053662
219,168.851498,14.346592000000001,0.053611
220,172.26648899999998,12.178646,0.049063
221,179.632174,9.641106,0.046441
222,179.233787,11.670532000000001,0.047803
223,179.48541200000003,12.648175,0.046793
224,178.394114,12.996596,0.045961
225,177.851636,13.003584,0.045916000000000005
226,173.797844,11.347226,0.045995
227,174.069958,11.661856,0.045719
228,177.400472,9.892764999999999,0.042405
229,179.896517,12.798913,0.042811
230,179.262115,13.364993,0.043267
231,176.681089,10.623196,0.042963999999999995
232,176.605596,10.741154,0.042961
233,176.498456,10.151156,0.042494
234,176.008036,10.594513000000001,0.042124
235,176.24663999999999,11.343269,0.043213999999999995
236,173.774696,9.960028,0.042106
237,174.377959,11.438432,0.043519
238,173.515016,10.540434,0.043312
239,175.698815,12.085417999999999,0.044978
240,175.55834299999998,12.847949,0.044567
241,175.37598899999998,13.847373000000001,0.044196
242,175.126406,14.370762,0.044182
243,175.350758,13.981616,0.044253
244,175.29009399999998,13.840701000000001,0.044216000000000005
245,174.969732,13.840428,0.044308
246,175.3557,13.703005,0.044333
247,175.430128,13.712644000000001,0.044256000000000004
248,174.96462,14.536871,0.044229000000000004
249,175.633635,13.905171,0.044323
250,175.314053,13.931981,0.044195
251,175.155885,14.124374,0.044159
252,175.689316,13.699113,0.043881
253,175.312725,13.787216,0.044299
254,175.216756,14.013014000000002,0.043969
255,174.37936200000001,12.517038000000001,0.043838
256,179.72628600000002,13.662779,0.047041
257,180.43653799999998,13.748569,0.047427
258,180.127769,13.901008,0.047237
259,180.716117,14.527067,0.047313
260,179.062154,12.76248,0.047171
261,179.238407,12.876088000000001,0.046793
262,179.582371,13.492624,0.046995
263,179.29724299999998,14.421382000000001,0.046599
264,179.297352,14.353043,0.046595
265,177.286835,13.337347,0.045551
266,180.08691000000002,14.733203,0.047799
267,180.23358000000002,15.075592000000002,0.048172
268,180.351585,15.459857999999999,0.04843
269,179.08049,16.489433,0.048065
270,179.05863200000002,16.386705,0.047713
271,179.848679,15.09031,0.047001
272,179.32440400000002,15.23674,0.046304000000000005
273,178.178247,16.849,0.046999
274,177.779108,17.108729,0.046227
275,177.443503,17.017267999999998,0.046579
276,176.67078,12.721975,0.048037
277,174.070546,13.298601999999999,0.047719
278,175.062721,14.458085999999998,0.047287
279,174.18328200000002,13.634799,0.047767000000000004
280,174.329634,13.862785,0.047743
281,175.570523,14.713737,0.047195999999999995
282,176.445754,15.541807,0.048333999999999995
283,176.143932,15.330335,0.047116000000000005
284,175.662897,15.206407999999998,0.046708
285,175.460407,15.511339000000001,0.046229
286,175.44548400000002,15.542044,0.046215
287,175.329296,15.934299,0.045962
288,174.724612,15.694142999999999,0.046100999999999996
289,178.785558,14.265357,0.043997
290,177.96606200000002,14.377598999999998,0.043994
291,178.345115,14.389531,0.045085
292,178.296683,14.098913,0.043637999999999996
293,177.755339,14.213771,0.04378
294,177.868479,15.595676999999998,0.043528
295,179.601791,15.55204,0.045564
296,178.227125,15.744747,0.045325
297,178.263427,16.081599,0.045623000000000004
298,178.191583,16.133866,0.045632
299,177.754102,16.318257,0.045444
300,177.806364,16.879960999999998,0.046017
301,179.153611,16.483787,0.043723000000000005
302,177.475989,16.670593,0.043821
303,177.469721,18.178818,0.043618000000000004
304,176.69397800000002,13.368276000000002,0.044957
305,174.96205700000002,14.271583999999999,0.044414999999999996
306,175.78558999999998,15.142781,0.04336
307,174.30352,14.798986,0.043502
308,174.474638,15.379432000000001,0.043738
309,174.464485,15.414823,0.043758
310,174.273943,15.167726000000002,0.04325
311,174.43778,15.200841,0.042651
312,174.05815800000002,15.414183999999999,0.042672
313,176.31561499999998,16.792529000000002,0.045433
314,175.61121,17.540993,0.045301
315,175.60683400000002,17.506204,0.045293
316,174.927162,16.342474,0.044761
317,174.40226299999998,17.109415,0.045121
318,173.85323799999998,17.149012,0.045185
319,173.595217,17.222593,0.045222000000000005
320,174.547279,16.809480999999998,0.044828
321,174.45109,17.03725,0.045062
322,174.489212,17.396145999999998,0.045251
323,174.304995,17.632565,0.045319
324,174.42975900000002,16.770618,0.045007
325,174.66603899999998,17.08098,0.045242000000000004
326,174.482761,16.99941,0.045042
327,174.552211,16.848881,0.045336
328,174.438836,16.742467,0.04506
329,174.432977,16.818020999999998,0.044836
330,174.164908,16.949046,0.045034
331,174.614823,17.138402,0.045201
332,174.446593,17.180945,0.045124
333,174.450733,17.076555,0.045203
334,174.175502,17.501585000000002,0.045321
335,174.391882,17.058544,0.045172000000000004
336,174.325573,16.653228,0.045025
337,174.438894,17.206645,0.045162
338,174.418841,16.714692000000003,0.044864
339,174.921577,16.851974,0.045241
340,174.678046,17.041332,0.045197
341,174.494381,17.044407,0.045055
342,174.551656,16.971270999999998,0.045136
343,174.326786,16.926513,0.044864
344,174.46778999999998,17.041735,0.045097000000000005
345,174.01875800000002,17.149731,0.045411
346,174.370026,17.099215,0.045131
347,174.448619,17.193445,0.045139
348,173.857877,17.167683,0.045205
349,173.982982,16.454217,0.044982999999999995
350,175.10678000000001,16.624347,0.045614
351,175.083672,17.289772,0.045193000000000004
352,174.271168,16.683505,0.045344999999999996
353,176.783059,16.794026000000002,0.043918
354,175.53743500000002,16.457729,0.043504
355,173.768762,9.403672,0.047748
356,173.934081,10.210724,0.047403
357,173.837218,10.557744,0.047452999999999995
358,170.94689,9.50836,0.047233
359,173.10183700000002,10.287125999999999,0.045943
360,172.893378,10.611105,0.047365
361,173.34606100000002,12.113598,0.048368
362,171.276884,11.926383999999999,0.047243
363,169.385771,10.297458,0.046682
364,172.50129099999998,10.387555,0.043662
365,173.229905,10.798881,0.043591000000000005
366,170.446621,9.886412,0.044144
367,172.837467,10.047607000000001,0.04244
368,172.049194,9.930483,0.042429
369,173.26973999999998,13.170531,0.043568
370,171.457681,11.522255,0.043732
371,169.449302,9.726275,0.044399
372,168.71943000000002,9.859458,0.044451
373,168.86431399999998,9.715484,0.044473
374,168.576837,9.722017,0.044475
375,168.680689,9.860686,0.044515
376,168.816468,9.839975,0.044544
377,168.801783,9.891521000000001,0.04439
378,169.213856,10.972548,0.044135
379,167.545168,9.535751,0.044854000000000005
380,167.609188,9.549132,0.044927999999999996
381,167.68058200000002,9.722930999999999,0.044677
382,167.550139,9.568372,0.044849
383,166.808973,9.676938999999999,0.045893
384,166.667195,9.639596000000001,0.045072
385,166.55698999999998,9.676554,0.045087999999999996
386,167.538479,9.257669,0.044688
387,169.326752,9.59586,0.043679
388,168.133772,11.751104,0.044364999999999995
389,168.538718,12.484739,0.043917000000000005
390,168.799893,12.983475,0.044032
391,168.78771,12.906303999999999,0.044146
392,168.76253,13.01539,0.043956999999999996
393,173.470885,12.45862,0.048157
394,173.698914,14.470973999999998,0.04703
395,171.869035,14.790898,0.0466
396,170.226365,15.434688000000001,0.046674
397,167.766988,14.941219,0.047277
398,170.744525,14.648995999999999,0.045105
399,173.22653799999998,16.224951,0.043479000000000004
400,172.541304,16.293469,0.042997
401,172.466557,16.671301,0.043774
402,169.927441,17.537737,0.04492
403,168.566495,13.929504999999999,0.043982
404,168.13741100000001,15.074131,0.043838999999999996
405,167.60588,15.787481,0.043918
406,169.155113,16.031328,0.046602
407,169.776791,17.225146,0.045507
408,168.237647,16.53571,0.04664
409,167.63359599999998,16.811349,0.046448
410,167.332736,17.18102,0.046282
411,166.41818,16.969448999999997,0.045281999999999996
412,166.193168,17.029992,0.045479
413,166.5017,17.29618,0.045163
414,166.450415,16.893629999999998,0.045257
415,166.210236,17.561182000000002,0.045214
416,166.45639,16.896391,0.045182
417,166.327002,16.727682,0.045397
418,166.38967,17.010179,0.04554
419,166.38961799999998,17.334327,0.045207
420,166.12416399999998,16.95133,0.04551
421,166.239453,17.001611999999998,0.045406
422,166.449993,16.853807,0.045243
423,166.277702,17.070175,0.045779
424,166.49825800000002,16.877791000000002,0.04514
425,166.38093,17.117976000000002,0.04575
426,166.592856,17.181005,0.045277
427,166.16458799999998,17.028266000000002,0.045312
428,166.273123,17.03292,0.045518
429,166.137039,16.96346,0.045604
430,166.46955400000002,17.133808,0.045312
431,166.206252,16.987975,0.045682
432,166.91493799999998,16.923523,0.045007
433,166.563563,16.820606,0.045554000000000004
434,166.47121299999998,16.558120000000002,0.045187
435,166.448501,16.746473,0.045192
436,166.386845,16.831606,0.045374
437,166.538529,16.961432000000002,0.045241
438,166.128045,16.959925,0.045433
439,166.48908,16.88522,0.045223
440,166.218995,16.786889000000002,0.045375
441,166.38061299999998,16.87246,0.045141
442,166.51321000000002,17.031522,0.045469
443,166.512194,16.888493,0.045192
444,168.02300300000002,15.826482,0.044206999999999996
445,168.11248799999998,16.045845,0.04388
446,168.07978799999998,16.084681,0.043884
447,167.89973899999998,16.922193,0.044105
448,167.545213,17.114251,0.043939
449,168.049363,17.311716,0.044039999999999996
450,166.755743,16.364805,0.044832
451,167.283355,17.237644,0.044238
452,166.992724,17.436195,0.044795
453,166.322896,17.141628,0.044715
454,167.010861,3.4381760000000003,0.054955
455,166.792167,3.288221,0.054752999999999996
456,166.77074,3.579514,0.054428
457,168.303596,3.952347,0.052016999999999994
458,166.245974,3.510874,0.053012000000000004
459,164.918492,3.499221,0.054088
460,164.12323,2.965582,0.054732
461,163.93910400000001,2.908072,0.054736
462,163.191388,2.997049,0.054688
463,163.185971,3.0558110000000003,0.054680999999999993
464,162.98972,2.774934,0.055022
465,163.054175,3.113398,0.054827999999999995
466,163.175254,2.9896689999999997,0.054706
467,164.014589,3.228196,0.055457000000000006
468,163.101192,3.46193,0.054457000000000005
469,166.507933,1.217084,0.050582999999999996
470,166.77588400000002,1.112727,0.050457
471,165.94228600000002,1.080141,0.051738
472,166.453933,2.1546119999999997,0.051072
473,166.57060900000002,0.670724,0.049382
474,167.634345,1.6881650000000001,0.049276
475,167.55722,2.475466,0.051269
476,166.463367,2.615901,0.051449
477,166.483668,2.482352,0.051412
478,165.994123,2.631072,0.051334000000000005
479,164.724681,3.275582,0.049809
480,164.698786,3.4239949999999997,0.051695000000000005
481,164.198077,3.8943489999999996,0.052124000000000004
482,161.636123,4.2918330000000005,0.050722
483,167.34957,3.9044510000000003,0.055251999999999996
484,162.883647,4.553582,0.05318
485,166.513284,4.670395,0.050822000000000006
486,163.017976,4.66119,0.052905999999999995
487,163.18183100000002,4.819026999999999,0.050884
488,163.081718,6.032737,0.050636
489,162.024443,7.181956,0.051898
490,162.353793,7.563629,0.052552
491,161.995527,7.473675999999999,0.051099
492,161.992294,7.487521000000001,0.051082999999999996
493,163.006307,0.559758,0.056185
494,163.089459,0.547399,0.056411
495,162.96768899999998,1.152202,0.055628
496,163.06759499999998,1.233209,0.055300999999999996
497,161.242084,0.753378,0.053685000000000004
498,162.662644,2.9337779999999998,0.055635000000000004
499,162.274192,2.220379,0.055996000000000004
500,160.46051699999998,0.5463399999999999,0.056913
501,157.98118799999997,1.145044,0.055469000000000004
502,158.008623,3.265257,0.057543
503,158.432048,3.878676,0.055984000000000006
504,158.4679,3.7724839999999995,0.056024000000000004
505,158.280015,3.845643,0.056109000000000006
506,159.24484099999998,3.39845,0.055126999999999995
507,160.89115,0.848558,0.051297
508,160.943879,3.04005,0.051618
509,157.197057,0.813882,0.051549
510,157.143015,0.922243,0.0517
511,157.70325,2.184213,0.052378999999999995
512,157.492314,2.019972,0.052234
513,162.45693400000002,4.454956,0.05544400000000001
514,161.39977,4.678292,0.0558
515,162.36723899999998,4.563482,0.054577
516,162.418974,4.815734,0.053272
517,162.47311399999998,4.732157,0.053311000000000004
518,159.778548,4.680637,0.054376999999999995
519,159.794152,4.646371,0.054452
520,162.205726,6.962005,0.056307
521,161.65928300000002,7.071662,0.056720000000000007
522,161.09142,5.815291,0.053766999999999995
523,159.72663899999998,4.712544,0.055896
524,160.207186,4.753493,0.056227
525,158.929051,4.293673,0.056930999999999995
526,158.44965,5.223578,0.057627
527,159.63773600000002,4.67696,0.055491
528,158.67244399999998,4.204233,0.055441
529,159.681309,4.52235,0.054492
530,159.780462,4.4311370000000005,0.05449
531,159.263273,4.593083999999999,0.05437
532,158.901756,4.232668,0.054985
533,158.786217,4.249363,0.055161
534,161.136399,5.576280000000001,0.053470000000000004
535,161.736023,5.619633,0.051837
536,160.543844,5.903923000000001,0.052644
537,160.81612900000002,5.873803,0.052614
538,160.178418,6.15584,0.052601999999999996
539,160.24158,6.418097,0.05255800000000001
540,160.433394,5.9340150000000005,0.052609
541,160.549115,5.846694,0.05273099999999999
542,160.753751,5.915169000000001,0.052373
543,160.70771399999998,5.924077,0.052775
544,160.832914,5.62006,0.05264
545,160.626073,5.848052,0.05265
546,160.647743,6.029358,0.052634
547,160.190566,6.1845930000000005,0.052589
548,160.173567,6.141519000000001,0.052588
549,160.950412,5.580043,0.052653
550,160.36766799999998,5.9610769999999995,0.052912
551,160.813884,5.919816,0.052657
552,160.376518,5.670319,0.052679
553,160.540289,6.143484,0.052502
554,160.92738400000002,5.7621720000000005,0.052280999999999994
555,160.61208100000002,5.9909099999999995,0.052742
556,161.423225,5.884519,0.052799
557,160.285415,5.10439,0.053652
558,160.448442,5.515075,0.053438
559,160.238525,5.571797,0.05309199999999999
560,160.191546,5.6602120000000005,0.053332000000000004
561,159.938448,5.005548,0.053777
562,160.067826,5.203814,0.053867
563,159.897788,6.026406,0.052457000000000004
564,161.121141,5.22896,0.051942999999999996
565,161.287825,6.42615,0.052849
566,161.27985,6.6591070000000006,0.052912
567,161.26448,6.433822,0.052863
568,161.26568999999998,6.395619,0.052849
569,162.1634,6.987991,0.052452
570,160.427517,7.069164,0.051777
571,159.066442,6.086243,0.052621
572,159.055055,6.675451,0.052461
573,159.194313,6.914175,0.051699
574,159.216609,6.829342,0.05170399999999999
575,159.584574,7.429917,0.052175
576,157.755333,4.326058,0.054335
577,157.93326100000002,6.108003,0.051483
578,158.364229,6.295065,0.051577
579,158.006558,7.3045279999999995,0.05280700000000001
580,164.070289,1.519174,0.046699
581,166.958662,4.032932,0.047638
582,163.451143,4.095624,0.046152
583,163.26771599999998,3.9575089999999995,0.046256
584,163.416273,4.279326999999999,0.046271
585,163.402752,4.205842,0.046346
586,163.402292,4.050136,0.046094
587,163.464636,4.019501999999999,0.046135
588,163.632725,3.8499260000000004,0.04662
589,163.639167,2.066463,0.048275
590,164.10698200000002,3.328877,0.048785
591,163.976471,3.944553,0.049081
592,162.445358,3.363176,0.049157
593,163.637109,2.3746680000000002,0.044944
594,162.838041,1.558583,0.04337
595,163.48621799999998,2.856174,0.045888
596,163.59026799999998,3.3071660000000005,0.045913
597,163.551671,3.354143,0.045876
598,163.444998,3.434503,0.045643
599,164.158102,4.1651419999999995,0.044917
600,164.497671,4.798246,0.0447
601,164.28366699999998,4.448004,0.043209
602,164.243313,4.398023,0.043220999999999996
603,164.686363,4.313671,0.042689
604,161.24478100000002,1.403475,0.045402
605,162.521207,2.720525,0.046247
606,163.463085,4.71703,0.046216
607,163.318041,6.248945,0.046331
608,163.326041,6.260781,0.046342
609,163.363434,6.125552,0.046370999999999996
610,163.346975,6.238004,0.046353
611,163.316562,6.293541,0.04633
612,162.87039199999998,4.8146629999999995,0.048164
613,162.995326,4.888235,0.047857
614,162.974937,5.069736,0.047208
615,163.301927,5.1486339999999995,0.046903
616,163.460587,5.536033,0.046218
617,162.137116,7.950323,0.049691
618,162.242209,8.225348,0.048706
619,162.395227,8.267841,0.048585
620,162.930695,7.007250999999999,0.047256
621,165.652027,5.484998,0.044454
622,164.789191,6.62907,0.044747
623,163.849504,6.351234,0.046148
624,164.55256,6.50108,0.044718
625,164.366468,5.193347,0.043887999999999996
626,164.252851,5.291938,0.044121
627,166.22298899999998,7.67135,0.045317
628,164.765544,7.113358,0.045051999999999995
629,164.86891699999998,7.898596,0.045208
630,163.205682,7.8497770000000004,0.046087
631,164.312337,8.659021000000001,0.045762
632,162.093953,5.780253,0.044719999999999996
633,161.37121100000002,5.676830000000001,0.044312
634,162.57853500000002,7.756745,0.046138
635,162.447981,7.522146,0.045586
636,160.669225,7.3713809999999995,0.044913999999999996
637,158.129256,2.133444,0.050086
638,156.175491,4.027188,0.048738
639,155.391643,2.695712,0.049355
640,155.100472,2.4302599999999996,0.047402
641,156.45953799999998,4.312876,0.047109
642,156.040744,4.457289,0.04688
643,154.10626399999998,3.5485029999999997,0.04585
644,155.647759,4.4242669999999995,0.045724
645,160.56346000000002,5.885351,0.050205
646,160.005259,6.6602179999999995,0.049760000000000006
647,160.538926,8.178995,0.049594
648,160.47290800000002,8.133414,0.049664
649,160.597798,8.221467,0.049549
650,160.519151,8.137091999999999,0.049593
651,160.63886200000002,8.260696000000001,0.049542
652,160.22808899999998,7.389732,0.048608
653,157.583349,5.848604,0.050994
654,157.62940700000001,6.402239,0.051037
655,157.50055700000001,7.750613,0.050453
656,157.414626,6.788232000000001,0.049845
657,156.854523,6.990969000000001,0.050027999999999996
658,156.608302,6.477956,0.049062
659,156.461714,6.627053999999999,0.048712
660,155.88265900000002,5.264374,0.045889
661,159.280397,7.971322,0.046997000000000004
662,155.8678,8.500665,0.045599
663,155.977008,5.349783,0.046705
664,156.38243899999998,5.516562,0.04835
665,156.018353,5.743963,0.046819
666,155.705897,4.912628,0.04616
667,155.672685,6.098619,0.046825
668,155.86373600000002,7.154853999999999,0.048043
669,155.464035,7.832955999999999,0.047309
670,155.457243,8.383988,0.04777
671,155.21419,8.523261,0.047922
672,155.458845,7.309545,0.046172000000000005
673,154.48279,7.820549000000001,0.046525
674,154.591009,7.9265479999999995,0.046676999999999996
675,154.903918,7.890072999999999,0.046197
676,153.76115900000002,7.337559,0.046533
677,152.778314,7.116916000000001,0.046666
678,153.465243,7.905716,0.046551
679,168.074983,9.723656,0.055073000000000004
680,168.216377,9.51912,0.052386
681,164.291706,8.216057000000001,0.056275
682,168.106627,8.909848,0.05200900000000001
683,167.30786,9.205736,0.051395
684,167.159793,9.514481,0.051311
685,166.61203700000002,9.17075,0.050835000000000005
686,166.586011,9.134748,0.050664
687,166.082074,8.501009,0.050225
688,166.17693300000002,9.172838,0.050660000000000004
689,165.654178,9.685755,0.050676
690,166.840431,11.390224,0.052164
691,162.947992,8.587914999999999,0.053078999999999994
692,163.450224,8.843374,0.049988
693,162.984019,8.609866,0.050185
694,162.590271,9.827226,0.050498
695,161.992698,10.569001,0.051446000000000006
696,167.711605,12.907695,0.055968
697,164.859245,11.595572,0.056811
698,164.530193,12.264491,0.056399
699,165.91392,13.417231,0.056856
700,164.863714,13.063903,0.054537999999999996
701,166.40176200000002,12.02897,0.051999000000000004
702,166.08106,12.737406,0.051868
703,167.479056,13.846232,0.052508000000000006
704,167.18841,13.73598,0.052190999999999994
705,167.898772,14.854131,0.052819000000000005
706,167.821001,14.877529000000001,0.052737
707,165.945676,14.035295999999999,0.051923000000000004
708,165.846128,14.359342000000002,0.051806
709,166.20461,14.186704999999998,0.051534
710,165.212534,14.366610000000001,0.050551
