,Mass,Center of Mass,RMS Radius
5971,56000000000.0,"(57.510000000000005, 129.98249999999999, 130.77749999999997)",0.263509961861
5972,14000000000.0,"(98.420000000000002, 5.9000000000000004, 15.44)",0.0
5973,84000000000.0,"(57.728333333333332, 35.096666666666664, 111.77333333333333)",0.243087775642
5974,14000000000.0,"(129.66999999999999, 76.989999999999995, 52.259999999999998)",0.0
5975,14000000000.0,"(31.350000000000001, 40.969999999999999, 15.69)",0.0
5976,14000000000.0,"(82.709999999999994, 133.22, 72.040000000000006)",0.0
5977,14000000000.0,"(52.439999999999998, 121.20999999999999, 11.210000000000001)",0.0
5978,42000000000.0,"(31.99666666666667, 0.59666666666666668, 40.970000000000006)",0.284331574828
5979,14000000000.0,"(83.819999999999993, 66.409999999999997, 73.140000000000001)",0.0
5980,14000000000.0,"(52.719999999999999, 126.2, 78.409999999999997)",0.0
5981,42000000000.0,"(28.47666666666667, 3.543333333333333, 33.68)",0.100221975856
5982,14000000000.0,"(102.43000000000001, 33.890000000000001, 69.219999999999999)",0.0
5983,14000000000.0,"(136.0, 56.060000000000002, 132.62)",0.0
5984,14000000000.0,"(73.680000000000007, 58.960000000000001, 120.73)",0.0
5985,14000000000.0,"(95.569999999999993, 80.260000000000005, 16.539999999999999)",0.0
5986,28000000000.0,"(63.68, 86.490000000000009, 67.400000000000006)",0.0728010988928
5987,14000000000.0,"(75.019999999999996, 102.7, 98.219999999999999)",0.0
5988,14000000000.0,"(125.44, 134.59, 36.359999999999999)",0.0
5989,56000000000.0,"(112.9675, 18.274999999999999, 11.585000000000001)",0.318148943107
5990,14000000000.0,"(103.86, 50.119999999999997, 68.629999999999995)",0.0
5991,14000000000.0,"(131.93000000000001, 40.119999999999997, 93.980000000000004)",0.0
5992,28000000000.0,"(75.864999999999995, 110.825, 25.259999999999998)",0.151492574075
5993,14000000000.0,"(33.189999999999998, 58.439999999999998, 0.070000000000000007)",0.0
5994,14000000000.0,"(109.98999999999999, 122.04000000000001, 36.020000000000003)",0.0
5995,182000000000.0,"(84.296153846153842, 74.436153846153857, 102.43461538461537)",0.513789725137
5996,42000000000.0,"(90.783333333333317, 94.560000000000002, 119.56999999999999)",0.342474654374
5997,14000000000.0,"(93.0, 28.030000000000001, 138.63)",0.0
5998,14000000000.0,"(79.129999999999995, 135.49000000000001, 19.120000000000001)",0.0
5999,14000000000.0,"(107.16, 17.82, 129.53999999999999)",0.0
6000,14000000000.0,"(74.730000000000004, 96.450000000000003, 107.68000000000001)",0.0
6001,28000000000.0,"(111.02000000000001, 18.435000000000002, 89.575000000000003)",0.253673017879
6002,28000000000.0,"(43.540000000000006, 23.435000000000002, 113.09)",0.111467484048
6003,14000000000.0,"(43.729999999999997, 95.290000000000006, 134.18000000000001)",0.0
6004,14000000000.0,"(19.670000000000002, 118.84, 76.719999999999999)",0.0
6005,14000000000.0,"(22.5, 5.5999999999999996, 66.859999999999999)",0.0
6006,182000000000.0,"(8.4807692307692299, 139.15461538461537, 25.168461538461539)",0.606121631319
6007,14000000000.0,"(51.640000000000001, 109.01000000000001, 83.670000000000002)",0.0
6008,14000000000.0,"(47.049999999999997, 0.02, 104.42)",0.0
6009,14000000000.0,"(57.770000000000003, 141.22999999999999, 96.959999999999994)",0.0
6010,14000000000.0,"(27.550000000000001, 78.590000000000003, 85.549999999999997)",0.0
6011,28000000000.0,"(88.700000000000003, 125.245, 38.704999999999998)",0.0561248608016
6012,14000000000.0,"(28.890000000000001, 89.489999999999995, 1.02)",0.0
6013,14000000000.0,"(70.060000000000002, 97.310000000000002, 127.42)",0.0
6014,28000000000.0,"(28.84, 46.390000000000001, 130.31999999999999)",0.0244948974278
6015,14000000000.0,"(47.079999999999998, 76.060000000000002, 56.880000000000003)",0.0
6016,14000000000.0,"(69.480000000000004, 92.5, 117.62)",0.0
6017,14000000000.0,"(111.28, 63.079999999999998, 32.799999999999997)",0.0
6018,14000000000.0,"(105.09999999999999, 71.659999999999997, 1.3799999999999999)",0.0
6019,14000000000.0,"(64.209999999999994, 111.34999999999999, 117.19)",0.0
6020,14000000000.0,"(106.92, 11.74, 84.969999999999999)",0.0
6021,14000000000.0,"(5.5, 137.50999999999999, 81.939999999999998)",0.0
6022,28000000000.0,"(121.92, 138.85499999999999, 105.38)",0.0743303437366
6023,14000000000.0,"(32.219999999999999, 74.180000000000007, 110.56999999999999)",0.0
6024,14000000000.0,"(138.28999999999999, 97.109999999999999, 112.64)",0.0
6025,28000000000.0,"(116.33, 23.299999999999997, 138.69999999999999)",0.0953939201417
6026,14000000000.0,"(99.129999999999995, 114.78, 31.91)",0.0
6027,14000000000.0,"(25.870000000000001, 114.12, 0.080000000000000002)",0.0
6028,14000000000.0,"(57.409999999999997, 18.109999999999999, 125.16)",0.0
6029,112000000000.0,"(72.719999999999999, 19.073750000000004, 18.372499999999999)",0.408799691169
6030,14000000000.0,"(12.19, 42.380000000000003, 58.060000000000002)",0.0
6031,14000000000.0,"(84.719999999999999, 17.66, 76.439999999999998)",0.0
6032,14000000000.0,"(86.310000000000002, 128.91999999999999, 83.120000000000005)",0.0
6033,14000000000.0,"(86.569999999999993, 120.83, 42.0)",0.0
6034,14000000000.0,"(134.09, 85.730000000000004, 46.030000000000001)",0.0
6035,14000000000.0,"(112.09, 121.48, 111.81999999999999)",0.0
6036,14000000000.0,"(78.459999999999994, 105.27, 27.16)",0.0
6037,98000000000.0,"(77.427142857142854, 79.311428571428564, 50.755714285714298)",0.4170303175
6038,14000000000.0,"(70.689999999999998, 68.090000000000003, 81.180000000000007)",0.0
6039,56000000000.0,"(18.640000000000001, 77.394999999999996, 6.1025)",0.121011363103
6040,14000000000.0,"(1.99, 61.810000000000002, 65.480000000000004)",0.0
6041,14000000000.0,"(23.93, 106.95, 2.5099999999999998)",0.0
6042,14000000000.0,"(74.650000000000006, 42.229999999999997, 77.870000000000005)",0.0
6043,28000000000.0,"(22.309999999999999, 91.439999999999998, 78.530000000000001)",0.200499376558
6044,14000000000.0,"(14.779999999999999, 131.27000000000001, 85.390000000000001)",0.0
6045,14000000000.0,"(65.739999999999995, 63.359999999999999, 137.22999999999999)",0.0
6046,56000000000.0,"(19.780000000000001, 71.659999999999997, 34.829999999999998)",0.344093010682
6047,42000000000.0,"(93.543333333333337, 51.00333333333333, 16.126666666666669)",0.230362033909
6048,42000000000.0,"(119.16666666666667, 51.153333333333336, 19.260000000000002)",0.181597846292
6049,56000000000.0,"(18.5, 120.82250000000001, 122.34)",0.594490327928
6050,14000000000.0,"(67.640000000000001, 103.34999999999999, 125.19)",0.0
6051,14000000000.0,"(79.049999999999997, 139.71000000000001, 19.559999999999999)",0.0
6052,14000000000.0,"(89.700000000000003, 103.33, 81.489999999999995)",0.0
6053,28000000000.0,"(112.61, 103.88, 80.299999999999997)",0.155241746963
6054,14000000000.0,"(136.63999999999999, 75.280000000000001, 72.819999999999993)",0.0
6055,14000000000.0,"(132.56, 127.56, 9.6199999999999992)",0.0
6056,56000000000.0,"(134.01499999999999, 6.995000000000001, 74.460000000000008)",0.374232548023
6057,28000000000.0,"(87.340000000000003, 63.140000000000001, 22.045000000000002)",0.283240180765
6058,14000000000.0,"(41.039999999999999, 57.969999999999999, 56.25)",0.0
6059,14000000000.0,"(83.170000000000002, 19.789999999999999, 138.25999999999999)",0.0
6060,28000000000.0,"(102.425, 80.115000000000009, 76.504999999999995)",0.227760839479
6061,14000000000.0,"(79.620000000000005, 83.189999999999998, 58.960000000000001)",0.0
6062,14000000000.0,"(134.66, 118.88, 87.329999999999998)",0.0
6063,14000000000.0,"(109.59999999999999, 111.8, 7.3499999999999996)",0.0
6064,28000000000.0,"(31.119999999999997, 123.295, 139.35500000000002)",0.165981926727
6065,14000000000.0,"(17.859999999999999, 39.619999999999997, 11.449999999999999)",0.0
6066,28000000000.0,"(132.90000000000001, 120.24000000000001, 30.175000000000001)",0.229183332727
6067,28000000000.0,"(134.47999999999999, 10.175000000000001, 34.164999999999999)",0.28469281691
6068,14000000000.0,"(77.469999999999999, 137.38, 100.87)",0.0
6069,14000000000.0,"(113.56, 130.77000000000001, 71.420000000000002)",0.0
6070,14000000000.0,"(10.18, 53.219999999999999, 2.1800000000000002)",0.0
6071,14000000000.0,"(16.710000000000001, 83.609999999999999, 54.520000000000003)",0.0
6072,28000000000.0,"(28.399999999999999, 56.159999999999997, 39.209999999999994)",0.204450483003
6073,28000000000.0,"(113.72499999999999, 4.8300000000000001, 69.960000000000008)",0.163477827243
6074,14000000000.0,"(31.02, 88.700000000000003, 133.05000000000001)",0.0
6075,14000000000.0,"(14.56, 108.53, 57.210000000000001)",0.0
6076,14000000000.0,"(5.8300000000000001, 16.66, 96.849999999999994)",0.0
6077,28000000000.0,"(98.760000000000005, 25.109999999999999, 100.61499999999999)",0.175855053951
6078,42000000000.0,"(38.883333333333333, 66.61333333333333, 0.23999999999999999)",0.322662534409
6079,14000000000.0,"(36.439999999999998, 55.619999999999997, 126.51000000000001)",0.0
6080,14000000000.0,"(140.55000000000001, 19.539999999999999, 89.680000000000007)",0.0
6081,14000000000.0,"(89.359999999999999, 16.640000000000001, 60.68)",0.0
6082,14000000000.0,"(41.729999999999997, 64.349999999999994, 65.689999999999998)",0.0
6083,28000000000.0,"(40.885000000000005, 79.045000000000002, 77.185000000000002)",0.352810147246
6084,14000000000.0,"(19.699999999999999, 79.739999999999995, 29.129999999999999)",0.0
6085,14000000000.0,"(55.32, 31.350000000000001, 12.390000000000001)",0.0
6086,14000000000.0,"(63.530000000000001, 102.63, 84.069999999999993)",0.0
6087,42000000000.0,"(45.006666666666661, 4.4833333333333334, 78.323333333333323)",0.323213036041
6088,14000000000.0,"(66.299999999999997, 4.2300000000000004, 50.460000000000001)",0.0
6089,42000000000.0,"(9.9900000000000002, 99.050000000000011, 62.243333333333339)",0.226470503353
6090,14000000000.0,"(114.02, 24.640000000000001, 74.170000000000002)",0.0
6091,70000000000.0,"(85.628, 127.91800000000001, 58.920000000000002)",0.298449325682
6092,14000000000.0,"(71.200000000000003, 14.1, 47.560000000000002)",0.0
6093,14000000000.0,"(130.46000000000001, 25.719999999999999, 90.829999999999998)",0.0
6094,14000000000.0,"(9.3100000000000005, 80.810000000000002, 43.969999999999999)",0.0
6095,14000000000.0,"(53.490000000000002, 41.409999999999997, 36.549999999999997)",0.0
6096,14000000000.0,"(4.8099999999999996, 47.649999999999999, 85.359999999999999)",0.0
6097,14000000000.0,"(11.220000000000001, 99.230000000000004, 19.760000000000002)",0.0
6098,42000000000.0,"(49.276666666666671, 15.483333333333334, 42.380000000000003)",0.268783266675
6099,14000000000.0,"(20.989999999999998, 1.24, 127.56999999999999)",0.0
6100,14000000000.0,"(34.420000000000002, 51.719999999999999, 10.43)",0.0
6101,14000000000.0,"(3.1499999999999999, 111.98999999999999, 126.25)",0.0
6102,14000000000.0,"(35.130000000000003, 116.59, 31.710000000000001)",0.0
6103,14000000000.0,"(3.4100000000000001, 10.23, 67.859999999999999)",0.0
6104,14000000000.0,"(110.92, 108.52, 43.950000000000003)",0.0
6105,14000000000.0,"(55.170000000000002, 30.07, 87.25)",0.0
6106,14000000000.0,"(74.590000000000003, 126.06, 83.689999999999998)",0.0
6107,28000000000.0,"(122.74000000000001, 115.02, 120.77500000000001)",0.116726175299
6108,98000000000.0,"(66.378571428571419, 122.09571428571428, 85.387142857142862)",0.446478282947
6109,14000000000.0,"(11.16, 120.34, 18.629999999999999)",0.0
6110,14000000000.0,"(55.240000000000002, 133.36000000000001, 136.19)",0.0
6111,14000000000.0,"(104.78, 137.65000000000001, 64.659999999999997)",0.0
6112,14000000000.0,"(84.650000000000006, 6.8200000000000003, 29.18)",0.0
6113,14000000000.0,"(50.960000000000001, 135.44, 22.260000000000002)",0.0
6114,14000000000.0,"(1.4299999999999999, 67.030000000000001, 132.38999999999999)",0.0
6115,14000000000.0,"(96.319999999999993, 107.42, 34.890000000000001)",0.0
6116,14000000000.0,"(29.440000000000001, 135.97, 69.540000000000006)",0.0
6117,14000000000.0,"(60.609999999999999, 138.09999999999999, 30.559999999999999)",0.0
6118,14000000000.0,"(94.689999999999998, 50.030000000000001, 87.819999999999993)",0.0
6119,28000000000.0,"(49.305, 139.98500000000001, 86.080000000000013)",0.359930548856
6120,14000000000.0,"(13.699999999999999, 1.3500000000000001, 50.270000000000003)",0.0
6121,84000000000.0,"(83.976666666666659, 129.72333333333333, 78.301666666666677)",0.367276008836
6122,14000000000.0,"(94.730000000000004, 110.03, 49.659999999999997)",0.0
6123,14000000000.0,"(105.73999999999999, 53.969999999999999, 128.94)",0.0
6124,14000000000.0,"(38.009999999999998, 59.789999999999999, 133.09999999999999)",0.0
6125,14000000000.0,"(66.140000000000001, 55.200000000000003, 3.4399999999999999)",0.0
6126,14000000000.0,"(118.36, 118.33, 0.57999999999999996)",0.0
6127,14000000000.0,"(116.61, 130.19999999999999, 129.06)",0.0
6128,14000000000.0,"(43.880000000000003, 19.77, 122.83)",0.0
6129,14000000000.0,"(98.760000000000005, 135.49000000000001, 90.049999999999997)",0.0
6130,14000000000.0,"(16.98, 66.620000000000005, 105.88)",0.0
6131,14000000000.0,"(76.540000000000006, 68.950000000000003, 124.59)",0.0
6132,14000000000.0,"(100.78, 56.479999999999997, 71.659999999999997)",0.0
6133,28000000000.0,"(43.725000000000001, 85.829999999999998, 135.10000000000002)",0.347742720988
6134,28000000000.0,"(14.645, 4.6399999999999997, 56.445)",0.300582767304
6135,14000000000.0,"(95.030000000000001, 94.790000000000006, 26.280000000000001)",0.0
6136,14000000000.0,"(63.5, 63.009999999999998, 46.969999999999999)",0.0
6137,14000000000.0,"(122.65000000000001, 121.42, 16.09)",0.0
6138,14000000000.0,"(28.739999999999998, 130.47999999999999, 24.0)",0.0
6139,42000000000.0,"(106.23, 31.190000000000001, 96.083333333333329)",0.279085809186
6140,42000000000.0,"(106.31, 83.786666666666676, 66.839999999999989)",0.155848929701
6141,14000000000.0,"(111.12, 20.379999999999999, 134.53999999999999)",0.0
6142,14000000000.0,"(132.72, 121.09999999999999, 136.81)",0.0
6143,14000000000.0,"(63.439999999999998, 134.86000000000001, 94.640000000000001)",0.0
6144,28000000000.0,"(86.400000000000006, 128.41500000000002, 56.745000000000005)",0.0744983221288
6145,14000000000.0,"(110.26000000000001, 107.41, 26.43)",0.0
6146,70000000000.0,"(98.019999999999996, 6.3340000000000005, 21.277999999999999)",0.474004219391
6147,14000000000.0,"(90.0, 36.869999999999997, 27.629999999999999)",0.0
6148,56000000000.0,"(88.847499999999997, 116.41250000000001, 82.210000000000008)",0.382932761722
6149,14000000000.0,"(73.269999999999996, 107.01000000000001, 59.950000000000003)",0.0
6150,28000000000.0,"(96.344999999999999, 52.150000000000006, 69.175000000000011)",0.0815475321515
6151,14000000000.0,"(27.989999999999998, 23.989999999999998, 28.84)",0.0
6152,14000000000.0,"(49.829999999999998, 76.390000000000001, 104.09999999999999)",0.0
6153,14000000000.0,"(12.119999999999999, 95.689999999999998, 51.539999999999999)",0.0
6154,14000000000.0,"(43.469999999999999, 62.009999999999998, 138.06)",0.0
6155,28000000000.0,"(105.73999999999999, 35.290000000000006, 133.42500000000001)",0.368001358693
6156,70000000000.0,"(7.4340000000000002, 94.301999999999992, 58.583999999999989)",0.427204868886
6157,14000000000.0,"(39.130000000000003, 31.260000000000002, 109.7)",0.0
6158,14000000000.0,"(101.54000000000001, 33.939999999999998, 13.880000000000001)",0.0
6159,14000000000.0,"(13.08, 122.31, 135.46000000000001)",0.0
6160,14000000000.0,"(53.729999999999997, 77.599999999999994, 102.22)",0.0
6161,14000000000.0,"(80.829999999999998, 40.049999999999997, 68.930000000000007)",0.0
6162,14000000000.0,"(81.540000000000006, 74.560000000000002, 118.76000000000001)",0.0
6163,14000000000.0,"(53.009999999999998, 41.189999999999998, 48.600000000000001)",0.0
6164,14000000000.0,"(7.54, 49.369999999999997, 26.09)",0.0
6165,14000000000.0,"(80.099999999999994, 14.65, 99.709999999999994)",0.0
6166,42000000000.0,"(26.263333333333332, 32.32, 113.41333333333334)",0.321005365133
6167,14000000000.0,"(22.719999999999999, 44.469999999999999, 32.219999999999999)",0.0
6168,14000000000.0,"(23.02, 44.18, 85.609999999999999)",0.0
6169,14000000000.0,"(12.369999999999999, 31.43, 67.560000000000002)",0.0
6170,14000000000.0,"(86.959999999999994, 58.609999999999999, 52.689999999999998)",0.0
6171,42000000000.0,"(73.356666666666669, 117.21333333333332, 54.393333333333338)",0.375144416636
6172,14000000000.0,"(63.539999999999999, 96.769999999999996, 13.02)",0.0
6173,14000000000.0,"(2.21, 81.530000000000001, 60.399999999999999)",0.0
6174,42000000000.0,"(64.106666666666669, 66.13000000000001, 135.41999999999999)",0.265999164577
6175,14000000000.0,"(0.82999999999999996, 25.760000000000002, 73.969999999999999)",0.0
6176,14000000000.0,"(14.539999999999999, 103.7, 75.909999999999997)",0.0
6177,14000000000.0,"(39.259999999999998, 82.079999999999998, 26.57)",0.0
6178,28000000000.0,"(42.549999999999997, 77.39500000000001, 31.050000000000001)",0.0593717104352
6179,14000000000.0,"(35.299999999999997, 54.780000000000001, 108.26000000000001)",0.0
6180,28000000000.0,"(79.849999999999994, 108.71000000000001, 93.789999999999992)",0.0374165738677
6181,56000000000.0,"(54.237499999999997, 19.34, 4.3674999999999997)",0.420877060435
6182,14000000000.0,"(42.130000000000003, 137.09999999999999, 34.420000000000002)",0.0
6183,14000000000.0,"(112.39, 124.45999999999999, 29.300000000000001)",0.0
6184,14000000000.0,"(73.340000000000003, 108.3, 45.829999999999998)",0.0
6185,14000000000.0,"(103.72, 52.409999999999997, 27.59)",0.0
6186,98000000000.0,"(121.32142857142857, 87.484285714285733, 79.934285714285707)",0.528667944856
6187,28000000000.0,"(124.36500000000001, 128.93000000000001, 48.540000000000006)",0.193971647413
6188,28000000000.0,"(136.06, 12.280000000000001, 30.359999999999999)",0.3410278581
6189,14000000000.0,"(36.549999999999997, 57.520000000000003, 83.840000000000003)",0.0
6190,14000000000.0,"(81.109999999999999, 123.15000000000001, 30.899999999999999)",0.0
6191,14000000000.0,"(39.340000000000003, 120.62, 0.59999999999999998)",0.0
6192,14000000000.0,"(72.909999999999997, 70.390000000000001, 51.539999999999999)",0.0
6193,14000000000.0,"(57.060000000000002, 87.469999999999999, 31.030000000000001)",0.0
6194,14000000000.0,"(0.28999999999999998, 79.670000000000002, 92.109999999999999)",0.0
6195,28000000000.0,"(116.93000000000001, 66.844999999999999, 95.835000000000008)",0.186681547026
6196,14000000000.0,"(64.959999999999994, 32.350000000000001, 117.98)",0.0
6197,84000000000.0,"(130.37333333333333, 1.0733333333333335, 79.614999999999995)",0.446582703551
6198,14000000000.0,"(83.859999999999999, 63.479999999999997, 28.52)",0.0
6199,14000000000.0,"(57.159999999999997, 115.12, 4.2800000000000002)",0.0
6200,14000000000.0,"(0.20999999999999999, 4.5199999999999996, 89.079999999999998)",0.0
6201,14000000000.0,"(76.480000000000004, 114.04000000000001, 89.579999999999998)",0.0
6202,14000000000.0,"(2.9199999999999999, 57.149999999999999, 87.010000000000005)",0.0
6203,14000000000.0,"(83.450000000000003, 2.8700000000000001, 55.68)",0.0
6204,14000000000.0,"(68.599999999999994, 81.319999999999993, 102.63)",0.0
6205,14000000000.0,"(133.81999999999999, 74.340000000000003, 14.51)",0.0
6206,14000000000.0,"(16.84, 59.340000000000003, 33.619999999999997)",0.0
6207,168000000000.0,"(0.64000000000000001, 74.164166666666674, 40.610833333333339)",0.590253006016
6208,14000000000.0,"(90.379999999999995, 136.37, 25.579999999999998)",0.0
6209,14000000000.0,"(57.280000000000001, 75.469999999999999, 1.8999999999999999)",0.0
6210,14000000000.0,"(104.48999999999999, 55.020000000000003, 138.80000000000001)",0.0
6211,14000000000.0,"(22.859999999999999, 79.680000000000007, 119.11)",0.0
6212,42000000000.0,"(63.816666666666663, 134.73333333333335, 69.433333333333337)",0.220756275864
6213,14000000000.0,"(43.740000000000002, 83.769999999999996, 22.07)",0.0
6214,14000000000.0,"(105.27, 71.609999999999999, 55.079999999999998)",0.0
6215,14000000000.0,"(42.490000000000002, 82.489999999999995, 38.899999999999999)",0.0
6216,14000000000.0,"(109.84, 105.63, 38.259999999999998)",0.0
6217,14000000000.0,"(114.97, 78.269999999999996, 87.709999999999994)",0.0
6218,28000000000.0,"(135.67500000000001, 30.965, 79.960000000000008)",0.0339116499156
6219,70000000000.0,"(8.3259999999999987, 56.932000000000002, 5.7679999999999998)",0.425647741683
6220,14000000000.0,"(45.810000000000002, 58.899999999999999, 80.549999999999997)",0.0
6221,14000000000.0,"(108.23, 112.09, 10.49)",0.0
6222,140000000000.0,"(57.929000000000009, 0.44800000000000006, 5.0190000000000001)",0.319740519797
6223,14000000000.0,"(2.6600000000000001, 23.329999999999998, 59.159999999999997)",0.0
6224,84000000000.0,"(54.366666666666674, 129.72499999999999, 139.98166666666665)",0.210778978501
6225,14000000000.0,"(75.329999999999998, 102.01000000000001, 112.09)",0.0
6226,14000000000.0,"(11.720000000000001, 58.619999999999997, 83.230000000000004)",0.0
6227,14000000000.0,"(62.75, 46.25, 115.05)",0.0
6228,14000000000.0,"(27.870000000000001, 11.18, 128.44999999999999)",0.0
6229,28000000000.0,"(99.120000000000005, 24.505000000000003, 60.144999999999996)",0.225942470554
6230,14000000000.0,"(66.939999999999998, 57.460000000000001, 46.049999999999997)",0.0
6231,14000000000.0,"(52.590000000000003, 40.350000000000001, 32.609999999999999)",0.0
6232,14000000000.0,"(27.350000000000001, 74.560000000000002, 41.759999999999998)",0.0
6233,14000000000.0,"(136.86000000000001, 121.5, 118.72)",0.0
6234,14000000000.0,"(79.390000000000001, 132.09, 18.25)",0.0
6235,14000000000.0,"(20.510000000000002, 70.670000000000002, 84.469999999999999)",0.0
6236,14000000000.0,"(47.149999999999999, 65.379999999999995, 22.719999999999999)",0.0
6237,84000000000.0,"(118.74166666666667, 16.939999999999998, 90.771666666666661)",0.247644458403
6238,14000000000.0,"(99.599999999999994, 140.94, 95.620000000000005)",0.0
6239,14000000000.0,"(130.97, 131.53, 117.23)",0.0
6240,14000000000.0,"(126.59, 132.06, 76.640000000000001)",0.0
6241,70000000000.0,"(66.045999999999992, 77.569999999999993, 58.284000000000006)",0.403346005311
6242,14000000000.0,"(90.879999999999995, 26.600000000000001, 80.549999999999997)",0.0
6243,56000000000.0,"(91.302499999999995, 28.989999999999998, 64.422499999999999)",0.523008126132
6244,42000000000.0,"(69.873333333333335, 51.803333333333335, 139.27333333333334)",0.161451747177
6245,14000000000.0,"(60.560000000000002, 49.509999999999998, 127.17)",0.0
6246,42000000000.0,"(7.663333333333334, 95.976666666666674, 45.173333333333325)",0.209443707632
6247,238000000000.0,"(115.28823529411764, 102.12941176470589, 79.440588235294101)",0.630855408721
6248,42000000000.0,"(5.4699999999999998, 14.363333333333335, 84.383333333333326)",0.244358570775
6249,14000000000.0,"(47.140000000000001, 118.15000000000001, 55.369999999999997)",0.0
6250,14000000000.0,"(123.53, 130.96000000000001, 109.20999999999999)",0.0
6251,14000000000.0,"(75.900000000000006, 106.87, 47.340000000000003)",0.0
6252,70000000000.0,"(59.286000000000001, 49.980000000000004, 110.16400000000002)",0.288180498993
6253,14000000000.0,"(52.530000000000001, 125.34999999999999, 10.039999999999999)",0.0
6254,28000000000.0,"(55.024999999999999, 13.5, 120.41)",0.360312364484
6255,14000000000.0,"(129.56, 55.299999999999997, 37.950000000000003)",0.0
6256,28000000000.0,"(23.030000000000001, 137.86500000000001, 82.840000000000003)",0.0687386354243
6257,14000000000.0,"(111.72, 17.350000000000001, 4.7800000000000002)",0.0
6258,14000000000.0,"(63.700000000000003, 41.960000000000001, 122.33)",0.0
6259,56000000000.0,"(98.317499999999995, 26.260000000000002, 6.2300000000000004)",0.411118900076
6260,14000000000.0,"(47.329999999999998, 81.719999999999999, 71.310000000000002)",0.0
6261,14000000000.0,"(91.640000000000001, 128.97999999999999, 82.219999999999999)",0.0
6262,14000000000.0,"(44.119999999999997, 70.5, 69.439999999999998)",0.0
6263,14000000000.0,"(34.479999999999997, 3.4399999999999999, 49.57)",0.0
6264,14000000000.0,"(94.549999999999997, 70.760000000000005, 2.9700000000000002)",0.0
6265,14000000000.0,"(43.380000000000003, 74.370000000000005, 22.890000000000001)",0.0
6266,14000000000.0,"(51.969999999999999, 126.26000000000001, 0.96999999999999997)",0.0
6267,14000000000.0,"(79.030000000000001, 50.719999999999999, 41.859999999999999)",0.0
6268,14000000000.0,"(33.770000000000003, 65.120000000000005, 51.710000000000001)",0.0
6269,70000000000.0,"(33.786000000000001, 83.221999999999994, 5.9199999999999999)",0.22803508502
6270,28000000000.0,"(2.7400000000000002, 41.034999999999997, 2.9249999999999998)",0.177623196683
6271,28000000000.0,"(27.185000000000002, 0.46499999999999997, 66.340000000000003)",0.352349258549
6272,14000000000.0,"(67.780000000000001, 67.480000000000004, 100.67)",0.0
6273,14000000000.0,"(87.620000000000005, 4.1299999999999999, 121.61)",0.0
6274,28000000000.0,"(40.469999999999999, 60.060000000000002, 7.0549999999999997)",0.26930466019
6275,14000000000.0,"(67.790000000000006, 61.530000000000001, 17.609999999999999)",0.0
6276,14000000000.0,"(13.68, 69.769999999999996, 39.850000000000001)",0.0
6277,14000000000.0,"(117.81999999999999, 60.719999999999999, 15.1)",0.0
6278,14000000000.0,"(83.450000000000003, 26.02, 18.300000000000001)",0.0
6279,14000000000.0,"(90.159999999999997, 19.850000000000001, 115.64)",0.0
6280,14000000000.0,"(86.120000000000005, 126.61, 39.509999999999998)",0.0
6281,28000000000.0,"(137.58499999999998, 109.21000000000001, 132.78)",0.36335244598
6282,154000000000.0,"(90.757272727272735, 42.549090909090907, 32.444545454545455)",0.629630614522
6283,28000000000.0,"(55.700000000000003, 131.11000000000001, 127.16999999999999)",0.345687720349
6284,14000000000.0,"(139.63, 5.9199999999999999, 51.859999999999999)",0.0
6285,14000000000.0,"(126.86, 69.390000000000001, 7.1900000000000004)",0.0
6286,14000000000.0,"(116.26000000000001, 20.620000000000001, 86.569999999999993)",0.0
6287,14000000000.0,"(32.299999999999997, 5.5199999999999996, 25.859999999999999)",0.0
6288,14000000000.0,"(93.540000000000006, 8.8599999999999994, 91.590000000000003)",0.0
6289,14000000000.0,"(93.150000000000006, 43.090000000000003, 101.38)",0.0
6290,14000000000.0,"(69.459999999999994, 93.739999999999995, 118.84)",0.0
6291,14000000000.0,"(50.280000000000001, 65.5, 98.010000000000005)",0.0
6292,14000000000.0,"(20.649999999999999, 62.439999999999998, 31.949999999999999)",0.0
6293,14000000000.0,"(130.93000000000001, 125.90000000000001, 133.09999999999999)",0.0
6294,14000000000.0,"(41.619999999999997, 99.950000000000003, 6.4299999999999997)",0.0
6295,28000000000.0,"(6.8449999999999998, 24.365000000000002, 65.849999999999994)",0.285043856275
6296,14000000000.0,"(80.540000000000006, 49.539999999999999, 123.63)",0.0
6297,14000000000.0,"(134.09999999999999, 112.03, 44.700000000000003)",0.0
6298,14000000000.0,"(111.09, 90.459999999999994, 95.920000000000002)",0.0
6299,14000000000.0,"(139.66999999999999, 97.359999999999999, 34.93)",0.0
6300,14000000000.0,"(30.469999999999999, 67.5, 82.590000000000003)",0.0
6301,14000000000.0,"(133.72, 35.520000000000003, 85.349999999999994)",0.0
6302,14000000000.0,"(136.33000000000001, 79.019999999999996, 128.36000000000001)",0.0
6303,14000000000.0,"(140.27000000000001, 113.61, 80.159999999999997)",0.0
6304,42000000000.0,"(129.84666666666666, 116.08999999999999, 4.71)",0.222760459288
6305,14000000000.0,"(113.48, 23.210000000000001, 87.109999999999999)",0.0
6306,14000000000.0,"(87.659999999999997, 91.010000000000005, 65.599999999999994)",0.0
6307,28000000000.0,"(56.114999999999995, 45.82, 75.030000000000001)",0.308423410266
