,index,Mass,Center of Mass,RMS Radius,Potential Issue
54,255,546000000000.0,"(106.1430769230769, 54.368205128205133, 135.75256410256412)",0.74704458244,
55,259,168000000000.0,"(83.307500000000005, 67.974999999999994, 115.01666666666665)",0.412228867122,
56,260,630000000000.0,"(84.557111111111141, 133.40266666666668, 70.819111111111098)",0.71553816404,
57,265,504000000000.0,"(117.9088888888889, 111.48638888888887, 22.692499999999995)",0.550435714056,
58,268,224000000000.0,"(30.793125, 59.689999999999984, 35.740625000000001)",0.657040595207,
59,280,350000000000.0,"(12.541600000000001, 6.6919999999999993, 45.849200000000003)",0.635242315971,
60,292,784000000000.0,"(51.509999999999998, 76.617857142857162, 19.98160714285714)",1.25658194416,
61,303,224000000000.0,"(97.775000000000006, 22.573125000000001, 6.2093749999999996)",0.65295661705,
62,306,266000000000.0,"(113.33473684210524, 52.637894736842107, 7.7947368421052632)",0.732460279429,
63,315,322000000000.0,"(61.887826086956515, 30.493478260869562, 134.24260869565219)",0.761370518317,
64,319,406000000000.0,"(122.39137931034486, 116.48793103448276, 125.84758620689655)",0.92404194046,
65,324,210000000000.0,"(123.02333333333333, 69.671333333333351, 6.2379999999999995)",0.843530148312,
66,333,910000000000.0,"(139.17830769230767, 102.00307692307693, 8.6616923076923094)",0.724182428224,
67,340,686000000000.0,"(38.758775510204067, 75.673469387755091, 91.743877551020404)",0.86786390356,
68,341,1344000000000.0,"(73.90833333333336, 68.837604166666637, 9.798333333333332)",1.20499747417,
69,346,322000000000.0,"(97.956956521739144, 51.539999999999992, 69.689565217391333)",0.495834062736,
70,348,686000000000.0,"(75.904489795918352, 97.616326530612241, 93.90877551020408)",1.22436387108,
71,350,182000000000.0,"(118.81, 91.613846153846154, 59.29461538461539)",0.531979667717,
72,385,238000000000.0,"(86.879411764705878, 49.554705882352948, 44.510588235294115)",0.486573358516,
73,408,1890000000000.0,"(126.96755555555549, 124.39496296296299, 24.391851851851861)",1.33507692991,
74,415,266000000000.0,"(52.119473684210533, 111.38263157894737, 138.56526315789472)",0.586395629072,
75,418,308000000000.0,"(101.77818181818184, 130.18363636363637, 13.625909090909092)",0.450038795389,
76,419,1274000000000.0,"(45.129120879120876, 81.222527472527489, 66.555384615384611)",1.14341934608,
77,425,238000000000.0,"(107.51235294117647, 15.243529411764708, 18.391176470588238)",0.611808821939,
78,428,196000000000.0,"(23.782857142857146, 138.8807142857143, 56.942142857142869)",0.525643434667,
79,433,1344000000000.0,"(71.922187500000007, 59.467812500000001, 10.854062500000005)",0.924065952254,
80,435,532000000000.0,"(48.822631578947373, 52.160000000000004, 80.191052631578984)",0.792748296432,
81,441,938000000000.0,"(68.559701492537314, 133.11223880597015, 34.846268656716411)",0.810773772422,
82,446,546000000000.0,"(52.750256410256405, 17.814102564102566, 7.7125641025641016)",0.729368968837,
83,451,168000000000.0,"(66.787499999999994, 53.810000000000002, 50.192499999999995)",0.534840318849,
84,462,294000000000.0,"(80.698095238095235, 52.730952380952374, 127.69142857142855)",0.736651429645,
85,467,154000000000.0,"(94.639090909090882, 130.47545454545454, 76.142727272727271)",0.405976020136,
86,484,434000000000.0,"(79.419032258064505, 48.365483870967729, 68.504516129032268)",0.647053032967,
87,493,742000000000.0,"(71.763018867924529, 127.92830188679243, 48.844150943396237)",1.12452548436,
88,501,252000000000.0,"(135.24333333333334, 78.795555555555566, 105.95166666666667)",0.670873992327,
89,512,252000000000.0,"(99.808888888888873, 64.194999999999993, 21.033888888888889)",0.508825202225,
90,513,336000000000.0,"(86.323333333333323, 128.51416666666665, 89.082916666666662)",0.80084883353,
91,514,168000000000.0,"(38.952499999999993, 36.308333333333337, 31.315000000000001)",0.403473632623,
92,522,252000000000.0,"(48.479444444444447, 19.417777777777779, 110.29222222222224)",0.601955916929,
93,525,350000000000.0,"(107.31479999999999, 78.676800000000014, 82.590800000000002)",0.486840918576,
94,529,630000000000.0,"(57.829111111111111, 113.01711111111112, 128.55022222222226)",0.946333118078,
95,533,756000000000.0,"(30.547592592592586, 83.558888888888916, 54.950370370370365)",0.958854572866,
96,540,658000000000.0,"(107.21702127659576, 117.6521276595744, 15.834468085106382)",0.820294860257,
97,542,182000000000.0,"(121.42153846153847, 140.9823076923077, 66.814615384615379)",0.302543458661,yes
98,545,266000000000.0,"(83.006842105263146, 52.094736842105263, 64.667368421052629)",0.731244527882,
99,546,546000000000.0,"(116.97974358974359, 1.9794871794871796, 54.521538461538455)",0.789560001971,
100,565,616000000000.0,"(73.86931818181823, 63.653181818181835, 48.322272727272733)",0.700555085404,
101,568,196000000000.0,"(114.75500000000001, 45.626428571428562, 30.088571428571431)",0.531510170387,
102,581,154000000000.0,"(131.30727272727273, 79.579090909090894, 61.646363636363624)",0.573820025346,
103,583,532000000000.0,"(100.64499999999998, 137.19578947368421, 68.998684210526321)",0.726377285726,
104,593,672000000000.0,"(29.732708333333331, 133.18062499999996, 60.266249999999992)",0.865488231273,
105,594,336000000000.0,"(89.181666666666686, 137.02625, 26.542916666666667)",0.676270152709,
106,601,378000000000.0,"(68.365925925925936, 110.46037037037034, 93.477037037037036)",0.639852735115,
107,615,392000000000.0,"(115.25500000000001, 67.068928571428586, 86.754642857142855)",0.905697526884,
108,618,168000000000.0,"(132.65666666666667, 99.740833333333327, 7.7950000000000008)",0.298225073467,
109,629,294000000000.0,"(71.297142857142873, 72.190952380952368, 9.855714285714285)",0.622342877839,
110,639,280000000000.0,"(54.962000000000003, 131.88899999999998, 98.480000000000004)",0.684466945878,
111,640,504000000000.0,"(132.19555555555556, 130.10916666666665, 101.00944444444444)",0.859889411135,
112,655,504000000000.0,"(88.015000000000015, 54.07277777777778, 65.353888888888875)",0.961796319651,
113,660,266000000000.0,"(81.534210526315789, 28.289999999999999, 102.67157894736843)",0.534332627996,
114,663,280000000000.0,"(66.210000000000008, 139.84700000000001, 75.9435)",0.643555553158,
115,674,770000000000.0,"(74.155272727272731, 107.26727272727271, 94.323454545454538)",0.845795004763,
116,702,406000000000.0,"(105.71827586206895, 136.69137931034484, 64.905862068965547)",0.55747775799,
117,715,168000000000.0,"(16.166666666666668, 67.566666666666677, 108.00749999999999)",0.347030057936,
118,716,910000000000.0,"(64.098000000000013, 109.52400000000003, 120.06123076923078)",1.21800405164,
119,717,294000000000.0,"(22.358571428571434, 81.684761904761913, 24.647619047619049)",0.830833256572,
120,728,196000000000.0,"(20.454285714285714, 19.89142857142857, 28.241428571428568)",0.632302239794,
121,734,798000000000.0,"(9.8561403508771921, 47.43578947368421, 106.70842105263155)",1.33534737084,
122,738,392000000000.0,"(65.463928571428568, 75.667500000000004, 106.33535714285715)",0.631503005471,
123,746,798000000000.0,"(12.284035087719296, 60.647017543859633, 53.236842105263165)",0.949938100395,
124,747,154000000000.0,"(51.713636363636368, 56.422727272727279, 73.723636363636373)",0.783612106775,
125,756,252000000000.0,"(96.927222222222198, 58.248888888888899, 77.593333333333334)",0.487188013496,
126,760,154000000000.0,"(68.549999999999997, 2.4090909090909092, 27.532727272727275)",0.315840738191,
127,788,336000000000.0,"(70.672916666666666, 108.32166666666667, 104.81208333333335)",0.56883744749,
128,803,686000000000.0,"(15.635306122448979, 51.150408163265297, 115.38204081632652)",0.793216239957,
129,809,980000000000.0,"(95.572000000000031, 34.621142857142857, 105.78500000000004)",0.755316192743,
130,813,168000000000.0,"(6.6449999999999996, 117.455, 95.381666666666661)",0.421225065203,
131,820,224000000000.0,"(56.801875000000003, 132.15000000000001, 128.42000000000002)",0.849920722406,
132,829,224000000000.0,"(63.928750000000001, 96.442499999999981, 19.088125000000005)",0.550733530734,
133,830,1708000000000.0,"(119.47057377049174, 84.445573770491791, 85.670655737704919)",0.966514852842,
134,860,252000000000.0,"(6.6772222222222224, 31.207777777777778, 17.171111111111113)",0.426161810688,
135,863,182000000000.0,"(71.207692307692312, 42.576923076923087, 117.90000000000002)",0.55652131705,
136,875,602000000000.0,"(95.673953488372064, 114.83883720930231, 77.381395348837188)",0.868398499866,
137,889,336000000000.0,"(5.3395833333333327, 75.639166666666668, 54.448333333333331)",0.56131588329,
138,892,364000000000.0,"(135.25846153846155, 100.04961538461541, 81.152692307692305)",0.697389256548,
139,899,154000000000.0,"(60.283636363636376, 120.57090909090908, 122.29818181818179)",0.773475573506,
140,901,238000000000.0,"(6.6405882352941186, 57.611176470588241, 52.724117647058812)",0.430900722355,
141,902,378000000000.0,"(109.74185185185182, 124.94148148148146, 127.41703703703705)",0.555601479583,
142,919,182000000000.0,"(80.136923076923068, 53.99307692307692, 43.150000000000006)",0.795620408436,
143,921,182000000000.0,"(90.43692307692308, 55.509230769230776, 67.598461538461535)",0.804503595705,
144,927,574000000000.0,"(56.684390243902449, 128.64097560975611, 130.87731707317073)",0.71982341347,
145,936,294000000000.0,"(55.065714285714279, 9.5233333333333317, 102.81333333333333)",0.483796868976,
146,960,224000000000.0,"(40.072499999999998, 54.223124999999996, 36.794374999999995)",0.537252123076,
147,965,336000000000.0,"(126.7475, 68.754583333333343, 75.905000000000001)",0.583711038433,
148,971,168000000000.0,"(121.62499999999999, 108.09166666666665, 21.846666666666668)",0.591913094222,
149,1023,364000000000.0,"(81.435000000000016, 128.31038461538461, 44.696923076923063)",0.720851526375,
150,1040,462000000000.0,"(86.544545454545442, 88.535454545454556, 12.584242424242426)",0.738381572217,
151,1045,238000000000.0,"(14.450588235294116, 110.79117647058823, 77.738823529411761)",0.526310524468,
152,1046,154000000000.0,"(37.687272727272727, 93.189999999999998, 92.193636363636358)",0.275725938911,
153,1077,336000000000.0,"(71.427500000000009, 39.858750000000001, 22.678749999999997)",0.61397526416,
154,1094,294000000000.0,"(123.9809523809524, 97.799047619047585, 81.155714285714268)",0.330934908754,
155,1121,364000000000.0,"(32.080769230769235, 140.64769230769232, 70.608461538461512)",0.607218900315,yes
156,1128,196000000000.0,"(42.701428571428565, 74.710000000000008, 23.919285714285714)",0.565184185258,
157,1138,238000000000.0,"(56.246470588235283, 25.677058823529414, 106.66823529411765)",0.484560943493,
158,1152,1610000000000.0,"(26.803043478260864, 88.982608695652161, 140.2936521739131)",1.10528028419,yes
159,1174,280000000000.0,"(6.6404999999999985, 101.116, 4.9255000000000004)",0.589723240173,
160,1175,574000000000.0,"(56.929512195121944, 137.62853658536585, 126.17756097560975)",0.971406555472,
161,1180,182000000000.0,"(106.94692307692307, 124.96615384615386, 112.38307692307694)",0.372337888159,
162,1187,448000000000.0,"(114.82437500000002, 56.534375000000004, 130.10468750000001)",0.618187165099,
163,1197,224000000000.0,"(115.574375, 129.19, 16.172500000000003)",0.59012147849,
164,1205,168000000000.0,"(103.24916666666665, 7.7516666666666652, 88.643333333333331)",0.714546767772,
165,1207,490000000000.0,"(12.878, 53.127428571428567, 109.54599999999999)",0.842053078942,
166,1215,434000000000.0,"(79.424193548387095, 90.762903225806454, 108.49451612903229)",0.821810771923,
167,1219,532000000000.0,"(99.815000000000012, 13.866578947368419, 20.532368421052638)",1.16433957003,
168,1249,252000000000.0,"(51.507222222222218, 122.47277777777779, 5.657222222222221)",0.62156090849,
169,1252,630000000000.0,"(79.157999999999987, 138.74422222222222, 26.210888888888888)",1.05801262566,
170,1265,210000000000.0,"(90.600666666666669, 133.28933333333333, 92.979333333333344)",0.393012298366,
171,1276,616000000000.0,"(128.84090909090907, 80.468863636363636, 61.576363636363673)",0.838909262078,
172,1299,168000000000.0,"(8.9808333333333312, 127.98, 20.136666666666667)",0.398158085578,
173,1302,196000000000.0,"(7.6307142857142853, 73.519999999999996, 45.739285714285714)",1.01448036362,
174,1304,490000000000.0,"(16.111142857142859, 26.849714285714292, 33.427428571428578)",0.688495668624,
175,1305,322000000000.0,"(79.272173913043474, 42.400434782608691, 114.46260869565216)",0.77529602859,
176,1313,308000000000.0,"(61.879545454545458, 81.181818181818187, 62.198181818181816)",0.59992992015,
177,1326,238000000000.0,"(20.797058823529415, 1.4488235294117651, 56.118235294117653)",0.496693565763,yes
178,1332,294000000000.0,"(52.634285714285703, 82.739523809523817, 24.085714285714282)",0.734773169065,
179,1334,406000000000.0,"(64.497931034482761, 108.95241379310345, 85.240689655172417)",0.657848979196,
180,1336,168000000000.0,"(21.648333333333337, 13.285000000000002, 27.164166666666663)",0.484592469103,
181,1348,938000000000.0,"(84.68223880597013, 96.434029850746313, 108.67537313432835)",1.78409240186,
182,1382,364000000000.0,"(54.907692307692322, 124.93923076923078, 131.01423076923072)",0.689132140093,
183,1386,574000000000.0,"(97.848292682926825, 49.562926829268292, 5.3646341463414622)",0.660547606905,
184,1389,238000000000.0,"(35.911764705882355, 75.359411764705897, 84.905882352941177)",0.629404617881,
185,1394,700000000000.0,"(12.930199999999997, 97.581400000000016, 21.149599999999992)",0.733712368711,
186,1401,154000000000.0,"(75.430000000000007, 99.86636363636363, 94.621818181818171)",0.54166562831,
187,1414,406000000000.0,"(91.902068965517259, 52.784827586206887, 16.928620689655176)",0.666342172316,
188,1421,378000000000.0,"(59.018148148148143, 48.165555555555542, 111.03481481481479)",0.461717732761,
189,1423,196000000000.0,"(48.841428571428573, 120.67785714285715, 72.524285714285739)",0.496354567968,
190,1425,434000000000.0,"(113.99064516129029, 105.34161290322579, 1.5790322580645162)",0.758250903648,yes
191,1430,168000000000.0,"(82.833333333333329, 127.79416666666668, 59.014999999999993)",0.520901328895,
192,1434,154000000000.0,"(78.780000000000001, 31.890000000000001, 105.41272727272727)",0.61756252402,
193,1445,182000000000.0,"(70.946923076923071, 117.60538461538462, 115.49153846153847)",0.502315349217,
194,1473,406000000000.0,"(111.72068965517242, 141.0451724137931, 61.988965517241382)",0.774484908033,yes
195,1476,364000000000.0,"(16.685769230769235, 7.1511538461538464, 57.535769230769226)",0.606704040616,
196,1489,238000000000.0,"(30.895294117647069, 90.315294117647056, 52.354705882352945)",0.493240818658,
197,1495,406000000000.0,"(79.444827586206884, 57.702068965517235, 18.820344827586204)",0.772383158259,
198,1578,406000000000.0,"(29.857586206896556, 68.012068965517258, 78.929655172413788)",0.704603176368,
199,1589,196000000000.0,"(113.72428571428573, 7.6314285714285726, 10.539285714285715)",0.417030929211,
200,1600,560000000000.0,"(119.60775000000001, 21.835750000000004, 89.914749999999998)",0.53668129509,
201,1602,504000000000.0,"(57.649444444444448, 81.191388888888923, 19.650277777777784)",0.772652657816,
202,1614,238000000000.0,"(70.673529411764704, 50.699411764705879, 63.277647058823533)",0.457717369467,
203,1619,252000000000.0,"(136.57055555555556, 54.110555555555543, 82.230555555555554)",0.735590591646,
204,1621,238000000000.0,"(15.024705882352945, 54.162352941176472, 101.81941176470586)",0.556164571995,
205,1630,182000000000.0,"(90.699230769230766, 124.18999999999998, 39.571538461538459)",0.560525957572,
206,1656,364000000000.0,"(67.458461538461535, 57.009615384615387, 140.36346153846154)",0.877825615171,yes
207,1675,308000000000.0,"(45.525909090909096, 63.826818181818176, 99.015000000000001)",0.552101731852,
208,1694,322000000000.0,"(9.7113043478260863, 89.791304347826085, 81.676521739130436)",0.594015205422,
209,1727,308000000000.0,"(10.490454545454543, 88.219545454545482, 127.4840909090909)",0.51863118474,
210,1778,168000000000.0,"(46.529166666666661, 17.085000000000001, 30.832499999999996)",0.402224716076,
211,1793,476000000000.0,"(4.5347058823529407, 80.336176470588228, 4.3158823529411761)",0.718946809973,
212,1809,322000000000.0,"(19.311739130434784, 121.14130434782609, 45.518260869565218)",0.646028729309,
213,1839,294000000000.0,"(2.3847619047619046, 55.760952380952382, 89.617619047619044)",0.55248726399,
214,1876,378000000000.0,"(66.812592592592608, 137.38851851851854, 67.533333333333331)",0.899663707938,
215,1888,280000000000.0,"(24.458000000000002, 6.0790000000000006, 25.7745)",0.685959000233,
216,1892,252000000000.0,"(73.142222222222216, 103.41944444444445, 132.33166666666668)",0.772199440112,
217,1897,210000000000.0,"(109.79066666666668, 109.55733333333333, 4.9473333333333329)",0.482789118905,
218,1901,434000000000.0,"(125.55677419354841, 67.766774193548386, 77.494193548387088)",0.952797403869,
219,1908,588000000000.0,"(4.2790476190476197, 46.216428571428558, 8.459761904761903)",0.680493934921,
220,1937,182000000000.0,"(92.382307692307691, 45.863076923076918, 25.449999999999996)",0.43829281504,
221,1957,378000000000.0,"(14.735925925925926, 100.84074074074071, 3.1266666666666669)",0.703847548651,
222,1964,308000000000.0,"(21.978636363636358, 67.038636363636371, 132.92909090909092)",0.638880412768,
223,1973,840000000000.0,"(57.466833333333319, 55.98299999999999, 107.09066666666666)",0.986216099262,
224,1989,266000000000.0,"(70.804210526315785, 130.06526315789475, 85.035263157894747)",0.656618551701,
225,1991,350000000000.0,"(111.78079999999999, 0.26160000000000005, 62.440400000000018)",0.579075677265,yes
226,1999,308000000000.0,"(44.300909090909094, 49.599545454545435, 89.221363636363634)",0.605780351869,
227,2033,168000000000.0,"(120.32916666666667, 67.80416666666666, 81.768333333333331)",0.622759316804,
228,2035,448000000000.0,"(21.846562499999997, 85.067812499999988, 23.729374999999994)",0.745797732507,
229,2042,182000000000.0,"(1.4923076923076921, 56.408461538461538, 112.13384615384615)",0.506914322324,yes
230,2044,266000000000.0,"(68.93526315789471, 112.86631578947369, 90.032631578947374)",0.633091172054,
231,2067,588000000000.0,"(125.86714285714288, 102.34833333333333, 125.25809523809518)",0.609455027741,
232,2078,210000000000.0,"(23.391333333333332, 109.29666666666668, 2.5233333333333334)",0.523720026986,
233,2093,210000000000.0,"(22.802000000000003, 138.25133333333332, 55.775999999999989)",0.525456838274,
234,2108,154000000000.0,"(44.449999999999996, 14.144545454545455, 21.179090909090913)",0.422090429385,
235,2109,238000000000.0,"(30.149999999999999, 108.42058823529412, 127.4841176470588)",0.528076748118,
236,2139,238000000000.0,"(16.281176470588235, 68.282352941176484, 138.2382352941176)",0.451737131511,
237,2165,266000000000.0,"(60.711578947368423, 125.73210526315789, 76.506315789473661)",0.92118946352,
238,2178,182000000000.0,"(123.43923076923076, 56.406923076923093, 33.810000000000002)",0.266540404033,
239,2194,364000000000.0,"(120.80615384615385, 140.44653846153849, 89.207307692307708)",0.720574433902,yes
240,2201,1148000000000.0,"(63.172439024390236, 93.985609756097531, 21.236707317073176)",0.857077725671,
241,2208,266000000000.0,"(65.978947368421046, 116.72421052631577, 85.454736842105262)",0.512194236875,
242,2210,266000000000.0,"(120.25578947368425, 61.930526315789479, 78.532631578947388)",0.543658480056,
243,2222,308000000000.0,"(38.525454545454544, 92.580454545454543, 125.44681818181822)",0.606761829185,
244,2242,742000000000.0,"(104.22339622641509, 105.61301886792454, 2.3001886792452839)",0.762874452115,
245,2296,154000000000.0,"(71.216363636363653, 2.2718181818181815, 58.25090909090909)",0.589245209871,
246,2301,252000000000.0,"(7.7749999999999995, 68.284444444444432, 78.164444444444442)",0.487381831199,
247,2302,504000000000.0,"(124.57194444444447, 102.60027777777776, 26.060277777777781)",0.805714974647,
248,2317,168000000000.0,"(48.014166666666661, 44.142500000000005, 34.124166666666667)",0.452751618195,
249,2329,210000000000.0,"(97.390666666666661, 32.039333333333339, 107.08066666666666)",0.491289459823,
250,2347,168000000000.0,"(54.144999999999989, 128.34916666666666, 19.080833333333334)",0.594732666367,
251,2355,266000000000.0,"(8.4200000000000017, 57.071052631578958, 85.441578947368427)",0.452492022549,
252,2357,448000000000.0,"(54.520625000000003, 12.425625000000002, 119.22218749999999)",0.723678145721,
253,2369,238000000000.0,"(134.52764705882353, 100.21176470588235, 124.05000000000003)",0.385864418522,
254,2377,392000000000.0,"(121.31892857142854, 108.87714285714287, 127.77892857142857)",0.619467142645,
255,2379,350000000000.0,"(57.997199999999992, 70.315200000000004, 8.9312000000000005)",0.750668821785,
256,2390,196000000000.0,"(64.750000000000014, 87.147142857142867, 106.70785714285715)",0.329254724293,
257,2393,504000000000.0,"(128.44416666666666, 43.398055555555544, 16.296388888888892)",0.795160176814,
258,2401,182000000000.0,"(85.967692307692303, 1.213846153846154, 85.730769230769226)",0.349001958252,
259,2463,448000000000.0,"(80.913124999999994, 124.51281250000002, 58.929062500000001)",0.693325461318,
260,2471,1064000000000.0,"(45.796052631578931, 52.088815789473664, 37.281184210526312)",0.861105490753,
261,2489,168000000000.0,"(97.430833333333339, 90.991666666666674, 92.534999999999982)",0.498661402601,
262,2504,196000000000.0,"(15.197857142857144, 75.760714285714286, 35.505714285714284)",0.557191389828,
263,2508,168000000000.0,"(113.16750000000002, 7.105833333333333, 19.328333333333337)",0.541316553517,
264,2528,238000000000.0,"(37.278823529411767, 84.579411764705881, 66.938823529411764)",0.494168764863,
265,2530,280000000000.0,"(16.922499999999999, 89.608499999999992, 80.809000000000012)",0.441498018116,
266,2556,168000000000.0,"(59.567499999999995, 100.10083333333334, 11.278333333333334)",0.408868696663,
267,2569,392000000000.0,"(38.502857142857145, 66.318571428571417, 141.03142857142856)",0.594470266674,yes
268,2573,182000000000.0,"(5.3076923076923075, 88.59615384615384, 59.593076923076929)",0.540684422718,
269,2628,336000000000.0,"(0.94166666666666643, 91.255833333333328, 81.534166666666664)",0.602843954381,yes
270,2629,336000000000.0,"(26.952499999999997, 67.45708333333333, 76.079166666666666)",0.726318604524,
271,2662,238000000000.0,"(3.3082352941176474, 15.890000000000001, 85.961764705882345)",0.524734897641,
272,2671,154000000000.0,"(75.362727272727284, 82.672727272727272, 99.817272727272723)",0.504493854855,
273,2679,266000000000.0,"(109.01000000000003, 116.46894736842107, 13.422105263157896)",0.606104678159,
274,2681,224000000000.0,"(79.771250000000009, 122.216875, 71.508749999999992)",0.601024840897,
275,2758,154000000000.0,"(121.90363636363635, 105.99272727272728, 25.678181818181816)",0.295486711536,
276,2764,224000000000.0,"(26.430624999999999, 87.560000000000002, 21.022499999999997)",0.474538838637,
277,2781,182000000000.0,"(28.364615384615384, 88.373076923076923, 0.58307692307692305)",0.670755998458,yes
278,2794,210000000000.0,"(71.62733333333334, 71.384, 109.14133333333332)",0.352800856638,
279,2830,196000000000.0,"(132.56714285714284, 50.708571428571425, 37.503571428571433)",0.320510593922,
280,2841,378000000000.0,"(73.496296296296293, 137.0692592592593, 23.411481481481481)",0.775785278511,
281,2870,224000000000.0,"(23.216875000000002, 8.7806250000000006, 39.43312499999999)",0.52083954163,
282,2883,168000000000.0,"(47.060000000000002, 10.034166666666666, 41.893333333333338)",0.626561937171,
283,2886,168000000000.0,"(99.285000000000011, 50.915833333333332, 3.855833333333333)",0.425938506255,
284,2890,238000000000.0,"(96.30411764705886, 59.385294117647049, 69.952352941176457)",0.774191843396,
285,2904,196000000000.0,"(99.259999999999991, 136.61071428571429, 77.830714285714279)",0.543282727913,
