,index,Mass,Center of Mass,RMS Radius,Potential Issue
2758,159145,294000000000.0,"(135.17444428571423, 0.11253938095238093, 94.360139047619057)",0.131985878613,yes
2759,159161,154000000000.0,"(2.7905518181818181, 31.740910454545453, 73.976211636363644)",0.131246072051,
2760,159167,266000000000.0,"(140.95505321052636, 13.346674842105262, 86.565429368421064)",0.120689243057,yes
2761,159176,182000000000.0,"(139.87924784615385, 54.396825307692311, 121.06003692307694)",0.072485461065,
2762,159194,1330000000000.0,"(140.30509995789475, 40.083263073684201, 102.16125266315788)",0.264524711833,
2763,159201,322000000000.0,"(138.44254260869565, 53.7493712173913, 84.500557565217392)",0.18584876719,
2764,159227,154000000000.0,"(136.70264372727272, 0.216475, 96.547013727272727)",0.160247784151,yes
2765,159251,224000000000.0,"(66.853220000000007, 57.092506062500007, 0.071992874999999998)",0.185445604457,yes
2766,159257,588000000000.0,"(68.480425476190476, 63.894225952380957, 2.2829205238095236)",0.1954338029,
2767,159264,336000000000.0,"(140.19986291666666, 67.220075333333355, 126.66648491666666)",0.155052335732,
2768,159278,560000000000.0,"(0.34994910000000012, 59.378868099999991, 87.310584424999988)",0.0983295378791,
2769,159298,406000000000.0,"(66.358218931034472, 73.243788655172423, 96.682066793103473)",0.139085621174,
2770,159359,266000000000.0,"(6.8096601578947373, 67.973288263157897, 136.35275763157895)",0.0855148947508,
2771,159384,812000000000.0,"(64.21730194827586, 43.75821239655172, 78.372252982758624)",0.180800694352,
2772,159385,308000000000.0,"(135.1988226818182, 134.24548759090908, 97.871953545454531)",0.292084517808,
2773,159389,504000000000.0,"(133.05004333333332, 5.2017240277777779, 121.69543030555555)",0.203028559808,
2774,159462,336000000000.0,"(1.24184725, 55.204965749999992, 87.830948166666658)",0.101654460056,
2775,159485,168000000000.0,"(141.21466950000001, 0.5652214166666667, 78.790649916666666)",0.238138097282,yes
2776,159543,210000000000.0,"(2.3376729333333333, 62.663169400000001, 96.261332266666656)",0.0799381261191,
2777,159554,224000000000.0,"(3.7783984999999993, 24.795099312499996, 72.780662625000005)",0.123837648531,
2778,159566,490000000000.0,"(140.20225091428568, 67.549353485714278, 79.061008285714323)",0.158098430101,
2779,159624,2072000000000.0,"(137.96361005405402, 59.132244898648629, 117.68272749999997)",0.346336602913,
2780,159665,1176000000000.0,"(137.06640302380953, 35.13416185714285, 95.922242559523824)",0.375686964192,
2781,159666,322000000000.0,"(138.83054521739132, 53.646029913043492, 84.170177608695653)",0.157798537452,
2782,159672,532000000000.0,"(6.4536351842105244, 66.111384789473689, 132.98842131578948)",0.164119033741,
2783,159747,728000000000.0,"(1.4417256538461536, 5.4194860384615389, 74.728563076923066)",0.252339417515,
2784,159830,322000000000.0,"(2.1375157391304347, 34.253952478260864, 109.52738121739131)",0.122818084716,
2785,159831,154000000000.0,"(1.854438909090909, 63.337684363636363, 118.14254336363636)",0.0814103728169,
2786,159886,224000000000.0,"(139.6499805, 19.408396749999998, 100.64686868750002)",0.128608949938,
2787,159899,6706000000000.0,"(64.587728636743179, 7.0678861043841277, 78.73573717119001)",0.42230737316,
2788,159939,48006000000000.0,"(131.16725775328081, 130.08924019189274, 101.03863201283181)",1.34155850327,
2789,159942,308000000000.0,"(0.766127909090909, 5.5538369090909105, 87.28504736363638)",0.185329365048,
2790,159955,378000000000.0,"(4.1264244444444449, 64.664695407407407, 130.74796774074073)",0.178592840627,
2791,159961,154000000000.0,"(67.506030090909093, 40.289748000000003, 119.48178027272728)",0.150865253097,
2792,159974,210000000000.0,"(3.3963805999999996, 19.310201533333331, 87.966329933333341)",0.161468987107,
2793,159998,210000000000.0,"(136.71420093333333, 0.085312133333333331, 80.029867466666659)",0.190364323272,yes
2794,160018,882000000000.0,"(2.1840282857142852, 41.353368222222215, 88.828043857142845)",0.277949770256,
2795,160037,588000000000.0,"(139.09604935714287, 54.787769404761903, 81.357624738095268)",0.139903121694,
2796,160045,448000000000.0,"(136.32976103125, 140.63180303125, 96.694312312499989)",0.18836962118,
2797,160087,252000000000.0,"(1.4602539444444442, 50.14138611111111, 87.434740833333336)",0.143765725456,
2798,160347,686000000000.0,"(3.8892052040816334, 55.620369183673461, 112.69414999999996)",0.202899613555,
2799,160368,504000000000.0,"(141.19322538888883, 7.3076377222222204, 90.996649222222246)",0.177931833457,yes
2800,160644,1862000000000.0,"(4.4814602781954873, 65.181431766917299, 80.832709165413505)",0.295226034053,
2801,160679,518000000000.0,"(1.8464026486486484, 39.25094735135135, 87.42223886486488)",0.183907266333,
2802,160986,196000000000.0,"(135.2022062142857, 6.7078242142857167, 121.69954614285716)",0.12025129021,
2803,161138,2058000000000.0,"(4.2232471564625857, 63.162264952380951, 82.875435931972746)",0.317691776754,
2804,161173,168000000000.0,"(141.24865341666666, 26.138440166666669, 104.20739366666668)",0.096822257075,yes
2805,161302,588000000000.0,"(3.5841236428571417, 62.999711309523796, 127.51274007142857)",0.191750413001,
2806,161406,1764000000000.0,"(2.2857435793650787, 0.89068234126984103, 77.353034714285727)",0.258004603081,
2807,161463,504000000000.0,"(0.88001830555555571, 54.078391361111109, 85.548505027777779)",0.162641635162,
2808,161473,266000000000.0,"(3.6383849473684209, 44.110508157894735, 120.06967078947366)",0.143545844284,
2809,161542,1106000000000.0,"(4.5100669113924043, 47.468933784810105, 96.627613999999994)",0.24313181407,
2810,161671,154000000000.0,"(4.2801438181818172, 45.100578909090906, 140.61148763636362)",0.137564320686,
2811,161721,154000000000.0,"(2.8518005454545459, 16.463294818181819, 86.985185181818196)",0.212035762058,
2812,161749,168000000000.0,"(139.93081533333336, 140.48401133333334, 81.565186166666678)",0.270563841777,
2813,162082,364000000000.0,"(0.16760765384615389, 44.245057000000003, 116.1978308076923)",0.163725431168,yes
2814,162490,1876000000000.0,"(5.3751273731343288, 34.180593253731338, 108.00921714179104)",0.221347470814,
2815,162584,168000000000.0,"(4.0921469999999998, 35.128348000000003, 84.271750833333329)",0.137496263891,
2816,162585,238000000000.0,"(4.3188573529411762, 64.420383705882358, 131.38710117647059)",0.14480535929,
2817,162614,966000000000.0,"(61.325231971014482, 17.054914492753632, 120.5062018115942)",0.176870739386,
2818,162674,238000000000.0,"(5.6345744117647074, 57.831729823529415, 87.257070588235308)",0.165112169834,
2819,162894,448000000000.0,"(5.8331235625000009, 41.386725218750016, 80.13085846875002)",0.162647961734,
2820,162902,560000000000.0,"(2.6605531499999997, 53.332977000000007, 86.184915200000006)",0.112568655469,
2821,162910,1022000000000.0,"(5.2139739589041119, 44.568604753424651, 1.7703273835616435)",0.235580230675,
2822,163281,154000000000.0,"(3.7147275454545454, 53.022997000000004, 102.24780000000001)",0.1366601325,
2823,163293,168000000000.0,"(1.8182617500000002, 52.775389666666676, 86.23262033333333)",0.107965922842,
2824,163372,1484000000000.0,"(6.4868442547169831, 41.337578971698107, 109.3600396415095)",0.255692531166,
2825,163565,602000000000.0,"(2.3510310232558136, 40.119922023255818, 90.070785139534863)",0.183864177233,
2826,163589,336000000000.0,"(2.3144230416666667, 39.545753916666655, 91.621452250000019)",0.135513493131,
2827,163597,4438000000000.0,"(5.1599476908517383, 23.121228517350165, 91.80343280126182)",0.748107153067,
2828,163653,182000000000.0,"(138.41488415384615, 136.91579023076923, 94.727468692307696)",0.167309345514,
2829,163829,3220000000000.0,"(2.7969724478260876, 1.2112281826086952, 91.639516252173905)",0.35246391421,
2830,164011,854000000000.0,"(1.8700658196721316, 65.574949672131154, 81.179082737704888)",0.176640356926,
2831,164049,280000000000.0,"(3.9136345999999995, 45.904841649999995, 124.3742961)",0.185630508473,
2832,164080,2674000000000.0,"(5.008671638743456, 69.595274413612529, 80.38083392670157)",0.273321496348,
2833,164267,168000000000.0,"(6.9954494166666663, 65.437724416666669, 133.06277716666668)",0.0959148975696,
2834,164328,2548000000000.0,"(1.3827300879120881, 140.68200356043965, 83.343447082417555)",0.383171029902,
2835,164391,238000000000.0,"(2.5860475882352945, 64.643032352941177, 80.776745941176472)",0.0729743780301,
2836,164393,392000000000.0,"(0.077860714285714283, 3.8280037142857148, 93.153183285714292)",0.121142969454,yes
2837,164397,224000000000.0,"(2.5897221874999996, 45.771783000000013, 128.84478087499997)",0.123378638018,
2838,164422,308000000000.0,"(4.5895762727272738, 42.236436727272718, 1.5011014545454544)",0.144863123437,
2839,164501,322000000000.0,"(4.9902288695652173, 38.370716391304342, 125.86706943478262)",0.139381032145,
2840,164535,308000000000.0,"(4.3670122272727259, 54.119461136363633, 86.756588590909118)",0.154993275838,
2841,164554,378000000000.0,"(6.5231463703703687, 43.605275666666664, 108.68095459259263)",0.174519992203,
2842,164568,1162000000000.0,"(8.6809500843373488, 47.852267072289152, 102.66728749397592)",0.250317275789,
2843,164688,154000000000.0,"(1.1011276363636364, 30.339116090909091, 126.47998172727274)",0.108406360896,
2844,164948,924000000000.0,"(3.9450612272727259, 53.632081151515152, 86.488191409090874)",0.276350031619,
2845,165284,350000000000.0,"(3.1399375600000003, 71.934753919999991, 81.288807319999989)",0.173078857088,
2846,165352,448000000000.0,"(3.6145446249999997, 53.783567999999995, 90.005560562499994)",0.145414908495,
2847,165364,448000000000.0,"(4.6257892499999995, 62.542885062500019, 125.78898184375004)",0.143342873403,
2848,165445,280000000000.0,"(5.2238574999999994, 52.948043950000013, 104.09765505)",0.153977843862,
2849,165986,182000000000.0,"(7.1637488461538474, 52.267808153846161, 106.11425184615385)",0.152160859255,
2850,166070,238000000000.0,"(2.456315705882353, 45.674387941176469, 131.50643035294118)",0.103496839394,
2851,166172,294000000000.0,"(4.8707851904761901, 31.582968619047612, 106.90431685714286)",0.182321849475,
2852,166366,196000000000.0,"(6.125012285714285, 5.6261032857142865, 74.272671214285722)",0.156109915943,
2853,166385,336000000000.0,"(5.8017375000000007, 57.884103666666668, 87.852040000000002)",0.182075269345,
2854,166468,154000000000.0,"(5.9198264545454551, 43.987562909090904, 3.8750364545454548)",0.162534975431,
2855,166469,238000000000.0,"(2.9135481176470592, 8.1744629411764684, 84.484598058823536)",0.105103674524,
2856,166542,12558000000000.0,"(7.5910918539576313, 68.134800141583085, 78.195620221850632)",0.544104238646,
2857,166623,238000000000.0,"(4.2110302352941176, 58.038026529411773, 112.00542405882351)",0.16729502776,
2858,166665,266000000000.0,"(3.4578702105263157, 28.391887947368428, 105.64385826315791)",0.130587228991,
2859,166725,252000000000.0,"(7.0523497777777768, 38.88381694444444, 109.00209511111112)",0.142875120509,
2860,166759,882000000000.0,"(6.2521485873015861, 24.650190031746032, 93.232922650793654)",0.235215172574,
2861,166924,182000000000.0,"(0.92021561538461549, 140.23843976923078, 82.52644115384615)",0.111118580107,
2862,166940,210000000000.0,"(7.2014509333333336, 54.497491199999999, 110.24419766666666)",0.161830399371,
2863,167502,21574000000000.0,"(12.950934914341358, 53.185988571706773, 109.50276489876711)",0.66900370487,
2864,167523,280000000000.0,"(137.3387299, 141.02040934999997, 79.260246600000002)",0.13066986594,yes
2865,167543,392000000000.0,"(6.3176768571428568, 28.88310932142857, 103.26565003571432)",0.125013174487,
2866,167637,378000000000.0,"(7.0557903333333334, 54.28389596296298, 111.77969418518516)",0.136762610571,
2867,167950,182000000000.0,"(12.425243461538464, 67.132117538461543, 108.82144638461538)",0.147091147142,
2868,168049,588000000000.0,"(8.9017872380952365, 39.290771142857146, 75.540395309523802)",0.162780383546,
2869,168116,434000000000.0,"(133.54554903225807, 129.28975654838709, 101.39661922580645)",0.320962161221,
2870,168221,952000000000.0,"(4.7157461029411767, 13.237299985294115, 85.036915926470556)",0.209981175273,
2871,168318,196000000000.0,"(7.0013185714285724, 49.279631857142853, 3.9384287857142857)",0.161951020004,
2872,168510,350000000000.0,"(4.8797128399999998, 48.53109176000001, 85.238049280000013)",0.137826565316,
2873,168578,182000000000.0,"(4.4384482307692306, 23.509436692307695, 133.14931546153849)",0.131884502476,
2874,168662,2352000000000.0,"(5.9878611785714284, 53.83541920833332, 86.143974214285706)",0.383650980928,
2875,168938,462000000000.0,"(1.7174883939393941, 19.459000484848485, 104.98245687878789)",0.157958240386,
2876,169001,1218000000000.0,"(3.9026392068965507, 0.28584964367816085, 85.266694758620702)",0.197401537024,yes
2877,169068,378000000000.0,"(6.8615549629629635, 48.584770592592584, 0.9354848888888887)",0.155289099153,
2878,169081,210000000000.0,"(8.0011099333333338, 33.227610133333336, 70.514687666666674)",0.112243480889,
2879,169722,154000000000.0,"(12.164781545454547, 52.789853090909098, 110.43414936363637)",0.207107562909,
2880,169806,1834000000000.0,"(9.4958733282442687, 36.783976603053446, 75.799170702290027)",0.303552012231,
2881,169828,168000000000.0,"(7.8261889166666654, 42.088990666666675, 78.289139416666657)",0.0990625827598,
2882,169875,224000000000.0,"(10.193617249999997, 53.759562500000001, 110.22063018749999)",0.107023720116,
2883,169905,5894000000000.0,"(7.8325939857482094, 53.90868067933495, 86.277435270783897)",0.433484307041,
2884,169944,238000000000.0,"(6.8095877058823531, 43.30412923529412, 138.35925729411761)",0.124711012546,
2885,169997,364000000000.0,"(7.1675968461538471, 61.349083576923086, 123.1091165)",0.129557421077,
2886,170024,364000000000.0,"(10.285308115384616, 66.908728423076937, 130.99853153846155)",0.164592310388,
2887,170079,238000000000.0,"(9.3807365882352922, 32.417419882352938, 139.80766664705882)",0.143673464785,
2888,170261,182000000000.0,"(2.8184620769230766, 11.768991230769229, 95.997005846153854)",0.082866951909,
2889,170263,182000000000.0,"(12.535012846153846, 53.62913107692308, 110.88756861538462)",0.140280240985,
2890,170423,12950000000000.0,"(8.4173669989189221, 57.149939497297325, 85.464798742702754)",0.436257954013,
2891,170584,6174000000000.0,"(16.142233841269839, 67.511704430839032, 107.85494182766442)",0.397796398819,
2892,170589,294000000000.0,"(6.5420149047619054, 31.828478999999998, 126.60687723809522)",0.128430422317,
2893,170681,182000000000.0,"(7.6540908461538475, 5.3372956923076931, 134.43775353846155)",0.13262607724,
2894,170746,756000000000.0,"(9.3370962037037017, 34.666034981481481, 2.4206842222222225)",0.186176715356,
2895,171049,1582000000000.0,"(5.4507019911504422, 14.435130017699118, 84.351470840707933)",0.269680682494,
2896,171083,686000000000.0,"(7.5717134285714272, 25.512960836734695, 96.145184551020378)",0.227072272377,
2897,171197,224000000000.0,"(6.9859234374999994, 23.195074875, 98.443802874999989)",0.109104089758,
2898,171224,910000000000.0,"(9.1724459999999972, 35.212624523076911, 2.7087843538461538)",0.191798191896,
2899,171289,168000000000.0,"(11.333525833333333, 55.728345250000011, 104.25911724999999)",0.0901123593827,
2900,171387,266000000000.0,"(6.8215381578947358, 21.383737315789471, 97.720175473684208)",0.224709828149,
2901,171485,560000000000.0,"(6.6127919750000004, 26.395674749999994, 101.53107829999999)",0.151378994479,
2902,171658,224000000000.0,"(6.7733553750000004, 67.753496687500004, 79.245404375000007)",0.163744555762,
2903,172046,168000000000.0,"(4.7670485833333336, 17.992653416666666, 116.91882008333333)",0.122429129867,
2904,172072,168000000000.0,"(5.1043219999999989, 29.886305249999996, 105.43609108333334)",0.125281155304,
2905,172219,308000000000.0,"(9.1905195454545474, 32.573041727272717, 128.9498173181818)",0.216042452684,
2906,172230,238000000000.0,"(12.883215647058822, 54.982921999999988, 108.99960188235293)",0.188390943786,
2907,172320,2814000000000.0,"(7.6632005273631849, 10.079055417910446, 83.268705805970171)",0.417351624807,
2908,172487,182000000000.0,"(8.7498663846153839, 57.512327153846158, 91.96656269230769)",0.174337521524,
2909,172519,1330000000000.0,"(5.275840284210525, 70.952401789473683, 81.462783873684216)",0.251170183846,
2910,172527,294000000000.0,"(8.9918550952380976, 59.421088333333337, 90.682753380952377)",0.17097226561,
2911,172790,364000000000.0,"(8.3484412692307686, 44.078123807692315, 134.43510257692307)",0.139347717885,
2912,172811,434000000000.0,"(12.114292451612902, 56.690336612903231, 118.23111029032258)",0.155249473803,
2913,172863,8666000000000.0,"(17.552905285945066, 63.303845495961227, 104.30221384168006)",0.650081883542,
2914,172917,238000000000.0,"(9.8341448823529412, 41.624083882352942, 69.958855117647062)",0.135954164881,
2915,172932,168000000000.0,"(11.312423750000002, 65.027765833333333, 96.269928666666672)",0.17119193358,
2916,172973,182000000000.0,"(2.8357754615384612, 68.426477230769237, 73.368624153846156)",0.0957545923627,
2917,173051,1834000000000.0,"(13.199292114503811, 53.42726161068704, 113.45075916030532)",0.215678884252,
2918,173144,420000000000.0,"(7.1826138333333311, 40.580351033333343, 4.4788943000000012)",0.214579667092,
2919,173202,154000000000.0,"(14.033428545454543, 52.012495181818188, 108.81165945454545)",0.201459530008,
2920,173233,364000000000.0,"(11.304941538461541, 60.980807346153838, 116.50581180769233)",0.215093668638,
2921,173270,6524000000000.0,"(10.128763165236052, 4.0628101566523576, 76.8958919656652)",0.395010749967,
2922,173280,364000000000.0,"(8.6566420769230774, 130.27373853846152, 2.7393885769230768)",0.128851439399,
2923,173321,378000000000.0,"(9.881687703703701, 5.7663687407407398, 79.25662925925927)",0.173798941538,
2924,173438,392000000000.0,"(6.8018593214285703, 47.978181571428578, 0.55246632142857144)",0.142884632339,
2925,173465,41678000000000.0,"(15.728550120591189, 51.167260065837979, 115.46934388075218)",0.718342206878,
2926,173707,714000000000.0,"(13.452388372549017, 71.325313058823525, 94.418099607843104)",0.187175107125,
2927,173858,308000000000.0,"(12.742312318181815, 50.718073999999994, 109.51004654545454)",0.124928954159,
2928,173926,938000000000.0,"(9.6372324029850756, 44.699152149253727, 131.89319298507459)",0.199361531138,
2929,174033,168000000000.0,"(9.4106804166666649, 41.690638499999999, 108.1998875)",0.149151333857,
2930,174046,182000000000.0,"(14.007829846153848, 52.209869384615374, 109.54916092307691)",0.224249884838,
2931,174054,196000000000.0,"(13.273900928571432, 48.10985085714286, 120.69533971428571)",0.141096070665,
2932,174133,182000000000.0,"(7.0079181538461537, 22.657669384615385, 98.026566923076928)",0.214526594214,
2933,174219,322000000000.0,"(9.1975569130434778, 28.74350278260869, 97.984089739130425)",0.200412491912,
2934,174265,476000000000.0,"(10.112528970588233, 60.051457352941199, 92.105099205882354)",0.150222372631,
2935,174584,686000000000.0,"(11.766385448979594, 23.71559493877551, 77.309812448979599)",0.256446973228,
2936,174586,826000000000.0,"(10.92849576271186, 45.456762983050851, 129.02613567796612)",0.312926943489,
2937,174616,252000000000.0,"(13.525970555555554, 59.242484166666664, 98.648997333333327)",0.116198927189,
2938,174892,168000000000.0,"(7.6859621666666671, 43.73470691666666, 78.84796575)",0.118408230408,
2939,174987,154000000000.0,"(16.65480509090909, 51.075056636363634, 115.21056036363638)",0.209067242848,
2940,175195,154000000000.0,"(10.38685336363636, 31.503843818181814, 137.49498263636363)",0.108485376349,
2941,175259,2366000000000.0,"(16.588336147928995, 60.662307159763287, 102.93020198224848)",0.334864426819,
2942,175361,1316000000000.0,"(13.458487308510634, 72.124654627659581, 88.600023297872369)",0.239750913701,
2943,175442,238000000000.0,"(8.077973411764706, 42.92656476470588, 139.42559464705883)",0.122655283264,
2944,175471,546000000000.0,"(8.2636064102564095, 57.565700384615397, 92.064618410256386)",0.231443822555,
2945,175556,224000000000.0,"(11.022316312500003, 46.344404187500004, 127.51136487499998)",0.114681211617,
2946,175594,168000000000.0,"(17.247014000000004, 50.13808791666667, 117.98815733333333)",0.124595098078,
2947,175647,756000000000.0,"(11.617012925925927, 22.184793037037032, 77.589307259259257)",0.192157799742,
2948,175664,770000000000.0,"(12.410665363636362, 23.406107072727274, 0.52086816363636368)",0.207609588046,yes
2949,175766,168000000000.0,"(5.9837635000000011, 20.3154985, 106.33770500000003)",0.0659656643603,
2950,175841,196000000000.0,"(11.612887071428572, 14.269012857142858, 76.263049499999994)",0.109276209578,
2951,176019,392000000000.0,"(5.9923186785714284, 33.531972714285715, 92.618141392857154)",0.151541369221,
2952,176181,210000000000.0,"(6.6278428666666667, 29.146424200000002, 102.93802400000001)",0.126424835829,
2953,176190,154000000000.0,"(4.4771896363636365, 0.17923463636363637, 84.861669363636381)",0.235830949869,yes
2954,176210,518000000000.0,"(8.7807669729729749, 67.010149837837844, 83.713027108108108)",0.199381729767,
2955,176357,182000000000.0,"(15.542260923076922, 52.406366230769237, 114.3365983846154)",0.196780002251,
2956,176392,168000000000.0,"(15.320067249999999, 51.019031249999991, 113.1039925)",0.0807317967199,
2957,176743,168000000000.0,"(8.6156250833333345, 38.49403241666667, 75.574930916666673)",0.0804771815997,
2958,176782,336000000000.0,"(11.705996833333332, 22.901152249999996, 77.70032304166665)",0.230870462617,
2959,176848,434000000000.0,"(14.951165548387101, 49.412690709677413, 119.25151600000001)",0.196310433732,
2960,177001,560000000000.0,"(14.928702749999999, 69.390771049999984, 95.111735949999996)",0.184293885299,
2961,177011,11032000000000.0,"(15.258640807106591, 71.307698842639539, 88.263489856598966)",0.578741019192,
2962,177023,1232000000000.0,"(7.5891902272727298, 51.196686772727283, 85.32127361363635)",0.248150660401,
2963,177265,406000000000.0,"(12.25792244827586, 26.586673724137931, 77.527929034482739)",0.148745070355,
2964,177332,182000000000.0,"(7.7121071538461541, 52.941695538461538, 86.329103307692307)",0.142616749021,
2965,177418,154000000000.0,"(9.9080817272727284, 33.624361, 98.735119909090912)",0.154831334435,
2966,177472,616000000000.0,"(9.8796959545454559, 57.151823818181832, 94.496493863636388)",0.212259496748,
2967,177477,238000000000.0,"(9.8128440000000001, 43.554698529411766, 135.28238082352939)",0.124685693382,
2968,177581,252000000000.0,"(13.467988166666668, 61.222181333333339, 126.81538266666666)",0.140108252181,
2969,177695,3794000000000.0,"(15.29406237638376, 54.471644095940917, 103.92102015867165)",0.463868305272,
2970,177766,8246000000000.0,"(14.086058375212222, 54.432235390492359, 106.42558030730046)",0.470441147787,
2971,177846,154000000000.0,"(11.490651636363635, 55.623879909090917, 131.89163354545454)",0.114269101582,
2972,177878,672000000000.0,"(12.076058250000001, 13.725097895833331, 74.526684000000017)",0.167314942405,
2973,178127,252000000000.0,"(11.529610444444446, 14.984612722222222, 76.352430999999996)",0.197408939305,
2974,178168,910000000000.0,"(12.465958369230771, 10.84195430769231, 74.962882615384586)",0.195403600114,
2975,178185,238000000000.0,"(14.421207294117647, 62.089311176470588, 132.95484841176471)",0.189572366925,
2976,178217,1680000000000.0,"(14.396127791666668, 56.767211541666668, 119.22828102499992)",0.260277973811,
2977,178479,210000000000.0,"(7.7912521999999997, 7.7241396, 94.85813233333333)",0.154127441291,
2978,178518,154000000000.0,"(7.5756801818181803, 47.098044999999999, 84.245458454545442)",0.121402866997,
2979,178622,154000000000.0,"(8.5634491818181822, 46.323516727272725, 75.262327727272719)",0.054657180686,
2980,178700,308000000000.0,"(17.60449622727273, 64.748657954545465, 104.89046681818185)",0.230464227819,
2981,178743,7546000000000.0,"(15.000983461966603, 54.16486578293128, 101.85517348608539)",0.483019034454,
2982,178745,224000000000.0,"(11.473848249999998, 20.950435500000001, 77.857714624999986)",0.15750184159,
2983,178973,784000000000.0,"(14.44345776785714, 66.591042910714279, 136.4241629642857)",0.295822506704,
2984,179224,210000000000.0,"(10.262647466666666, 68.9863572, 140.16446226666667)",0.0869486516012,
2985,179242,182000000000.0,"(7.9660016153846147, 25.674151307692309, 100.19117899999999)",0.114307843679,
2986,179280,252000000000.0,"(10.019151722222222, 32.363007333333336, 103.15329772222225)",0.135819706856,
2987,179289,840000000000.0,"(12.125922783333333, 30.04772405000001, 77.482144233333344)",0.222685828699,
2988,179298,308000000000.0,"(9.9579952727272723, 3.144554954545455, 80.561883045454536)",0.143511791649,
2989,179308,196000000000.0,"(11.473462428571429, 46.234342000000005, 127.68023957142857)",0.11095327735,
2990,179439,700000000000.0,"(10.871836580000002, 35.134797000000006, 77.915726820000003)",0.303417440709,
2991,179594,154000000000.0,"(11.701352545454546, 19.524312363636366, 71.781276999999989)",0.15638573781,
2992,179658,182000000000.0,"(7.8731981538461557, 42.339842615384619, 139.92964530769228)",0.0892556890355,
2993,179884,252000000000.0,"(11.400304777777778, 37.819568166666663, 106.17232361111108)",0.145789353344,
2994,179973,154000000000.0,"(15.530735363636364, 51.099734818181815, 113.80068754545454)",0.185144329017,
2995,180051,364000000000.0,"(10.319888192307692, 49.194751846153849, 100.68975569230771)",0.276174737526,
2996,180061,168000000000.0,"(11.171353000000002, 11.715225500000001, 99.093807249999998)",0.151101828817,
2997,180068,1442000000000.0,"(15.906969368932039, 66.404104514563102, 135.86098489320392)",0.189239317909,
2998,180077,658000000000.0,"(11.975904702127659, 12.678617468085104, 75.791594510638305)",0.186414461062,
2999,180109,812000000000.0,"(13.256579931034482, 52.578822310344826, 104.50133124137929)",0.200319805312,
3000,180111,168000000000.0,"(13.0629305, 25.024856583333332, 136.87107975000001)",0.118910076564,
3001,180166,280000000000.0,"(20.787941800000002, 68.860143699999995, 127.47229539999998)",0.139271378446,
3002,180188,154000000000.0,"(6.2766345454545451, 133.9843625454545, 96.328655727272732)",0.138208252095,
3003,180253,476000000000.0,"(10.998434176470589, 51.047661000000005, 94.828036147058839)",0.157807791711,
3004,180413,252000000000.0,"(15.510273055555555, 70.163434277777768, 91.444680055555551)",0.156375020577,
3005,180650,756000000000.0,"(10.048041722222225, 43.331333740740739, 108.49801294444444)",0.200149502982,
3006,180681,2464000000000.0,"(13.234249255681819, 7.834344681818183, 77.918913863636334)",0.280202554978,
3007,180712,210000000000.0,"(11.943672933333334, 33.977816466666674, 119.6391072)",0.130051762738,
3008,180723,252000000000.0,"(13.75691038888889, 32.396679277777778, 136.78861238888885)",0.12905771901,
3009,180725,504000000000.0,"(15.003562083333334, 67.034945611111112, 136.93578380555559)",0.181678751693,
3010,180960,1162000000000.0,"(10.881607457831322, 50.875713096385553, 96.288315638554224)",0.220870960417,
3011,180990,2114000000000.0,"(21.480946026490056, 69.203010264900627, 127.34642870198665)",0.256203038802,
3012,181156,406000000000.0,"(12.150727896551723, 27.726743931034495, 77.167492241379293)",0.162418044672,
3013,181360,420000000000.0,"(17.392144333333338, 60.095330333333322, 126.40086540000001)",0.2132965532,
3014,181408,154000000000.0,"(8.493571363636363, 18.834115545454548, 81.963660636363656)",0.0926142297185,
3015,181430,182000000000.0,"(13.533066999999999, 52.672794384615386, 103.68868430769231)",0.109087491276,
3016,181575,1022000000000.0,"(15.694298917808217, 69.703764547945198, 100.1337441232877)",0.185313158202,
3017,181603,210000000000.0,"(11.485837599999998, 39.556624933333332, 107.69874380000003)",0.167820553937,
3018,181783,1456000000000.0,"(13.480253423076928, 6.6903784903846155, 89.08564527884613)",0.263898634631,
3019,182059,280000000000.0,"(10.674734150000001, 41.232646450000004, 108.9011193)",0.137055618284,
3020,182121,210000000000.0,"(7.4158855999999993, 0.37838100000000002, 90.833807933333318)",0.153674421688,yes
3021,182325,462000000000.0,"(10.697193303030303, 138.52681290909089, 87.720037999999988)",0.173737954212,
3022,182385,196000000000.0,"(15.55841007142857, 53.88851857142857, 102.48340114285715)",0.131786848869,
3023,182545,336000000000.0,"(11.469117000000002, 62.06271541666667, 81.43051208333334)",0.202868948347,
3024,182553,2324000000000.0,"(7.9301778554216948, 131.5840525301206, 97.064601632530128)",0.43593663085,
3025,182573,224000000000.0,"(10.81082, 12.4702219375, 97.841109874999987)",0.148645045689,
3026,182613,546000000000.0,"(11.904259692307688, 19.988350538461539, 94.797447205128222)",0.1571665756,
3027,182936,350000000000.0,"(11.127407039999998, 41.351435799999997, 107.20738836000001)",0.140204515188,
3028,182983,224000000000.0,"(6.5912251250000002, 2.0344881250000002, 77.088719812500017)",0.0854304840228,
3029,183285,1652000000000.0,"(10.891161677966107, 139.06906540677966, 85.151355661016964)",0.289049062914,
3030,183347,168000000000.0,"(11.066928416666665, 68.997722583333328, 83.00564816666666)",0.122562487999,
3031,183366,168000000000.0,"(13.921387999999999, 36.872765166666667, 103.09011458333335)",0.143211083521,
3032,183504,574000000000.0,"(13.765222390243901, 37.383301243902437, 102.75691558536586)",0.201009599268,
