,x,y,z,flag
7892,100.78,56.48,71.66,6132.0
7893,43.77,86.0,134.8,6133.0
7894,65.3,75.39,106.48,738.0
7895,14.88,4.77,56.31,6134.0
7896,95.03,94.79,26.28,6135.0
7897,96.48,58.84,70.09,2890.0
7898,71.14,101.96,131.75,2020.0
7899,63.5,63.01,46.97,6136.0
7900,122.65,121.42,16.09,6137.0
7901,28.74,130.48,24.0,6138.0
7902,128.77,57.49,62.4,71.0
7903,106.05,31.1,96.17,6139.0
7904,79.72,122.47,71.24,2681.0
7905,106.38,83.73,67.01,6140.0
7906,111.12,20.38,134.54,6141.0
7907,3.9,45.45,8.32,1908.0
7908,23.28,109.14,2.58,2078.0
7909,132.72,121.1,136.81,6142.0
7910,116.7,134.13,54.89,5704.0
7911,63.44,134.86,94.64,6143.0
7912,136.07,54.27,81.52,1619.0
7913,86.35,128.47,56.74,6144.0
7914,110.26,107.41,26.43,6145.0
7915,98.19,6.73,21.38,6146.0
7916,90.0,36.87,27.63,6147.0
7917,88.98,116.71,82.27,6148.0
7918,73.27,107.01,59.95,6149.0
7919,96.29,52.09,69.17,6150.0
7920,27.99,23.99,28.84,6151.0
7921,49.83,76.39,104.1,6152.0
7922,12.12,95.69,51.54,6153.0
7923,43.47,62.01,138.06,6154.0
7924,54.38,8.58,123.63,194.0
7925,105.88,34.95,133.44,6155.0
7926,4.75,27.99,36.03,3472.0
7927,7.51,94.62,58.46,6156.0
7928,39.13,31.26,109.7,6157.0
7929,105.98,117.64,15.6,540.0
7930,54.71,9.82,123.84,194.0
7931,101.54,33.94,13.88,6158.0
7932,29.27,67.46,78.21,1578.0
7933,13.08,122.31,135.46,6159.0
7934,53.73,77.6,102.22,6160.0
7935,80.83,40.05,68.93,6161.0
7936,81.54,74.56,118.76,6162.0
7937,53.01,41.19,48.6,6163.0
7938,7.54,49.37,26.09,6164.0
7939,56.91,137.18,125.64,1175.0
7940,80.1,14.65,99.71,6165.0
7941,98.64,14.08,20.99,1219.0
7942,26.5,32.23,113.31,6166.0
7943,22.72,44.47,32.22,6167.0
7944,23.02,44.18,85.61,6168.0
7945,12.37,31.43,67.56,6169.0
7946,71.71,17.49,18.43,5238.0
7947,65.88,116.66,85.65,2208.0
7948,96.34,109.35,1.14,4694.0
7949,86.96,58.61,52.69,6170.0
7950,52.79,123.23,136.22,188.0
7951,140.53,87.36,20.8,3410.0
7952,73.67,117.4,54.43,6171.0
7953,63.54,96.77,13.02,6172.0
7954,2.21,81.53,60.4,6173.0
7955,58.51,43.01,76.16,125.0
7956,64.28,66.15,135.29,6174.0
7957,124.31,82.95,63.6,1562.0
7958,0.83,25.76,73.97,6175.0
7959,14.54,103.7,75.91,6176.0
7960,39.26,82.08,26.57,6177.0
7961,42.56,77.34,31.07,6178.0
7962,35.3,54.78,108.26,6179.0
7963,79.88,108.73,93.78,6180.0
7964,54.51,19.41,4.18,6181.0
7965,42.13,137.1,34.42,6182.0
7966,112.39,124.46,29.3,6183.0
7967,29.47,68.24,51.29,5148.0
7968,73.34,108.3,45.83,6184.0
7969,97.98,49.09,7.61,70.0
7970,103.72,52.41,27.59,6185.0
7971,121.4,87.82,79.88,6186.0
7972,124.18,128.96,48.59,6187.0
7973,135.73,12.21,30.31,6188.0
7974,59.86,36.15,69.18,4217.0
7975,36.55,57.52,83.84,6189.0
7976,81.11,123.15,30.9,6190.0
7977,39.34,120.62,0.6,6191.0
7978,32.07,83.6,54.75,533.0
7979,53.56,17.72,3.74,2668.0
7980,72.91,70.39,51.54,6192.0
7981,111.53,0.73,62.76,1991.0
7982,57.06,87.47,31.03,6193.0
7983,84.99,95.23,108.31,1348.0
7984,0.29,79.67,92.11,6194.0
7985,116.93,67.03,95.86,6195.0
7986,64.96,32.35,117.98,6196.0
7987,64.74,109.68,119.0,716.0
7988,130.13,1.11,79.86,6197.0
7989,83.86,63.48,28.52,6198.0
7990,57.16,115.12,4.28,6199.0
7991,47.78,19.69,110.09,522.0
7992,0.21,4.52,89.08,6200.0
7993,76.48,114.04,89.58,6201.0
7994,2.92,57.15,87.01,6202.0
7995,98.03,22.49,6.14,303.0
7996,83.45,2.87,55.68,6203.0
7997,75.16,31.09,27.07,3005.0
7998,68.6,81.32,102.63,6204.0
7999,133.82,74.34,14.51,6205.0
8000,16.84,59.34,33.62,6206.0
8001,109.76,107.74,76.81,31.0
8002,0.92,74.05,40.81,6207.0
8003,90.38,136.37,25.58,6208.0
8004,78.91,128.46,59.14,4246.0
8005,57.28,75.47,1.9,6209.0
8006,62.2,95.96,9.87,2961.0
8007,79.33,128.0,59.54,4246.0
8008,46.88,79.77,67.24,419.0
8009,114.07,91.08,52.57,2494.0
8010,104.49,55.02,138.8,6210.0
8011,22.86,79.68,119.11,6211.0
8012,63.95,134.94,69.49,6212.0
8013,43.74,83.77,22.07,6213.0
8014,105.27,71.61,55.08,6214.0
8015,135.23,78.54,106.35,501.0
8016,42.49,82.49,38.9,6215.0
8017,99.62,136.71,77.72,2904.0
8018,109.84,105.63,38.26,6216.0
8019,114.97,78.27,87.71,6217.0
8020,135.67,30.95,79.93,6218.0
8021,8.43,57.11,5.95,6219.0
8022,45.81,58.9,80.55,6220.0
8023,46.55,76.06,22.26,2910.0
8024,98.76,123.49,55.77,5736.0
8025,108.23,112.09,10.49,6221.0
8026,136.37,79.96,87.23,3175.0
8027,58.18,0.42,5.12,6222.0
8028,2.66,23.33,59.16,6223.0
8029,54.38,129.7,139.53,6224.0
8030,89.21,42.67,38.3,1520.0
8031,75.33,102.01,112.09,6225.0
8032,11.72,58.62,83.23,6226.0
8033,15.17,77.96,37.73,126.0
8034,62.75,46.25,115.05,6227.0
8035,27.87,11.18,128.45,6228.0
8036,16.04,26.59,33.9,1304.0
8037,98.98,24.67,60.21,6229.0
8038,66.94,57.46,46.05,6230.0
8039,86.94,128.62,89.25,513.0
8040,52.59,40.35,32.61,6231.0
8041,13.63,135.0,89.25,5394.0
8042,27.35,74.56,41.76,6232.0
8043,136.86,121.5,118.72,6233.0
8044,109.92,124.96,127.56,902.0
8045,79.39,132.09,18.25,6234.0
8046,89.22,86.82,126.07,4158.0
8047,20.51,70.67,84.47,6235.0
8048,101.11,61.93,98.68,112.0
8049,84.85,120.03,84.98,26.0
8050,80.42,89.91,36.53,2013.0
8051,47.15,65.38,22.72,6236.0
8052,118.58,16.79,90.8,6237.0
8053,99.6,140.94,95.62,6238.0
8054,130.97,131.53,117.23,6239.0
8055,126.59,132.06,76.64,6240.0
8056,66.23,77.42,58.45,6241.0
8057,90.88,26.6,80.55,6242.0
8058,90.96,28.85,64.37,6243.0
8059,69.87,52.01,139.2,6244.0
8060,95.58,34.62,105.73,809.0
8061,60.56,49.51,127.17,6245.0
8062,7.65,96.11,45.05,6246.0
8063,24.86,112.14,76.29,5758.0
8064,114.86,101.45,79.7,6247.0
8065,5.65,14.13,84.54,6248.0
8066,47.14,118.15,55.37,6249.0
8067,123.53,130.96,109.21,6250.0
8068,66.09,74.99,107.62,3239.0
8069,75.9,106.87,47.34,6251.0
8070,59.12,50.1,110.15,6252.0
8071,52.53,125.35,10.04,6253.0
8072,55.11,13.51,120.06,6254.0
8073,129.56,55.3,37.95,6255.0
8074,23.08,137.84,82.8,6256.0
8075,111.72,17.35,4.78,6257.0
8076,63.7,41.96,122.33,6258.0
8077,98.28,26.63,5.98,6259.0
8078,47.33,81.72,71.31,6260.0
8079,51.83,111.48,138.56,415.0
8080,52.29,57.96,102.37,1556.0
8081,91.64,128.98,82.22,6261.0
8082,44.12,70.5,69.44,6262.0
8083,34.48,3.44,49.57,6263.0
8084,94.55,70.76,2.97,6264.0
8085,25.67,20.25,101.91,1337.0
8086,43.38,74.37,22.89,6265.0
8087,31.86,56.71,100.04,4005.0
8088,51.97,126.26,0.97,6266.0
8089,79.03,50.72,41.86,6267.0
8090,33.77,65.12,51.71,6268.0
8091,33.65,83.1,5.8,6269.0
8092,2.85,40.9,2.96,6270.0
8093,26.84,0.45,66.27,6271.0
8094,67.78,67.48,100.67,6272.0
8095,119.62,22.0,89.95,1600.0
8096,106.33,83.89,66.76,6140.0
8097,87.62,4.13,121.61,6273.0
8098,40.37,60.01,6.81,6274.0
8099,67.79,61.53,17.61,6275.0
8100,13.68,69.77,39.85,6276.0
8101,117.82,60.72,15.1,6277.0
8102,83.45,26.02,18.3,6278.0
8103,90.16,19.85,115.64,6279.0
8104,86.12,126.61,39.51,6280.0
8105,108.94,117.21,13.22,2679.0
8106,137.45,108.88,132.85,6281.0
8107,90.46,42.88,32.39,6282.0
8108,79.23,127.78,92.89,92.0
8109,55.49,131.34,127.32,6283.0
8110,15.28,75.79,35.69,2504.0
8111,139.63,5.92,51.86,6284.0
8112,126.86,69.39,7.19,6285.0
8113,116.26,20.62,86.57,6286.0
8114,32.3,5.52,25.86,6287.0
8115,93.54,8.86,91.59,6288.0
8116,93.15,43.09,101.38,6289.0
8117,69.46,93.74,118.84,6290.0
8118,50.28,65.5,98.01,6291.0
8119,102.66,8.11,89.08,1205.0
8120,20.65,62.44,31.95,6292.0
8121,26.04,67.47,116.64,20.0
8122,130.93,125.9,133.1,6293.0
8123,41.62,99.95,6.43,6294.0
8124,6.89,24.64,65.91,6295.0
8125,10.61,88.02,127.16,1727.0
8126,80.54,49.54,123.63,6296.0
8127,134.1,112.03,44.7,6297.0
8128,23.93,139.54,57.23,428.0
8129,111.09,90.46,95.92,6298.0
8130,122.78,115.98,125.44,319.0
8131,79.13,128.12,59.61,4246.0
8132,98.67,31.84,103.1,83.0
8133,81.93,128.2,44.5,1023.0
8134,139.67,97.36,34.93,6299.0
8135,62.17,30.67,134.83,315.0
8136,30.47,67.5,82.59,6300.0
8137,13.98,76.43,39.47,126.0
8138,133.72,35.52,85.35,6301.0
8139,136.33,79.02,128.36,6302.0
8140,38.12,53.43,84.47,4067.0
8141,140.27,113.61,80.16,6303.0
8142,43.12,112.41,53.89,4188.0
8143,129.72,116.04,4.71,6304.0
8144,113.48,23.21,87.11,6305.0
8145,92.56,36.6,106.89,3032.0
8146,97.98,22.78,6.37,303.0
8147,87.66,91.01,65.6,6306.0
8148,135.78,76.43,62.29,3104.0
8149,55.82,45.82,74.94,6307.0
8150,130.38,97.3,71.66,6308.0
8151,54.62,125.37,130.14,1382.0
8152,14.44,100.47,3.13,1957.0
8153,43.15,72.2,25.82,2893.0
8154,101.79,112.41,72.59,6309.0
8155,98.42,100.98,0.54,6310.0
8156,133.43,89.23,8.63,1540.0
8157,14.14,31.48,49.49,6311.0
8158,104.15,14.1,49.53,6312.0
8159,129.86,129.84,101.26,6313.0
8160,13.95,79.57,50.29,12.0
8161,63.8,38.09,80.66,2559.0
8162,100.99,50.74,23.84,1268.0
8163,35.38,108.31,78.41,6314.0
8164,87.72,20.78,74.5,6315.0
8165,132.62,98.9,81.13,6316.0
8166,138.84,31.58,131.59,6317.0
8167,92.24,135.34,96.39,98.0
8168,13.65,80.35,49.48,12.0
8169,26.63,81.37,11.95,3096.0
8170,48.0,55.34,80.09,6318.0
8171,60.13,140.29,0.22,6319.0
8172,15.39,82.75,6.47,6320.0
8173,73.97,113.42,98.93,6321.0
8174,136.28,42.4,19.36,6322.0
8175,30.63,15.57,112.78,1508.0
8176,118.35,56.44,129.73,5622.0
8177,104.84,14.41,18.99,4411.0
8178,69.37,55.63,51.86,162.0
8179,37.77,48.56,89.85,6323.0
8180,54.17,8.44,122.7,194.0
8181,70.68,129.45,85.02,1989.0
8182,57.1,112.85,128.72,529.0
8183,76.98,58.57,47.61,6324.0
8184,13.81,1.34,59.71,6325.0
8185,54.99,124.98,131.08,1382.0
8186,131.07,85.52,106.44,2203.0
8187,6.86,2.04,42.06,6326.0
8188,76.59,40.95,112.55,6327.0
8189,41.65,45.05,46.93,6328.0
8190,115.71,134.85,69.44,6329.0
8191,49.22,37.64,3.86,6330.0
8192,140.36,96.02,12.46,6331.0
8193,134.86,54.66,81.59,6332.0
8194,124.04,133.61,23.95,250.0
8195,0.52,73.93,40.68,6207.0
8196,31.93,47.54,139.23,6333.0
8197,83.06,51.13,46.08,6334.0
8198,105.32,137.04,65.07,702.0
8199,81.41,104.49,103.56,6335.0
8200,62.25,6.63,31.18,6336.0
8201,101.64,138.01,67.48,583.0
8202,108.24,24.35,53.54,6337.0
8203,58.76,84.37,20.83,6338.0
8204,67.83,110.4,93.68,601.0
8205,99.36,76.58,8.96,6339.0
8206,114.68,45.27,30.81,568.0
8207,121.68,108.56,126.69,2377.0
8208,105.41,111.23,1.18,6340.0
8209,117.81,87.45,7.66,6341.0
8210,13.25,94.15,140.11,6342.0
8211,14.61,20.27,78.16,6343.0
8212,102.64,134.95,138.47,4108.0
8213,112.1,0.41,62.5,1991.0
8214,140.71,80.51,81.35,6344.0
8215,54.66,129.44,19.66,3093.0
8216,37.09,104.61,16.01,6345.0
8217,108.75,111.24,77.79,6346.0
8218,58.24,44.03,75.47,125.0
8219,91.3,131.32,91.37,6347.0
8220,100.12,54.26,28.03,6348.0
8221,65.86,45.11,7.12,3229.0
8222,63.17,7.17,15.4,6349.0
8223,66.47,60.01,135.01,6350.0
8224,56.03,132.69,128.71,820.0
8225,131.05,127.85,95.4,4077.0
8226,12.14,60.67,53.18,746.0
8227,30.95,97.05,67.78,2179.0
8228,132.62,116.89,132.92,6351.0
8229,19.56,98.01,79.7,6352.0
8230,133.29,69.67,75.41,6353.0
8231,39.84,71.65,36.28,6354.0
8232,28.87,36.68,33.77,6355.0
8233,138.86,141.07,66.5,6356.0
8234,118.4,20.77,102.27,1705.0
8235,106.24,31.03,95.86,6139.0
8236,13.8,79.18,46.81,12.0
8237,76.38,79.01,39.92,6357.0
8238,21.29,90.77,23.17,6358.0
8239,75.66,94.42,18.26,6359.0
8240,115.02,129.69,16.25,1197.0
8241,124.24,135.74,24.49,250.0
8242,107.21,38.9,93.07,6360.0
8243,94.52,13.36,42.72,6361.0
8244,90.43,119.71,124.54,5745.0
8245,14.35,79.68,49.04,12.0
8246,92.83,135.97,96.88,98.0
8247,86.26,60.61,10.4,230.0
8248,57.65,50.41,121.54,6362.0
8249,69.46,66.22,5.24,6363.0
8250,139.44,71.68,52.57,6364.0
8251,107.65,79.51,62.95,6365.0
8252,70.29,141.18,107.41,6366.0
8253,88.1,17.6,21.42,6367.0
8254,2.38,108.6,82.06,6368.0
8255,53.09,125.43,17.31,2503.0
8256,97.55,32.67,106.89,2329.0
8257,84.9,102.04,70.47,6369.0
8258,103.1,90.17,128.73,6370.0
8259,79.16,95.06,9.05,6371.0
8260,116.18,102.96,80.11,6247.0
8261,65.12,123.26,29.91,6372.0
8262,64.94,126.41,38.99,6373.0
8263,62.44,122.95,23.16,6374.0
8264,126.4,128.84,25.0,6375.0
8265,58.88,44.38,76.74,125.0
8266,104.72,112.3,25.7,6376.0
8267,106.08,54.24,136.25,255.0
8268,89.05,27.6,26.65,6377.0
8269,133.43,96.49,60.98,6378.0
8270,102.67,58.24,98.27,6379.0
8271,48.25,18.12,42.05,6380.0
8272,51.0,122.25,6.41,1249.0
8273,132.77,116.1,10.27,6381.0
8274,38.35,95.89,119.86,6382.0
8275,96.33,36.99,63.68,6383.0
8276,109.63,108.28,77.46,31.0
8277,53.82,17.64,1.75,6384.0
8278,70.76,42.47,117.93,863.0
8279,109.04,116.69,13.7,2679.0
8280,92.25,93.97,19.06,6385.0
8281,101.33,33.63,101.99,6386.0
8282,82.16,78.46,51.56,6387.0
8283,52.14,123.03,139.27,188.0
8284,120.43,120.0,108.64,6388.0
8285,64.64,87.45,106.76,2390.0
8286,128.16,124.65,123.65,6389.0
8287,89.43,54.09,35.65,6390.0
8288,101.53,129.79,12.85,418.0
8289,59.94,9.1,26.46,6391.0
8290,80.02,127.5,57.34,4246.0
8291,111.82,62.43,77.02,6392.0
8292,7.17,109.65,40.55,6393.0
8293,33.5,110.25,138.05,6394.0
8294,39.01,59.6,94.94,5003.0
8295,2.11,94.3,54.05,6395.0
8296,76.76,128.27,1.44,6396.0
8297,138.34,53.23,60.76,6397.0
8298,78.94,127.26,57.72,4246.0
8299,89.52,78.65,75.25,6398.0
8300,107.35,117.74,15.89,540.0
8301,31.03,40.28,14.96,6399.0
8302,90.44,42.84,32.5,6282.0
8303,15.01,11.46,52.07,6400.0
8304,134.48,82.91,16.26,2263.0
8305,89.58,14.09,52.05,6401.0
8306,90.22,134.03,95.23,6402.0
8307,80.82,98.64,124.93,6403.0
8308,35.01,88.08,18.63,6404.0
8309,83.46,14.0,140.48,6405.0
8310,140.48,95.3,81.45,6406.0
8311,128.49,74.77,52.07,6407.0
8312,134.19,35.91,24.86,6408.0
8313,76.55,38.26,50.26,6409.0
8314,112.91,12.15,46.91,6410.0
8315,137.94,103.8,101.7,6411.0
8316,6.59,101.19,4.9,1174.0
8317,26.98,5.37,95.28,6412.0
8318,26.18,79.24,130.2,6413.0
8319,14.29,110.47,78.78,1045.0
8320,113.29,114.75,129.19,6414.0
8321,80.16,127.58,91.78,92.0
8322,137.15,60.39,39.95,6415.0
8323,124.96,138.99,106.41,6416.0
8324,135.29,78.91,105.92,501.0
8325,133.93,76.2,51.38,6417.0
8326,15.02,83.16,38.19,6418.0
8327,19.05,79.02,23.05,6419.0
8328,95.67,2.03,59.39,5961.0
8329,109.54,107.77,77.24,31.0
8330,133.62,6.85,74.15,6056.0
8331,128.89,57.16,62.96,71.0
8332,94.42,105.71,110.69,6420.0
8333,107.1,117.36,16.07,540.0
8334,4.67,58.65,101.78,6421.0
8335,55.52,0.74,118.51,6422.0
8336,63.35,86.75,135.21,6423.0
8337,51.22,44.11,33.09,6424.0
8338,16.01,71.01,126.82,6425.0
8339,57.97,0.32,4.7,6222.0
8340,49.87,84.11,15.78,6426.0
8341,120.57,83.9,85.21,830.0
8342,61.02,16.3,82.68,58.0
8343,87.78,53.8,65.15,655.0
8344,62.44,5.03,13.36,6427.0
8345,90.12,36.21,51.76,6428.0
8346,51.55,15.11,17.47,403.0
8347,12.43,76.51,41.75,3052.0
8348,130.0,80.56,61.61,1276.0
8349,14.19,41.82,97.09,6429.0
8350,24.82,80.51,50.39,6430.0
8351,38.94,23.99,113.08,6431.0
8352,73.65,35.56,85.14,6432.0
8353,3.27,131.63,35.38,6433.0
8354,123.53,141.12,137.93,6434.0
8355,118.07,108.89,6.51,5196.0
8356,46.44,47.76,44.24,6435.0
8357,69.15,141.29,62.5,6436.0
8358,130.37,52.11,4.84,6437.0
8359,130.98,85.43,124.43,6438.0
8360,130.54,45.95,33.67,4338.0
8361,25.64,82.31,13.98,6439.0
8362,21.75,98.56,35.26,6440.0
8363,125.67,97.63,41.95,3169.0
8364,66.05,4.9,60.73,6441.0
8365,109.69,109.53,4.74,1897.0
8366,100.45,129.08,106.62,6442.0
8367,81.87,114.91,61.24,6443.0
8368,84.68,47.52,51.64,6444.0
8369,107.74,89.82,111.28,6445.0
8370,111.83,56.55,129.69,6446.0
8371,30.12,138.34,28.43,6447.0
8372,122.83,129.17,28.43,6448.0
8373,119.19,12.44,139.92,6449.0
8374,132.09,129.04,18.82,3442.0
8375,140.82,94.5,59.22,6450.0
8376,101.39,44.05,14.67,6451.0
8377,128.25,43.45,16.24,2393.0
8378,12.11,78.03,55.96,6452.0
8379,137.89,23.08,106.82,6453.0
8380,56.98,68.81,75.18,6454.0
8381,53.04,125.2,17.52,2503.0
8382,68.13,139.91,108.74,6455.0
8383,107.08,50.19,26.65,5135.0
8384,11.82,125.34,92.14,6456.0
8385,19.71,117.82,76.26,4841.0
8386,108.38,138.51,95.18,6457.0
8387,62.99,69.75,11.71,4196.0
8388,61.37,104.99,30.92,6458.0
8389,48.8,11.33,90.69,6459.0
8390,130.5,73.37,101.12,2515.0
8391,141.27,0.53,78.99,6460.0
8392,91.84,100.26,6.22,6461.0
8393,99.76,121.23,130.71,6462.0
8394,102.11,7.95,78.82,6463.0
8395,77.96,101.26,13.43,193.0
8396,98.8,127.89,7.49,6464.0
8397,17.14,36.88,83.19,6465.0
8398,10.29,28.23,32.37,6466.0
8399,115.16,45.59,30.05,568.0
8400,56.41,78.72,65.44,6467.0
8401,30.29,77.61,80.98,6468.0
8402,86.42,88.6,12.61,1040.0
8403,38.81,91.7,52.4,6469.0
8404,46.6,28.61,43.54,6470.0
8405,127.92,123.86,16.96,6471.0
8406,50.57,41.43,49.97,6472.0
8407,71.81,59.53,10.77,433.0
8408,58.67,68.46,137.57,6473.0
8409,139.95,92.72,17.63,6474.0
8410,10.8,114.36,118.59,6475.0
8411,104.78,64.78,21.91,1454.0
8412,134.43,55.15,100.09,6476.0
8413,130.36,2.42,92.3,6477.0
8414,34.85,71.22,118.28,6478.0
8415,109.29,62.24,105.79,6479.0
8416,140.54,5.6,72.01,6480.0
8417,25.74,74.8,40.95,6481.0
8418,90.91,68.8,94.8,6482.0
8419,60.07,122.71,122.76,2097.0
8420,42.01,16.81,39.72,6483.0
8421,115.6,103.17,78.78,6484.0
8422,53.97,99.3,130.27,6485.0
8423,44.37,133.42,51.89,1338.0
8424,15.29,52.13,116.08,6486.0
8425,13.09,53.26,110.15,1207.0
8426,66.77,15.42,38.72,6487.0
8427,129.38,120.64,26.59,3873.0
8428,98.33,43.82,21.3,6488.0
8429,13.56,85.54,42.36,6489.0
8430,90.24,110.64,103.48,6490.0
8431,62.72,70.92,10.24,6491.0
8432,36.1,9.98,71.98,6492.0
8433,96.28,12.11,91.69,6493.0
8434,56.53,7.64,42.72,1114.0
8435,104.23,14.34,67.25,6494.0
8436,56.81,43.74,96.02,2233.0
8437,35.05,123.52,33.76,6495.0
8438,91.8,86.03,23.26,6496.0
8439,43.8,45.75,34.13,6497.0
8440,123.82,29.63,18.41,6498.0
8441,70.09,130.93,107.15,6499.0
8442,134.4,65.51,60.35,6500.0
8443,59.93,121.9,65.92,6501.0
8444,15.25,51.3,115.21,803.0
8445,114.05,100.62,55.23,6502.0
8446,22.48,84.29,16.48,3356.0
8447,105.4,97.51,88.0,6503.0
8448,13.69,105.03,107.81,6504.0
8449,0.57,63.44,112.12,6505.0
8450,64.14,93.91,21.23,2201.0
8451,105.98,112.33,46.27,6506.0
8452,73.01,109.01,43.75,6507.0
8453,138.66,0.6,78.64,6508.0
8454,30.63,100.33,71.58,6509.0
8455,96.63,55.42,99.92,6510.0
8456,103.88,81.08,102.19,6511.0
8457,110.89,80.17,135.47,5013.0
8458,73.84,63.58,47.78,565.0
8459,99.28,31.52,103.46,83.0
8460,15.98,26.15,32.03,6512.0
8461,99.6,136.21,77.54,2904.0
8462,101.99,62.2,98.89,112.0
8463,83.98,76.91,100.69,695.0
8464,58.65,43.02,77.03,125.0
8465,113.87,53.16,8.79,306.0
8466,34.12,135.6,57.36,6513.0
8467,124.93,40.87,24.15,6514.0
8468,40.45,44.76,45.72,6515.0
8469,121.79,107.78,21.49,971.0
8470,30.31,61.15,26.92,6516.0
8471,123.4,22.68,42.69,6517.0
8472,120.21,128.6,22.47,6518.0
8473,26.84,81.46,12.01,3096.0
8474,59.94,44.02,46.92,6519.0
8475,136.9,0.7,36.8,6520.0
8476,15.63,67.92,6.92,6521.0
8477,14.99,54.2,102.17,1621.0
8478,55.29,134.33,127.71,6522.0
8479,11.89,4.45,18.69,6523.0
8480,107.74,54.13,84.51,6524.0
8481,48.58,81.26,72.29,142.0
8482,135.41,4.03,78.18,6525.0
8483,29.57,78.4,9.32,6526.0
8484,133.54,129.92,92.0,6527.0
8485,58.83,122.96,126.1,252.0
8486,68.08,3.68,50.59,6528.0
8487,68.34,2.82,27.94,760.0
8488,37.83,77.1,22.97,6529.0
8489,47.4,120.96,95.91,6530.0
8490,102.68,89.02,104.07,6531.0
8491,1.95,126.01,21.12,6532.0
8492,29.49,89.35,140.75,6533.0
8493,52.03,16.85,35.09,6534.0
8494,44.48,49.75,89.44,1999.0
8495,4.29,55.38,61.28,6535.0
8496,40.81,128.02,115.57,6536.0
8497,68.16,136.1,72.45,146.0
8498,15.39,99.45,26.23,6537.0
8499,52.55,16.54,34.82,6534.0
8500,87.09,119.76,74.9,6538.0
8501,88.64,1.34,123.04,6539.0
8502,87.32,37.51,6.38,6540.0
8503,110.37,67.89,90.38,6541.0
8504,22.09,109.59,13.06,3116.0
8505,74.16,68.58,9.56,341.0
8506,10.75,98.22,132.1,6542.0
8507,63.17,139.39,93.02,6543.0
8508,42.74,88.56,75.35,6544.0
8509,101.03,33.38,14.97,6545.0
8510,106.86,117.96,14.9,540.0
8511,55.7,57.42,106.5,6546.0
8512,96.64,132.46,29.5,6547.0
8513,54.87,15.85,12.32,559.0
8514,116.96,5.02,91.53,6548.0
8515,25.44,57.43,102.69,1559.0
8516,94.33,70.24,34.36,6549.0
8517,101.43,34.96,68.32,6550.0
8518,73.72,31.23,20.23,6551.0
8519,101.91,134.03,120.47,6552.0
8520,3.91,55.66,112.67,6553.0
8521,19.81,30.08,132.89,6554.0
8522,133.53,4.2,77.79,140.0
8523,118.51,56.11,129.14,5622.0
8524,67.61,140.69,52.11,6555.0
8525,53.44,24.27,125.57,6556.0
8526,41.99,53.03,119.26,6557.0
8527,116.89,2.2,54.36,546.0
8528,131.89,96.34,55.09,6558.0
8529,115.04,84.82,22.43,6559.0
8530,69.85,56.56,53.08,162.0
8531,71.94,36.32,111.72,6560.0
8532,56.46,110.9,129.03,6561.0
8533,105.71,4.65,128.78,6562.0
8534,68.83,135.91,73.11,146.0
8535,47.44,17.48,129.12,6563.0
8536,69.39,56.61,51.95,162.0
8537,57.36,81.33,19.67,1602.0
8538,120.19,98.16,81.11,3421.0
8539,97.63,29.15,70.77,6564.0
8540,137.59,79.91,62.86,6565.0
8541,102.0,62.98,71.31,4620.0
8542,125.48,137.41,72.65,6566.0
8543,78.91,41.49,105.33,6567.0
8544,129.51,80.42,131.23,6568.0
8545,69.87,131.23,74.6,6569.0
8546,30.99,76.18,7.39,6570.0
8547,49.44,130.24,91.51,6571.0
8548,66.47,116.85,109.07,6572.0
8549,134.08,5.92,44.44,6573.0
8550,135.56,77.0,62.36,3104.0
8551,105.18,96.79,40.35,6574.0
8552,46.41,125.14,29.86,6575.0
8553,52.67,63.6,68.41,5892.0
8554,138.86,96.58,111.93,6576.0
8555,2.57,73.97,136.27,6577.0
8556,83.43,52.63,11.67,6578.0
8557,73.31,133.32,34.8,6579.0
8558,126.6,119.7,58.16,6580.0
8559,135.95,133.36,20.91,481.0
8560,21.71,84.94,23.86,2035.0
8561,47.29,92.87,61.7,6581.0
8562,128.11,123.89,25.54,408.0
8563,22.66,92.1,78.28,6582.0
8564,101.54,47.74,52.49,6583.0
8565,1.0,99.02,135.27,6584.0
8566,24.64,101.68,8.78,6585.0
8567,88.69,46.06,114.51,6586.0
8568,17.1,7.13,47.31,1929.0
8569,8.32,127.96,20.34,1299.0
8570,18.09,6.27,27.96,6587.0
8571,51.29,23.86,52.83,6588.0
8572,56.54,56.95,63.02,6589.0
8573,57.63,0.44,5.29,6222.0
8574,72.01,108.47,104.96,788.0
8575,104.78,14.9,18.86,4411.0
8576,65.62,46.85,141.17,6590.0
8577,138.94,126.32,114.39,6591.0
8578,135.02,92.69,111.98,6592.0
8579,43.48,81.7,65.52,419.0
8580,99.16,134.6,138.75,6593.0
8581,73.56,42.47,78.11,2818.0
8582,36.79,43.23,17.75,6594.0
8583,105.64,60.75,96.16,6595.0
8584,45.22,81.11,66.71,419.0
8585,30.41,4.48,39.85,6596.0
8586,22.75,71.08,115.24,6597.0
8587,84.34,86.43,62.31,6598.0
8588,44.23,49.35,89.44,1999.0
8589,120.29,84.24,85.61,830.0
8590,70.47,54.83,50.36,6599.0
8591,80.64,88.9,110.24,6600.0
8592,45.33,135.8,90.67,6601.0
8593,86.8,15.8,8.41,4003.0
8594,59.78,30.23,81.44,6602.0
8595,110.8,128.12,38.05,6603.0
