,x,y,z,flag
30537,24.68,77.86,1.3,15493.0
30538,128.25,97.36,91.23,16089.0
30539,21.66,74.0,65.58,16090.0
30540,76.72,57.59,34.27,16091.0
30541,69.2,57.6,50.66,158.0
30542,12.69,109.16,75.65,16092.0
30543,137.14,69.36,47.89,16093.0
30544,108.13,122.99,122.21,16094.0
30545,117.87,120.82,109.09,16095.0
30546,27.63,88.32,140.42,1096.0
30547,35.81,107.56,132.33,7570.0
30548,98.14,23.54,7.12,295.0
30549,41.86,104.95,2.13,13662.0
30550,134.41,120.58,30.32,5284.0
30551,1.0,85.34,126.98,1563.0
30552,126.33,92.72,132.48,3105.0
30553,22.06,109.68,12.88,2812.0
30554,116.17,127.97,106.37,16096.0
30555,115.33,59.03,27.86,15402.0
30556,51.77,117.4,78.03,16097.0
30557,80.3,40.05,136.31,16098.0
30558,39.82,23.72,42.0,16099.0
30559,34.2,73.07,48.95,3993.0
30560,91.96,96.66,120.63,6679.0
30561,13.03,15.73,40.81,2016.0
30562,85.89,100.1,115.25,14407.0
30563,76.95,59.1,14.99,155.0
30564,85.27,120.03,84.05,26.0
30565,30.85,109.88,130.78,10508.0
30566,48.91,5.82,44.29,9650.0
30567,101.86,30.46,138.09,16100.0
30568,133.39,4.77,57.3,16101.0
30569,92.29,116.91,42.01,16102.0
30570,53.31,55.03,141.06,7302.0
30571,52.3,111.21,138.89,403.0
30572,30.15,60.04,36.11,262.0
30573,119.68,89.42,116.05,16103.0
30574,62.86,5.36,44.22,217.0
30575,62.82,33.99,120.81,16104.0
30576,126.45,124.53,23.73,396.0
30577,120.19,126.97,30.16,16105.0
30578,79.78,42.89,79.59,16106.0
30579,58.93,119.2,16.29,6767.0
30580,92.28,36.8,44.05,16107.0
30581,98.1,127.71,107.56,7509.0
30582,140.14,119.37,74.1,8727.0
30583,57.54,73.01,8.75,629.0
30584,82.82,102.29,51.59,388.0
30585,125.93,34.07,132.92,16108.0
30586,37.49,77.09,84.14,1311.0
30587,77.06,54.83,38.64,16109.0
30588,64.81,55.31,4.26,16110.0
30589,81.43,52.67,126.03,447.0
30590,104.41,3.31,16.0,16111.0
30591,55.72,39.81,130.2,16112.0
30592,33.45,83.96,58.3,8690.0
30593,57.81,71.83,8.76,629.0
30594,88.63,122.08,137.79,16113.0
30595,127.12,85.2,86.22,16114.0
30596,19.46,132.0,31.23,16115.0
30597,89.24,59.29,10.17,225.0
30598,75.94,96.43,94.31,337.0
30599,53.76,54.81,141.23,7302.0
30600,24.26,9.87,70.72,2388.0
30601,123.29,85.13,62.3,117.0
30602,102.62,16.18,119.23,16116.0
30603,120.74,11.55,100.27,16117.0
30604,114.9,114.4,127.94,1391.0
30605,81.19,27.79,71.13,16118.0
30606,112.59,42.01,101.96,3890.0
30607,43.93,81.44,66.27,45.0
30608,29.03,0.63,85.52,5913.0
30609,90.63,78.46,92.31,16119.0
30610,124.71,67.66,78.31,919.0
30611,20.62,106.25,77.15,16120.0
30612,52.4,63.44,68.39,1294.0
30613,14.89,54.87,4.57,16121.0
30614,63.26,133.22,73.38,3154.0
30615,112.34,120.83,12.62,4301.0
30616,61.6,134.32,72.55,2451.0
30617,56.38,39.6,59.16,3662.0
30618,88.64,127.11,86.35,16122.0
30619,72.6,130.51,6.76,4062.0
30620,73.98,107.15,94.25,645.0
30621,140.41,66.99,78.27,16123.0
30622,115.09,5.58,14.47,16124.0
30623,115.78,62.79,48.95,16125.0
30624,49.33,50.28,136.79,16126.0
30625,125.91,67.75,76.84,919.0
30626,69.1,57.38,52.03,158.0
30627,119.15,21.12,102.44,1600.0
30628,56.98,5.19,98.57,3639.0
30629,119.43,84.2,86.0,148.0
30630,63.62,120.95,84.69,10215.0
30631,60.24,107.81,125.89,29.0
30632,120.17,109.2,129.88,16127.0
30633,55.46,115.31,12.35,222.0
30634,56.66,128.85,130.51,882.0
30635,49.28,22.37,108.82,10367.0
30636,50.52,46.54,86.32,4288.0
30637,34.54,139.61,69.34,6629.0
30638,102.05,111.87,7.59,16128.0
30639,127.91,74.37,93.22,2396.0
30640,79.03,128.04,58.6,1348.0
30641,58.42,131.81,101.98,16129.0
30642,87.41,14.31,30.35,16130.0
30643,86.33,88.29,12.08,991.0
30644,57.01,118.96,124.04,16131.0
30645,8.77,136.14,56.96,3642.0
30646,129.23,125.48,18.77,16132.0
30647,109.89,69.72,71.78,7792.0
30648,104.23,51.42,127.26,182.0
30649,124.26,116.06,0.41,10058.0
30650,41.73,36.29,31.63,42.0
30651,1.9,109.05,9.33,16133.0
30652,132.0,129.84,101.8,612.0
30653,76.68,92.21,50.12,16134.0
30654,64.14,1.48,76.69,15722.0
30655,54.09,48.42,121.71,16135.0
30656,102.47,74.06,24.98,2650.0
30657,115.23,28.68,9.69,16136.0
30658,117.75,3.97,11.22,16137.0
30659,83.59,133.71,70.26,254.0
30660,85.78,124.5,1.23,16138.0
30661,71.37,71.59,10.35,602.0
30662,57.31,86.08,76.1,16139.0
30663,39.33,47.84,110.09,16140.0
30664,81.4,31.65,131.45,16141.0
30665,100.19,30.72,102.69,82.0
30666,89.16,65.82,6.93,13240.0
30667,124.12,101.82,127.87,16142.0
30668,64.97,7.41,78.2,22.0
30669,12.52,74.52,39.54,123.0
30670,63.71,120.08,118.26,530.0
30671,30.6,49.63,41.65,8414.0
30672,11.24,59.39,53.72,713.0
30673,37.94,60.36,96.75,4405.0
30674,101.58,45.16,98.66,1714.0
30675,11.27,74.37,66.57,1418.0
30676,22.62,23.42,101.83,4967.0
30677,57.42,56.27,40.86,16143.0
30678,117.43,56.28,130.46,289.0
30679,64.13,89.61,4.87,16144.0
30680,14.71,79.24,38.43,123.0
30681,80.85,49.58,39.96,6163.0
30682,74.45,26.23,96.64,146.0
30683,56.41,74.33,27.38,16145.0
30684,88.97,96.65,11.7,16146.0
30685,122.47,66.1,39.9,6630.0
30686,123.15,45.07,30.87,16147.0
30687,3.35,63.04,42.47,16148.0
30688,69.79,89.27,61.02,16149.0
30689,108.16,10.29,56.11,16150.0
30690,69.14,73.54,57.92,1568.0
30691,94.1,51.86,132.3,16151.0
30692,70.01,130.56,130.15,16152.0
30693,74.62,78.75,116.64,16153.0
30694,65.67,45.11,6.8,2913.0
30695,141.29,54.86,55.06,16154.0
30696,20.98,91.49,5.17,16155.0
30697,8.4,116.21,94.7,10315.0
30698,110.97,32.04,133.71,7044.0
30699,94.52,30.04,102.95,16156.0
30700,15.72,26.6,32.7,1236.0
30701,12.44,77.87,11.41,16157.0
30702,30.63,140.93,42.5,3456.0
30703,50.97,86.34,93.28,16158.0
30704,41.18,19.63,8.64,2903.0
30705,40.39,89.23,137.39,2693.0
30706,132.7,104.69,111.85,16159.0
30707,64.45,133.3,90.89,936.0
30708,76.33,42.93,79.14,315.0
30709,17.11,79.36,3.43,16160.0
30710,120.08,83.64,85.41,148.0
30711,26.18,41.28,135.74,673.0
30712,80.91,52.73,127.29,447.0
30713,112.54,84.44,60.55,16161.0
30714,77.67,60.74,37.24,16162.0
30715,26.65,89.87,139.12,1096.0
30716,37.9,108.05,41.99,16163.0
30717,99.95,118.9,116.74,14604.0
30718,91.96,95.48,118.73,8593.0
30719,12.53,135.12,79.37,10386.0
30720,56.13,118.7,73.79,16164.0
30721,58.37,50.2,105.13,721.0
30722,109.17,107.38,78.08,31.0
30723,111.99,25.09,2.02,1549.0
30724,108.15,137.67,88.66,16165.0
30725,80.99,131.12,102.28,16166.0
30726,64.97,3.89,45.07,383.0
30727,56.99,44.77,17.52,913.0
30728,92.64,128.78,114.54,16167.0
30729,111.65,59.75,44.76,16168.0
30730,102.56,62.02,98.41,110.0
30731,123.97,17.28,53.41,16169.0
30732,137.55,32.06,114.05,16170.0
30733,68.47,87.41,90.31,709.0
30734,6.36,20.45,64.76,1752.0
30735,58.44,56.35,107.59,1006.0
30736,72.12,105.75,42.35,6270.0
30737,78.18,96.73,102.33,16171.0
30738,95.63,35.03,105.99,772.0
30739,13.09,76.32,37.73,123.0
30740,108.46,7.38,102.72,16172.0
30741,98.11,74.14,74.78,2918.0
30742,11.59,77.57,38.05,123.0
30743,126.85,119.25,19.75,16173.0
30744,57.15,55.66,107.06,1006.0
30745,130.96,58.42,62.74,89.0
30746,94.94,126.46,53.45,16174.0
30747,49.83,76.27,21.26,84.0
30748,139.92,99.72,8.82,239.0
30749,12.96,79.41,43.57,123.0
30750,71.88,110.56,86.15,16175.0
30751,58.73,123.1,124.7,246.0
30752,124.34,56.6,61.6,16176.0
30753,71.64,127.98,10.38,6595.0
30754,74.66,10.04,123.01,16177.0
30755,121.64,109.05,128.0,1677.0
30756,67.38,74.54,8.65,16178.0
30757,29.38,86.04,37.49,16179.0
30758,106.43,109.77,79.35,2547.0
30759,129.89,127.83,107.58,16180.0
30760,95.35,54.14,18.04,16181.0
30761,11.17,46.12,127.53,12324.0
30762,135.43,11.96,31.25,202.0
30763,131.24,46.23,4.07,14513.0
30764,65.92,84.7,91.83,4893.0
30765,6.81,104.31,38.21,16182.0
30766,15.31,90.01,134.02,492.0
30767,27.2,68.68,104.62,7884.0
30768,14.15,76.56,39.3,123.0
30769,139.33,103.37,8.52,239.0
30770,59.02,123.65,124.65,246.0
30771,69.24,57.07,52.2,158.0
30772,77.69,18.11,19.58,8591.0
30773,135.29,79.91,30.33,16183.0
30774,62.92,33.9,88.03,16184.0
30775,63.4,75.7,60.74,16185.0
30776,137.67,39.8,105.85,16186.0
30777,124.48,72.99,89.77,6257.0
30778,54.53,109.22,130.69,2006.0
30779,64.94,53.61,140.83,4837.0
30780,101.88,52.5,124.05,11720.0
30781,17.81,26.91,71.39,16187.0
30782,6.23,43.12,6.57,95.0
30783,31.03,138.83,82.23,16188.0
30784,17.7,82.37,122.42,16189.0
30785,89.28,53.9,18.18,1240.0
30786,130.78,9.04,73.27,15163.0
30787,132.55,129.83,101.9,612.0
30788,65.36,36.57,48.38,16190.0
30789,90.31,31.78,140.27,16191.0
30790,77.86,118.69,116.91,11657.0
30791,80.28,28.06,47.39,2269.0
30792,91.83,61.6,41.51,9129.0
30793,13.82,43.3,71.38,10686.0
30794,94.0,72.87,86.99,16192.0
30795,27.15,25.68,66.61,16193.0
30796,46.28,51.76,37.29,2268.0
30797,15.44,34.86,127.14,16194.0
30798,110.54,29.48,59.99,16195.0
30799,17.54,126.99,139.8,16196.0
30800,26.7,87.31,42.95,16197.0
30801,99.93,44.67,9.82,16198.0
30802,131.45,50.56,85.65,7967.0
30803,15.12,80.43,128.16,16199.0
30804,8.14,26.41,0.64,16200.0
30805,69.09,57.68,51.47,158.0
30806,46.54,5.48,131.75,338.0
30807,56.96,112.9,82.88,16201.0
30808,132.88,130.86,100.15,612.0
30809,120.33,90.5,60.73,339.0
30810,129.28,20.39,120.91,87.0
30811,13.23,81.88,49.88,12.0
30812,128.6,23.34,41.16,6925.0
30813,109.38,93.32,88.45,16202.0
30814,122.37,130.46,26.66,5603.0
30815,101.37,44.88,97.28,1714.0
30816,57.23,69.76,8.71,629.0
30817,38.97,54.04,83.66,3626.0
30818,117.32,55.21,82.68,16203.0
30819,24.46,81.6,52.39,861.0
30820,61.59,77.21,105.49,3998.0
30821,140.23,123.94,99.26,15361.0
30822,9.8,89.6,81.68,1589.0
30823,97.6,49.54,5.37,70.0
30824,96.76,116.83,19.2,3336.0
30825,81.56,61.1,14.4,16204.0
30826,55.1,114.79,12.92,222.0
30827,125.31,0.2,71.24,16205.0
30828,75.17,76.61,53.78,16206.0
30829,140.4,87.2,19.85,3059.0
30830,123.99,18.78,44.53,2226.0
30831,75.88,104.28,78.65,16207.0
30832,61.04,54.03,114.09,16208.0
30833,81.18,86.7,36.82,27.0
30834,81.03,20.65,99.24,12411.0
30835,61.98,49.14,67.97,13544.0
30836,74.08,49.24,95.76,16209.0
30837,62.1,122.16,60.74,16210.0
30838,15.41,94.28,73.81,16211.0
30839,22.93,28.71,69.19,4685.0
30840,104.4,105.42,2.09,2070.0
30841,60.99,113.64,116.18,16212.0
30842,10.19,98.64,78.86,4407.0
30843,81.17,13.24,99.47,16213.0
30844,12.36,62.25,52.59,713.0
30845,30.3,136.13,59.87,167.0
30846,99.47,27.44,11.65,5000.0
30847,14.13,75.2,36.35,123.0
30848,5.94,57.72,51.61,858.0
30849,88.24,117.01,22.94,15962.0
30850,134.1,38.85,87.84,2354.0
30851,100.57,137.19,69.03,223.0
30852,79.85,53.35,128.35,447.0
30853,114.14,62.48,76.81,777.0
30854,25.78,63.38,133.13,3775.0
30855,123.96,2.59,123.19,2775.0
30856,111.22,84.62,4.61,585.0
30857,14.89,21.04,54.62,8802.0
30858,63.11,93.22,21.12,790.0
30859,64.22,37.2,122.15,16214.0
30860,133.64,139.55,79.61,10733.0
30861,84.96,42.15,101.72,6376.0
30862,71.54,94.7,4.32,10040.0
30863,108.85,108.16,77.61,31.0
30864,63.4,94.34,21.06,790.0
30865,96.47,35.03,109.87,12828.0
30866,16.79,6.99,57.61,1392.0
30867,66.41,115.06,89.86,16215.0
30868,63.25,94.15,21.13,790.0
30869,56.67,127.63,130.81,882.0
30870,67.62,136.23,72.69,142.0
30871,18.77,71.58,87.6,16216.0
30872,123.07,54.04,31.86,16217.0
30873,7.68,41.13,7.64,95.0
30874,52.02,80.26,66.5,11974.0
30875,48.87,120.62,72.57,1341.0
30876,31.74,62.98,81.03,16218.0
30877,137.17,53.22,69.93,7180.0
30878,14.69,63.19,136.77,16219.0
30879,103.12,28.37,37.6,9925.0
30880,114.17,105.33,1.55,1343.0
30881,54.73,68.12,4.37,2879.0
30882,68.07,136.63,86.74,16220.0
30883,87.03,49.93,44.89,374.0
30884,46.41,123.71,70.22,3660.0
30885,97.33,94.92,37.6,16221.0
30886,106.76,73.88,96.78,16222.0
30887,79.83,35.74,84.74,16223.0
30888,51.78,58.04,32.78,2393.0
30889,137.36,34.75,94.39,5095.0
30890,30.08,100.16,92.72,16224.0
30891,46.88,85.05,31.63,16225.0
30892,81.94,20.25,18.54,16226.0
30893,89.8,58.16,9.71,225.0
30894,16.36,119.56,126.37,11168.0
30895,30.36,14.48,101.57,73.0
30896,120.94,59.49,33.68,15553.0
30897,38.27,54.1,84.89,3626.0
30898,89.68,122.3,81.28,4887.0
30899,58.47,121.5,124.8,246.0
30900,109.47,54.79,81.43,4095.0
30901,58.43,67.57,107.86,16227.0
30902,56.7,89.85,116.45,16228.0
30903,46.77,41.18,24.78,733.0
30904,107.51,92.38,32.78,16229.0
30905,13.66,76.92,38.52,123.0
30906,65.64,136.68,92.27,2748.0
30907,32.36,52.32,134.51,5143.0
30908,50.72,119.17,70.85,1341.0
30909,65.44,125.98,119.11,16230.0
30910,119.55,47.65,14.55,16231.0
30911,81.57,122.68,64.52,2522.0
30912,40.54,4.98,14.56,16232.0
30913,10.12,111.2,27.33,16233.0
30914,133.72,33.09,104.06,16234.0
30915,4.28,26.21,29.72,16235.0
30916,138.17,86.26,69.82,16236.0
30917,46.04,138.58,23.27,16237.0
30918,54.37,18.05,110.09,15136.0
30919,38.89,75.98,91.06,329.0
30920,6.25,33.81,114.66,16238.0
30921,100.24,122.94,44.23,16239.0
30922,80.52,124.94,58.4,2260.0
30923,121.45,108.73,127.78,1677.0
30924,133.88,132.78,74.9,3869.0
30925,96.59,114.25,76.74,834.0
30926,52.97,18.01,6.93,431.0
30927,53.72,119.2,71.6,8772.0
30928,58.06,137.92,96.08,8057.0
30929,61.07,120.7,123.55,246.0
30930,39.73,36.25,79.15,16240.0
30931,125.44,126.7,79.9,399.0
30932,16.68,63.49,104.42,92.0
30933,19.69,102.63,2.76,416.0
30934,58.01,80.17,65.11,638.0
30935,52.19,129.38,101.72,103.0
30936,95.47,111.43,48.16,6225.0
30937,43.18,45.5,46.25,16241.0
30938,114.89,59.99,38.81,8571.0
30939,120.34,110.76,8.29,2510.0
30940,132.29,53.45,84.13,5959.0
30941,16.77,73.52,34.86,3069.0
30942,126.93,22.58,17.67,16242.0
30943,138.82,21.89,29.35,4483.0
30944,42.59,62.91,98.65,1850.0
30945,13.61,76.05,38.99,123.0
30946,60.19,42.27,78.19,122.0
30947,98.8,48.16,1.11,70.0
30948,30.36,139.53,118.44,16243.0
30949,15.34,104.28,47.78,429.0
30950,16.2,108.02,36.95,16244.0
30951,63.39,46.42,61.41,16245.0
30952,65.22,132.57,59.3,16246.0
30953,134.64,78.25,105.14,485.0
30954,73.06,1.65,82.92,16247.0
30955,33.86,122.69,20.69,16248.0
30956,85.58,114.73,1.31,16249.0
30957,5.14,75.25,54.52,847.0
30958,18.84,91.33,16.05,16250.0
30959,70.08,57.35,52.66,158.0
30960,44.08,56.77,138.49,16251.0
30961,3.13,29.07,107.21,16252.0
30962,67.97,118.91,101.3,2805.0
30963,140.72,97.19,124.77,1859.0
30964,45.94,78.12,14.56,6601.0
30965,65.6,31.87,79.38,16253.0
30966,84.89,90.63,11.5,2600.0
30967,129.41,137.67,79.26,192.0
30968,44.34,86.63,73.66,5992.0
30969,98.93,55.57,19.43,7832.0
30970,120.27,140.14,89.41,2030.0
30971,73.24,36.61,21.55,10176.0
30972,96.88,15.57,46.79,16254.0
30973,29.98,108.93,127.33,1956.0
30974,26.18,8.89,25.39,16255.0
30975,95.29,108.76,57.14,14482.0
30976,57.85,122.8,123.42,246.0
30977,120.18,98.11,81.06,38.0
30978,48.32,5.15,140.75,6733.0
30979,44.76,5.53,29.09,11443.0
30980,15.12,70.91,86.45,3822.0
30981,102.21,105.21,62.51,3511.0
30982,64.34,129.4,71.6,10252.0
30983,34.69,65.86,139.69,4841.0
30984,108.75,56.95,73.94,7114.0
30985,97.28,24.33,17.94,1679.0
30986,39.35,140.37,113.75,16256.0
30987,119.54,59.73,22.77,8828.0
30988,22.55,2.83,12.78,16257.0
30989,51.41,53.91,77.84,16258.0
30990,21.64,110.61,13.63,2812.0
30991,26.73,66.91,77.23,2402.0
30992,35.44,5.69,34.54,16259.0
30993,132.57,47.65,22.61,16260.0
30994,91.74,4.92,51.69,16261.0
30995,61.06,88.35,22.52,7951.0
30996,128.23,121.75,114.26,6680.0
30997,17.0,77.17,103.04,16262.0
30998,94.13,109.71,111.98,1975.0
30999,67.88,133.13,1.35,6806.0
31000,98.95,132.04,49.91,16263.0
31001,24.3,75.23,127.93,15935.0
31002,32.98,59.67,139.25,3321.0
31003,135.21,120.84,123.45,5084.0
31004,11.73,86.16,55.8,628.0
31005,140.26,106.71,13.0,10125.0
31006,3.9,80.13,4.68,1468.0
31007,86.09,58.76,19.31,13998.0
31008,76.45,77.02,58.06,9526.0
31009,85.87,86.01,7.14,6999.0
31010,133.73,83.26,107.32,2036.0
31011,19.54,121.13,46.24,1695.0
31012,98.17,88.13,130.68,16264.0
31013,82.22,130.78,105.62,10048.0
31014,16.19,27.95,99.46,16265.0
31015,125.83,134.15,24.22,99.0
31016,131.54,48.64,86.47,2322.0
31017,23.43,109.44,2.5,1934.0
31018,67.85,8.49,121.27,16266.0
31019,37.25,5.09,54.14,5093.0
31020,100.25,62.97,2.72,1077.0
31021,133.33,86.72,31.8,7465.0
31022,9.69,100.18,40.89,16267.0
31023,87.8,125.67,24.5,3903.0
31024,33.23,141.28,81.73,16268.0
31025,59.54,106.33,16.13,16269.0
31026,86.98,53.47,65.2,627.0
31027,18.86,120.78,45.94,1695.0
31028,49.39,132.49,94.22,16270.0
31029,22.5,82.17,128.82,16271.0
31030,67.69,61.34,130.7,16272.0
31031,50.88,56.54,73.73,714.0
31032,135.76,69.61,62.48,16273.0
31033,117.17,31.86,33.98,16274.0
31034,95.95,71.72,45.66,16275.0
31035,132.45,8.17,73.52,5275.0
31036,101.4,126.31,134.71,16276.0
31037,136.33,39.31,23.75,16277.0
31038,75.04,121.02,94.68,16278.0
31039,41.25,35.86,31.27,42.0
31040,78.98,112.83,93.2,16279.0
31041,96.06,100.56,133.04,16280.0
31042,138.97,98.12,97.98,16281.0
31043,65.74,115.98,84.72,65.0
31044,120.08,118.61,21.05,9357.0
31045,4.9,49.96,63.98,5129.0
31046,117.0,131.93,27.54,16282.0
31047,53.1,123.01,138.81,184.0
31048,91.57,51.36,17.3,1240.0
31049,107.93,20.14,124.36,1678.0
31050,68.39,53.7,126.53,16283.0
31051,103.88,105.45,2.26,2070.0
31052,56.89,5.12,98.0,3639.0
31053,66.06,7.87,70.31,9672.0
31054,57.28,55.73,107.0,1006.0
31055,77.43,100.54,46.25,12910.0
31056,6.53,3.25,46.76,16284.0
31057,27.43,31.94,113.44,2240.0
31058,112.51,107.22,2.53,16285.0
31059,54.26,129.11,9.36,3733.0
31060,23.99,17.25,98.47,16286.0
31061,64.37,43.06,94.03,16287.0
31062,48.24,81.21,72.28,45.0
31063,70.46,90.75,66.24,16288.0
31064,99.85,136.56,82.58,76.0
31065,43.6,66.2,0.55,1248.0
31066,51.69,61.91,118.01,16289.0
31067,36.35,98.82,33.62,7553.0
31068,124.85,107.85,134.42,4282.0
31069,37.06,5.05,54.29,5093.0
31070,88.45,96.12,113.69,2359.0
31071,108.63,108.35,77.29,31.0
31072,85.87,95.56,124.56,16290.0
31073,7.95,6.91,49.12,3212.0
31074,64.9,109.72,84.81,1264.0
31075,65.87,137.62,112.93,16291.0
31076,36.16,76.48,88.11,13915.0
31077,130.52,122.1,131.06,16292.0
31078,39.13,74.43,60.28,16293.0
31079,75.05,129.21,0.29,7560.0
31080,88.49,31.44,46.49,11550.0
31081,0.69,84.31,49.1,7705.0
31082,98.97,117.77,33.19,16294.0
31083,16.51,131.87,76.7,16295.0
31084,95.05,114.81,77.44,834.0
31085,4.75,27.5,35.74,3110.0
31086,73.84,70.01,9.0,330.0
31087,125.07,105.11,124.79,16296.0
31088,6.53,111.16,16.35,14271.0
31089,29.62,67.98,78.56,1483.0
31090,13.29,96.67,22.02,1316.0
31091,17.05,52.99,47.91,16297.0
31092,79.77,58.16,19.13,633.0
31093,120.1,21.52,88.48,1503.0
31094,103.36,2.49,82.22,10340.0
31095,136.93,90.42,20.22,15873.0
31096,61.89,3.82,13.05,2986.0
31097,8.48,138.82,79.49,16298.0
31098,96.79,30.89,110.06,16299.0
31099,75.55,11.63,49.84,16300.0
31100,103.4,69.72,99.93,16301.0
31101,106.85,89.37,49.05,250.0
31102,11.53,82.06,53.48,628.0
31103,11.62,60.27,52.6,713.0
31104,92.25,34.03,11.13,16302.0
31105,133.01,44.43,112.49,16303.0
31106,27.6,80.96,52.17,4718.0
31107,40.74,78.01,27.04,16304.0
31108,4.15,55.1,61.88,5677.0
31109,109.87,124.87,127.63,859.0
31110,111.74,114.5,50.27,16305.0
31111,39.53,82.29,126.53,16306.0
31112,119.03,117.37,128.13,309.0
31113,49.12,34.83,45.09,4936.0
31114,10.95,51.09,96.28,4952.0
31115,43.99,66.58,17.22,2842.0
31116,106.48,67.28,70.45,716.0
31117,128.7,48.85,71.34,16307.0
31118,21.59,67.73,133.53,1836.0
31119,98.0,116.62,71.51,3435.0
31120,49.11,81.9,70.71,45.0
31121,106.33,16.36,114.94,16308.0
31122,94.33,78.94,45.46,16309.0
31123,38.04,34.58,127.22,16310.0
31124,126.34,8.73,77.1,16311.0
31125,128.42,57.15,62.67,71.0
31126,13.63,54.69,107.03,3729.0
31127,25.36,103.44,34.46,1153.0
31128,12.54,78.19,10.59,16157.0
31129,141.21,52.08,97.39,16312.0
31130,110.85,67.68,115.4,16313.0
31131,15.85,112.86,77.78,4742.0
31132,57.19,57.15,20.35,16314.0
31133,138.49,68.3,108.99,16315.0
31134,108.6,79.53,94.86,4252.0
31135,56.65,137.55,126.99,425.0
31136,75.42,82.53,99.86,616.0
31137,120.4,96.75,80.26,38.0
31138,30.47,66.88,98.09,16316.0
31139,99.61,136.22,73.47,16317.0
31140,81.05,25.84,18.86,3838.0
31141,108.83,87.76,130.88,16318.0
31142,40.93,79.87,75.61,16319.0
31143,20.82,82.58,88.89,6926.0
31144,54.76,131.96,0.66,16320.0
31145,94.71,59.84,100.79,9247.0
31146,45.4,80.95,66.53,45.0
31147,58.79,48.09,110.93,1339.0
31148,130.88,138.92,24.94,16321.0
31149,123.11,96.55,82.71,38.0
31150,9.94,98.92,62.17,5304.0
31151,86.2,19.2,34.94,16322.0
31152,135.74,77.9,86.06,3267.0
31153,56.53,123.82,123.42,3068.0
31154,132.91,84.99,68.87,16323.0
31155,95.73,141.16,23.89,16324.0
31156,87.99,101.86,72.1,9844.0
31157,94.41,104.21,46.97,16325.0
31158,30.79,59.99,84.61,16326.0
31159,74.34,107.69,94.96,645.0
31160,61.6,112.65,51.84,16327.0
31161,27.64,79.27,119.33,16328.0
31162,35.28,24.42,37.92,16329.0
31163,108.42,117.73,16.76,520.0
31164,15.31,70.82,87.83,3822.0
31165,6.99,24.35,18.32,6872.0
31166,61.08,102.56,107.45,16330.0
31167,57.92,74.56,18.78,2874.0
31168,53.49,17.73,7.91,431.0
31169,11.47,98.58,78.31,4407.0
31170,140.53,141.09,109.57,16331.0
31171,7.32,140.12,32.78,16332.0
31172,39.89,54.31,36.69,914.0
31173,29.03,105.89,10.26,2796.0
31174,57.17,55.84,107.21,1006.0
31175,0.41,125.24,73.98,16333.0
31176,107.06,123.1,63.42,16334.0
31177,10.9,139.07,85.09,16335.0
31178,26.4,110.03,106.96,16336.0
31179,64.34,108.94,120.04,29.0
31180,118.33,21.32,90.58,1503.0
31181,109.32,125.96,114.92,16337.0
31182,16.49,8.25,84.22,16338.0
31183,119.17,63.37,81.8,3237.0
31184,47.89,11.99,75.15,16339.0
31185,75.95,52.64,59.57,532.0
31186,41.48,36.0,31.35,42.0
31187,126.98,21.98,45.49,14769.0
31188,64.06,3.59,43.56,383.0
31189,16.63,113.68,77.12,4742.0
31190,133.67,56.73,62.47,13784.0
31191,127.07,128.38,77.83,16340.0
31192,130.34,3.34,118.95,16341.0
31193,85.13,54.49,101.13,12790.0
31194,72.31,43.06,78.43,315.0
31195,89.04,37.12,104.74,772.0
31196,130.5,129.32,107.35,16342.0
31197,123.83,84.15,62.37,117.0
31198,134.3,58.39,39.56,16343.0
31199,92.28,100.87,20.23,16344.0
31200,68.69,133.31,34.69,320.0
31201,94.61,34.58,5.53,16345.0
31202,141.14,87.86,4.03,16346.0
31203,95.43,132.42,116.95,16347.0
31204,115.81,22.0,80.01,16348.0
31205,85.21,141.24,29.86,16349.0
31206,34.47,30.03,23.81,16350.0
31207,135.76,18.62,99.37,558.0
31208,44.07,70.87,96.93,2325.0
31209,100.54,41.54,100.03,5780.0
31210,81.56,58.28,21.75,2228.0
31211,48.64,82.72,105.19,9832.0
31212,39.68,24.77,72.39,16351.0
31213,62.88,12.19,80.88,11260.0
31214,131.44,111.76,50.8,2665.0
31215,137.13,82.55,112.71,16352.0
31216,106.24,24.31,116.78,9752.0
31217,102.87,2.76,85.95,3467.0
31218,55.04,14.52,136.23,16353.0
31219,131.62,123.67,22.31,13895.0
31220,78.4,80.3,30.9,16354.0
31221,21.66,134.99,34.84,16355.0
31222,11.8,55.37,109.3,1144.0
31223,46.12,50.93,26.97,16356.0
31224,7.76,41.18,27.2,16357.0
31225,52.68,53.47,75.33,16358.0
31226,107.3,100.38,68.53,16359.0
31227,136.79,34.44,92.18,14611.0
31228,86.29,64.36,12.4,16360.0
31229,94.04,96.04,102.72,1920.0
31230,116.03,134.69,55.65,738.0
31231,105.23,15.11,18.29,411.0
31232,1.1,85.61,83.11,15078.0
31233,112.42,112.36,12.06,3564.0
31234,39.9,24.07,16.79,16361.0
31235,9.93,131.18,20.39,484.0
31236,12.09,60.54,53.28,713.0
31237,23.81,7.05,26.4,1765.0
31238,138.3,102.27,7.33,239.0
31239,76.92,47.07,91.41,2232.0
31240,117.01,59.55,33.3,2125.0
31241,37.13,33.29,84.27,4939.0
31242,115.13,101.82,79.6,5441.0
31243,139.13,101.99,8.56,239.0
